num_ssu,case,case_label,npu_id,compute_ms,io_barrier_ms,other_ms,measurement_ms,compute_fraction,io_barrier_fraction,other_fraction,idle_fraction,delta_vs_baseline_compute_ms,delta_vs_baseline_io_barrier_ms,delta_vs_baseline_other_ms,includes_carry_in,full_window_idle_root_cause_evidence
3,baseline,Baseline,13,41639.75570521239,22360.24429478761,0.0,64000.0,0.6506211828939436,0.34937881710605645,0.0,0.34937881710605645,0.0,0.0,0.0,True,True
3,baseline,Baseline,14,39568.06098642567,24431.93901357433,0.0,64000.0,0.6182509529129011,0.3817490470870989,0.0,0.3817490470870989,0.0,0.0,0.0,True,True
3,baseline,Baseline,15,32537.747665936557,31462.252334063447,0.0,64000.0,0.5084023072802587,0.49159769271974135,0.0,0.49159769271974135,0.0,0.0,0.0,True,True
3,baseline,Baseline,16,39815.709035892774,24184.290964107226,0.0,64000.0,0.6221204536858246,0.3778795463141754,0.0,0.3778795463141754,0.0,0.0,0.0,True,True
3,baseline,Baseline,17,34359.1337032566,29640.8662967434,0.0,64000.0,0.5368614641133844,0.46313853588661563,0.0,0.46313853588661563,0.0,0.0,0.0,True,True
3,baseline,Baseline,18,37207.97938825403,26792.020611745967,0.0,64000.0,0.5813746779414692,0.41862532205853076,0.0,0.41862532205853076,0.0,0.0,0.0,True,True
3,baseline,Baseline,19,38794.74987694453,25205.250123055474,0.0,64000.0,0.6061679668272583,0.3938320331727418,0.0,0.3938320331727418,0.0,0.0,0.0,True,True
3,baseline,Baseline,20,39243.14809731775,24756.851902682247,0.0,64000.0,0.6131741890205898,0.3868258109794101,0.0,0.3868258109794101,0.0,0.0,0.0,True,True
3,baseline,Baseline,21,35424.8644041255,28575.1355958745,0.0,64000.0,0.553513506314461,0.44648649368553905,0.0,0.44648649368553905,0.0,0.0,0.0,True,True
3,baseline,Baseline,22,37246.83494168962,26753.165058310376,0.0,64000.0,0.5819817959639003,0.4180182040360996,0.0,0.4180182040360996,0.0,0.0,0.0,True,True
3,baseline,Baseline,23,36827.351341254434,27172.64865874557,0.0,64000.0,0.5754273647071005,0.4245726352928995,0.0,0.4245726352928995,0.0,0.0,0.0,True,True
3,baseline,Baseline,24,39251.70822984262,24748.291770157382,0.0,64000.0,0.6133079410912909,0.3866920589087091,0.0,0.3866920589087091,0.0,0.0,0.0,True,True
3,baseline,Baseline,25,44121.849693147735,19878.150306852265,0.0,64000.0,0.6894039014554334,0.31059609854456666,0.0,0.31059609854456666,0.0,0.0,0.0,True,True
3,baseline,Baseline,26,32360.61679837393,31639.38320162607,0.0,64000.0,0.5056346374745926,0.49436536252540736,0.0,0.49436536252540736,0.0,0.0,0.0,True,True
3,baseline,Baseline,27,38228.08665894412,25771.913341055882,0.0,64000.0,0.5973138540460019,0.40268614595399815,0.0,0.40268614595399815,0.0,0.0,0.0,True,True
3,baseline,Baseline,28,33747.78437576973,30252.215624230274,0.0,64000.0,0.527309130871402,0.47269086912859803,0.0,0.47269086912859803,0.0,0.0,0.0,True,True
3,baseline,Baseline,29,45336.73419054833,18663.265809451674,0.0,64000.0,0.7083864717273177,0.2916135282726824,0.0,0.2916135282726824,0.0,0.0,0.0,True,True
