scenario,seed,policy,window,profile,count,passed,percent
full,19,mild,warm_2_4s,128:4096,5,5,100.0
full,19,mild,warm_2_4s,160:1024,13,0,0.0
full,19,mild,warm_2_4s,160:2048,9,3,33.333333333333336
full,19,mild,warm_2_4s,160:256,21,8,38.095238095238095
full,19,mild,warm_2_4s,160:4096,2,2,100.0
full,19,mild,warm_2_4s,200:1024,9,0,0.0
full,19,mild,warm_2_4s,200:2048,0,0,
full,19,mild,warm_2_4s,200:256,13,3,23.076923076923077
full,19,mild,warm_2_4s,200:4096,11,11,100.0
full,19,mild,warm_2_4s,32:1024,10,9,90.0
full,19,mild,warm_2_4s,32:2048,6,6,100.0
full,19,mild,warm_2_4s,32:256,11,9,81.81818181818181
full,19,mild,warm_2_4s,32:4096,2,2,100.0
full,19,mild,warm_2_4s,64:1024,11,11,100.0
full,19,mild,warm_2_4s,64:2048,4,4,100.0
full,19,mild,warm_2_4s,64:256,9,9,100.0
full,19,mild,warm_2_4s,64:4096,6,6,100.0
full,19,mild,warm_2_4s,80:1024,11,10,90.9090909090909
full,19,mild,warm_2_4s,80:2048,7,7,100.0
full,19,mild,warm_2_4s,80:256,13,13,100.0
full,19,mild,warm_2_4s,80:4096,4,4,100.0
full,19,mild,long_2_6s,128:1024,15,0,0.0
full,19,mild,long_2_6s,128:2048,10,0,0.0
full,19,mild,long_2_6s,128:256,19,9,47.36842105263158
full,19,mild,long_2_6s,128:4096,13,13,100.0
full,19,mild,long_2_6s,160:1024,20,0,0.0
full,19,mild,long_2_6s,160:2048,15,3,20.0
full,19,mild,long_2_6s,160:256,31,13,41.935483870967744
full,19,mild,long_2_6s,160:4096,7,7,100.0
full,19,mild,long_2_6s,200:1024,20,0,0.0
full,19,mild,long_2_6s,200:2048,7,2,28.571428571428573
full,19,mild,long_2_6s,200:256,30,8,26.666666666666668
full,19,mild,long_2_6s,200:4096,16,16,100.0
full,19,mild,long_2_6s,32:1024,23,20,86.95652173913044
full,19,mild,long_2_6s,32:2048,10,10,100.0
full,19,mild,long_2_6s,32:256,30,27,90.0
full,19,mild,long_2_6s,32:4096,5,5,100.0
full,19,mild,long_2_6s,64:1024,25,21,84.0
full,19,mild,long_2_6s,64:2048,9,9,100.0
full,19,mild,long_2_6s,64:256,23,23,100.0
full,19,mild,long_2_6s,64:4096,10,10,100.0
full,19,mild,long_2_6s,80:1024,21,19,90.47619047619048
full,19,mild,long_2_6s,80:2048,14,14,100.0
full,19,mild,long_2_6s,80:256,30,30,100.0
full,19,mild,long_2_6s,80:4096,8,8,100.0
full,19,mild,full_population,128:1024,64,2,3.125
full,19,mild,full_population,128:2048,32,3,9.375
full,19,mild,full_population,128:256,96,41,42.708333333333336
full,19,mild,full_population,128:4096,32,30,93.75
full,19,mild,full_population,160:1024,64,0,0.0
full,19,mild,full_population,160:2048,32,7,21.875
full,19,mild,full_population,160:256,96,37,38.541666666666664
full,19,mild,full_population,160:4096,32,32,100.0
full,19,mild,full_population,200:1024,64,1,1.5625
full,19,mild,full_population,200:2048,32,13,40.625
full,19,mild,full_population,200:256,96,42,43.75
full,19,mild,full_population,200:4096,32,32,100.0
full,19,mild,full_population,32:1024,64,52,81.25
full,19,mild,full_population,32:2048,32,31,96.875
full,19,mild,full_population,32:256,96,82,85.41666666666667
full,19,mild,full_population,32:4096,32,32,100.0
full,19,mild,full_population,64:1024,64,55,85.9375
full,19,mild,full_population,64:2048,32,32,100.0
full,19,mild,full_population,64:256,96,90,93.75
full,19,mild,full_population,64:4096,32,32,100.0
full,19,mild,full_population,80:1024,64,62,96.875
full,19,mild,full_population,80:2048,32,32,100.0
full,19,mild,full_population,80:256,96,93,96.875
full,19,mild,full_population,80:4096,32,32,100.0
full,19,aggressive,warm_2_4s,128:1024,6,0,0.0
full,19,aggressive,warm_2_4s,128:2048,3,0,0.0
full,19,aggressive,warm_2_4s,128:256,11,0,0.0
full,19,aggressive,warm_2_4s,128:4096,5,2,40.0
full,19,aggressive,warm_2_4s,160:1024,13,1,7.6923076923076925
full,19,aggressive,warm_2_4s,160:2048,9,4,44.44444444444444
full,19,aggressive,warm_2_4s,160:256,20,6,30.0
full,19,aggressive,warm_2_4s,160:4096,1,0,0.0
full,19,aggressive,warm_2_4s,200:1024,10,0,0.0
full,19,aggressive,warm_2_4s,200:2048,0,0,
full,19,aggressive,warm_2_4s,200:256,13,1,7.6923076923076925
full,19,aggressive,warm_2_4s,200:4096,10,8,80.0
full,19,aggressive,warm_2_4s,32:1024,12,8,66.66666666666667
full,19,aggressive,warm_2_4s,32:2048,5,2,40.0
full,19,aggressive,warm_2_4s,32:256,10,5,50.0
full,19,aggressive,warm_2_4s,32:4096,3,2,66.66666666666667
full,19,aggressive,warm_2_4s,64:1024,12,7,58.333333333333336
full,19,aggressive,warm_2_4s,64:2048,4,3,75.0
full,19,aggressive,warm_2_4s,64:256,11,11,100.0
full,19,aggressive,warm_2_4s,64:4096,7,7,100.0
full,19,aggressive,warm_2_4s,80:1024,11,10,90.9090909090909
full,19,aggressive,warm_2_4s,80:2048,6,4,66.66666666666667
full,19,aggressive,warm_2_4s,80:256,12,6,50.0
full,19,aggressive,warm_2_4s,80:4096,4,4,100.0
full,19,aggressive,long_2_6s,128:1024,13,0,0.0
full,19,aggressive,long_2_6s,128:2048,11,1,9.090909090909092
full,19,aggressive,long_2_6s,128:256,19,3,15.789473684210526
full,19,aggressive,long_2_6s,128:4096,12,4,33.333333333333336
full,19,aggressive,long_2_6s,160:1024,18,1,5.555555555555555
full,19,aggressive,long_2_6s,160:2048,16,5,31.25
full,19,aggressive,long_2_6s,160:256,29,10,34.48275862068966
full,19,aggressive,long_2_6s,160:4096,6,3,50.0
full,19,aggressive,long_2_6s,200:1024,20,0,0.0
full,19,aggressive,long_2_6s,200:2048,7,2,28.571428571428573
full,19,aggressive,long_2_6s,200:256,30,10,33.333333333333336
full,19,aggressive,long_2_6s,200:4096,16,14,87.5
full,19,aggressive,long_2_6s,32:1024,23,17,73.91304347826087
full,19,aggressive,long_2_6s,32:2048,10,6,60.0
full,19,aggressive,long_2_6s,32:256,26,17,65.38461538461539
full,19,aggressive,long_2_6s,32:4096,6,5,83.33333333333333
full,19,aggressive,long_2_6s,64:1024,27,22,81.48148148148148
full,19,aggressive,long_2_6s,64:2048,7,6,85.71428571428571
full,19,aggressive,long_2_6s,64:256,24,22,91.66666666666667
full,19,aggressive,long_2_6s,64:4096,11,11,100.0
full,19,aggressive,long_2_6s,80:1024,21,17,80.95238095238095
full,19,aggressive,long_2_6s,80:2048,14,12,85.71428571428571
full,19,aggressive,long_2_6s,80:256,28,21,75.0
full,19,aggressive,long_2_6s,80:4096,8,8,100.0
full,19,aggressive,full_population,128:1024,64,5,7.8125
full,19,aggressive,full_population,128:2048,32,3,9.375
full,19,aggressive,full_population,128:256,96,26,27.083333333333332
full,19,aggressive,full_population,128:4096,32,10,31.25
full,19,aggressive,full_population,160:1024,64,3,4.6875
full,19,aggressive,full_population,160:2048,32,7,21.875
full,19,aggressive,full_population,160:256,96,22,22.916666666666668
full,19,aggressive,full_population,160:4096,32,17,53.125
full,19,aggressive,full_population,200:1024,64,4,6.25
full,19,aggressive,full_population,200:2048,32,5,15.625
full,19,aggressive,full_population,200:256,96,26,27.083333333333332
full,19,aggressive,full_population,200:4096,32,26,81.25
full,19,aggressive,full_population,32:1024,64,45,70.3125
full,19,aggressive,full_population,32:2048,32,21,65.625
full,19,aggressive,full_population,32:256,96,74,77.08333333333333
full,19,aggressive,full_population,32:4096,32,30,93.75
full,19,aggressive,full_population,64:1024,64,43,67.1875
full,19,aggressive,full_population,64:2048,32,27,84.375
full,19,aggressive,full_population,64:256,96,74,77.08333333333333
full,19,aggressive,full_population,64:4096,32,32,100.0
full,19,aggressive,full_population,80:1024,64,44,68.75
full,19,aggressive,full_population,80:2048,32,29,90.625
full,19,aggressive,full_population,80:256,96,69,71.875
full,19,aggressive,full_population,80:4096,32,32,100.0
full,19,static,warm_2_4s,128:1024,7,0,0.0
full,19,static,warm_2_4s,128:2048,3,0,0.0
full,19,static,warm_2_4s,128:256,12,12,100.0
full,19,static,warm_2_4s,128:4096,4,3,75.0
full,19,static,warm_2_4s,160:1024,14,0,0.0
full,19,static,warm_2_4s,160:2048,9,2,22.22222222222222
full,19,static,warm_2_4s,160:256,23,23,100.0
full,19,static,warm_2_4s,160:4096,3,3,100.0
full,19,static,warm_2_4s,200:1024,8,0,0.0
full,19,static,warm_2_4s,200:2048,0,0,
full,19,static,warm_2_4s,200:256,13,13,100.0
full,19,static,warm_2_4s,200:4096,8,8,100.0
full,19,static,warm_2_4s,32:1024,11,9,81.81818181818181
full,19,static,warm_2_4s,32:2048,5,5,100.0
full,19,static,warm_2_4s,32:256,13,13,100.0
full,19,static,warm_2_4s,32:4096,3,3,100.0
full,19,static,warm_2_4s,64:1024,10,9,90.0
full,19,static,warm_2_4s,64:2048,5,5,100.0
full,19,static,warm_2_4s,64:256,10,10,100.0
full,19,static,warm_2_4s,64:4096,7,7,100.0
full,19,static,warm_2_4s,80:1024,10,8,80.0
full,19,static,warm_2_4s,80:2048,8,8,100.0
full,19,static,warm_2_4s,80:256,15,15,100.0
full,19,static,warm_2_4s,80:4096,4,4,100.0
full,19,static,long_2_6s,128:1024,16,0,0.0
full,19,static,long_2_6s,128:2048,10,1,10.0
full,19,static,long_2_6s,128:256,19,19,100.0
full,19,static,long_2_6s,128:4096,13,12,92.3076923076923
full,19,static,long_2_6s,160:1024,19,0,0.0
full,19,static,long_2_6s,160:2048,13,2,15.384615384615385
full,19,static,long_2_6s,160:256,29,29,100.0
full,19,static,long_2_6s,160:4096,8,8,100.0
full,19,static,long_2_6s,200:1024,21,0,0.0
full,19,static,long_2_6s,200:2048,7,4,57.142857142857146
full,19,static,long_2_6s,200:256,30,30,100.0
full,19,static,long_2_6s,200:4096,15,15,100.0
full,19,static,long_2_6s,32:1024,24,22,91.66666666666667
full,19,static,long_2_6s,32:2048,9,9,100.0
full,19,static,long_2_6s,32:256,27,27,100.0
full,19,static,long_2_6s,32:4096,7,7,100.0
full,19,static,long_2_6s,64:1024,24,21,87.5
full,19,static,long_2_6s,64:2048,8,8,100.0
full,19,static,long_2_6s,64:256,22,22,100.0
full,19,static,long_2_6s,64:4096,10,10,100.0
full,19,static,long_2_6s,80:1024,21,18,85.71428571428571
full,19,static,long_2_6s,80:2048,14,14,100.0
full,19,static,long_2_6s,80:256,32,32,100.0
full,19,static,long_2_6s,80:4096,7,7,100.0
full,19,static,full_population,128:1024,64,0,0.0
full,19,static,full_population,128:2048,32,5,15.625
full,19,static,full_population,128:256,96,82,85.41666666666667
full,19,static,full_population,128:4096,32,31,96.875
full,19,static,full_population,160:1024,64,1,1.5625
full,19,static,full_population,160:2048,32,9,28.125
full,19,static,full_population,160:256,96,84,87.5
full,19,static,full_population,160:4096,32,32,100.0
full,19,static,full_population,200:1024,64,2,3.125
full,19,static,full_population,200:2048,32,19,59.375
full,19,static,full_population,200:256,96,89,92.70833333333333
full,19,static,full_population,200:4096,32,32,100.0
full,19,static,full_population,32:1024,64,59,92.1875
full,19,static,full_population,32:2048,32,29,90.625
full,19,static,full_population,32:256,96,90,93.75
full,19,static,full_population,32:4096,32,32,100.0
full,19,static,full_population,64:1024,64,53,82.8125
full,19,static,full_population,64:2048,32,31,96.875
full,19,static,full_population,64:256,96,93,96.875
full,19,static,full_population,64:4096,32,32,100.0
full,19,static,full_population,80:1024,64,55,85.9375
full,19,static,full_population,80:2048,32,32,100.0
full,19,static,full_population,80:256,96,95,98.95833333333333
full,19,static,full_population,80:4096,32,32,100.0
