policy,request_id,npu_id,role,admission_ms,completion_ms,latency_ms,pure_compute_ms,latency_ratio,slo_1p5_pass,completed_after_window,slo_1_pass,slo_1p5_pass_recomputed,plot_ratio
baseline,8000020,8,B,3829.704358557169,4058.4470945242165,228.74273596704734,228.74273596704626,1.0000000000000047,True,True,True,True,1.0
baseline,9000011,9,B,2104.4703705217285,2333.213106488776,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,9000012,9,A,2333.213106488776,2383.3599023894258,50.14679590064998,48.19209238871334,1.040560669085919,True,False,False,True,1.040560669085919
baseline,9000013,9,B,2383.3599023894258,2612.102638356473,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,9000014,9,B,2612.102638356473,2840.8453743235204,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,9000015,9,A,2840.8453743235204,2889.0374667122323,48.1920923887119,48.19209238871334,0.99999999999997,True,False,True,True,1.0
baseline,9000016,9,B,2889.0374667122323,3117.7802026792797,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,9000017,9,B,3117.7802026792797,3346.522938646327,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,9000018,9,A,3346.522938646327,3436.131141951211,89.60820330488377,48.19209238871334,1.859396404333549,False,False,False,False,1.859396404333549
baseline,9000019,9,B,3436.131141951211,3671.227719763224,235.09657781201304,228.74273596704626,1.0277772398677707,True,False,False,True,1.0277772398677707
baseline,9000020,9,A,3671.227719763224,3819.5617754961327,148.33405573290884,48.19209238871334,3.0779750033772943,False,False,False,False,3.0779750033772943
baseline,9000021,9,B,3819.5617754961327,4056.8579840454504,237.29620854931773,228.74273596704626,1.0373934173083588,True,True,False,True,1.0373934173083588
baseline,10000010,10,B,2199.860863566446,2428.6035995334933,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,10000011,10,A,2428.6035995334933,2504.691970968527,76.08837143503388,48.19209238871334,1.5788559422012953,False,False,False,False,1.5788559422012953
baseline,10000012,10,A,2504.691970968527,2610.8314973357146,106.1395263671875,48.19209238871334,2.202426188742233,False,False,False,False,2.202426188742233
baseline,10000013,10,A,2610.8314973357146,2732.7133637907928,121.88186645507812,48.19209238871334,2.5290843458712957,False,False,False,False,2.5290843458712957
baseline,10000014,10,B,2732.7133637907928,2967.2820637951886,234.56870000439585,228.74273596704626,1.0254695040378852,True,False,False,True,1.0254695040378852
baseline,10000015,10,B,2967.2820637951886,3196.024799762236,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,10000016,10,A,3196.024799762236,3264.66484861625,68.64004885401391,48.19209238871334,1.424301072059065,True,False,False,True,1.424301072059065
baseline,10000017,10,A,3264.66484861625,3372.2629626299217,107.59811401367188,48.19209238871334,2.2326923086425587,False,False,False,False,2.2326923086425587
baseline,10000018,10,B,3372.2629626299217,3606.0646033081457,233.80164067822398,228.74273596704626,1.0221161327365889,True,False,False,True,1.0221161327365889
baseline,10000019,10,A,3606.0646033081457,3754.851845076211,148.7872417680651,48.19209238871334,3.087378746039076,False,False,False,False,3.087378746039076
baseline,10000020,10,A,3754.851845076211,3884.7341235185936,129.8822784423828,48.19209238871334,2.695095232528261,False,False,False,False,2.695095232528261
baseline,10000021,10,B,3884.7341235185936,4117.111585119669,232.37746160107554,228.74273596704626,1.0158900155612063,True,True,False,True,1.0158900155612063
baseline,11000011,11,A,2100.354769935791,2204.42094236792,104.06617243212895,48.19209238871334,2.1594034887039144,False,False,False,False,2.1594034887039144
baseline,11000012,11,B,2204.42094236792,2433.7654144670423,229.3444720991224,228.74273596704626,1.0026306240044398,True,False,False,True,1.0026306240044398
baseline,11000013,11,B,2433.7654144670423,2662.5081504340897,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,11000014,11,A,2662.5081504340897,2771.113327169699,108.60517673560935,48.19209238871334,2.253589154411665,False,False,False,False,2.253589154411665
baseline,11000015,11,B,2771.113327169699,3000.0029347668683,228.8896075971693,228.74273596704626,1.000642082160564,True,False,False,True,1.000642082160564
baseline,11000016,11,B,3000.0029347668683,3228.7456707339156,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,11000017,11,B,3228.7456707339156,3457.488406700963,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,11000018,11,A,3457.488406700963,3589.5522387529686,132.06383205200564,48.19209238871334,2.740363107432438,False,False,False,False,2.740363107432438
baseline,11000019,11,B,3589.5522387529686,3829.0782904419348,239.52605168896616,228.74273596704626,1.0471416750190197,True,False,False,True,1.0471416750190197
baseline,11000020,11,A,3829.0782904419348,3921.261757185586,92.18346674365102,48.19209238871334,1.9128338732443277,False,False,False,False,1.9128338732443277
baseline,11000021,11,A,3921.261757185586,3989.4142230058983,68.1524658203125,48.19209238871334,1.4141835816258086,True,False,False,True,1.4141835816258086
baseline,11000022,11,A,3989.4142230058983,4039.4576931985403,50.04347019264196,48.19209238871334,1.0384166304503977,True,True,False,True,1.0384166304503977
baseline,12000010,12,B,2024.2665745336844,2253.0093105007318,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,12000011,12,B,2253.0093105007318,2481.752046467779,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,12000012,12,A,2481.752046467779,2575.7062226775115,93.9541762097324,48.19209238871334,1.9495766121110898,False,False,False,False,1.9495766121110898
baseline,12000013,12,B,2575.7062226775115,2807.4500630627667,231.74384038525523,228.74273596704626,1.0131199987860655,True,False,False,True,1.0131199987860655
baseline,12000014,12,B,2807.4500630627667,3036.192799029814,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,12000015,12,A,3036.192799029814,3084.384891418526,48.1920923887119,48.19209238871334,0.99999999999997,True,False,True,True,1.0
baseline,12000016,12,A,3084.384891418526,3132.576983807238,48.1920923887119,48.19209238871334,0.99999999999997,True,False,True,True,1.0
baseline,12000017,12,B,3132.576983807238,3361.319719774285,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,12000018,12,B,3361.319719774285,3590.0624557413325,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,12000019,12,B,3590.0624557413325,3818.80519170838,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,12000020,12,B,3818.80519170838,4047.547927675427,228.74273596704734,228.74273596704626,1.0000000000000047,True,True,True,True,1.0
baseline,13000011,13,A,2049.0583069230956,2161.0795727390137,112.02126581591801,48.19209238871334,2.3244740010947016,False,False,False,False,2.3244740010947016
baseline,13000012,13,A,2161.0795727390137,2244.061292709717,82.98171997070312,48.19209238871334,1.721894938725208,False,False,False,False,1.721894938725208
baseline,13000013,13,B,2244.061292709717,2472.804028676764,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,13000014,13,B,2472.804028676764,2701.5467646438115,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,13000015,13,B,2701.5467646438115,2930.289500610859,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,13000016,13,B,2930.289500610859,3159.032236577906,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,13000017,13,B,3159.032236577906,3387.7749725449535,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,13000018,13,B,3387.7749725449535,3616.517708512001,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,13000019,13,A,3616.517708512001,3762.7616198564842,146.24391134448342,48.19209238871334,3.0346038965250233,False,False,False,False,3.0346038965250233
baseline,13000020,13,B,3762.7616198564842,4003.2242560181066,240.4626361616224,228.74273596704626,1.0512361633912806,True,True,False,True,1.0512361633912806
baseline,14000011,14,B,2052.47358927686,2281.2163252439072,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,14000012,14,A,2281.2163252439072,2329.408417632619,48.1920923887119,48.19209238871334,0.99999999999997,True,False,True,True,1.0
baseline,14000013,14,A,2329.408417632619,2378.622429855246,49.214012222626934,48.19209238871334,1.0212051351842306,True,False,False,True,1.0212051351842306
baseline,14000014,14,B,2378.622429855246,2607.3651658222934,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,14000015,14,A,2607.3651658222934,2720.3732759001678,113.00811007787433,48.19209238871334,2.3449513079108595,False,False,False,False,2.3449513079108595
baseline,14000016,14,B,2720.3732759001678,2956.8654988537824,236.4922229536146,228.74273596704626,1.0338786145658623,True,False,False,True,1.0338786145658623
baseline,14000017,14,B,2956.8654988537824,3185.6082348208297,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,14000018,14,B,3185.6082348208297,3414.350970787877,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,14000019,14,B,3414.350970787877,3643.0937067549244,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,14000020,14,B,3643.0937067549244,3871.8364427219717,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,14000021,14,B,3871.8364427219717,4100.579178689019,228.74273596704688,228.74273596704626,1.0000000000000027,True,True,True,True,1.0
baseline,15000011,15,A,2076.9279614108887,2193.030866684326,116.1029052734375,48.19209238871334,2.4091692125953212,False,False,False,False,2.4091692125953212
baseline,15000012,15,B,2193.030866684326,2426.519473304933,233.4886066206068,228.74273596704626,1.0207476343827777,True,False,False,True,1.0207476343827777
baseline,15000013,15,B,2426.519473304933,2655.2622092719803,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,15000014,15,A,2655.2622092719803,2766.995208883566,111.73299961158591,48.19209238871334,2.3184923931162187,False,False,False,False,2.3184923931162187
baseline,15000015,15,B,2766.995208883566,2997.947652174095,230.95244329052866,228.74273596704626,1.0096602294894328,True,False,False,True,1.0096602294894328
baseline,15000016,15,B,2997.947652174095,3226.690388141142,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,15000017,15,B,3226.690388141142,3455.4331241081895,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,15000018,15,A,3455.4331241081895,3584.5034106279686,129.07028651977907,48.19209238871334,2.6782461628498937,False,False,False,False,2.6782461628498937
baseline,15000019,15,A,3584.5034106279686,3739.02893858207,154.52552795410156,48.19209238871334,3.2064498612700136,False,False,False,False,3.2064498612700136
baseline,15000020,15,B,3739.02893858207,3982.173764685099,243.14482610302866,228.74273596704626,1.0629619562566448,True,False,False,True,1.0629619562566448
baseline,15000021,15,B,3982.173764685099,4210.916500652146,228.74273596704734,228.74273596704626,1.0000000000000047,True,True,True,True,1.0
baseline,16000011,16,B,2045.5977001804204,2284.0025360490736,238.4048358686532,228.74273596704626,1.0422400294407552,True,False,False,True,1.0422400294407552
baseline,16000012,16,B,2284.0025360490736,2512.745272016121,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,16000013,16,A,2512.745272016121,2609.0875703337615,96.3422983176406,48.19209238871334,1.999130843719168,False,False,False,False,1.999130843719168
baseline,16000014,16,A,2609.0875703337615,2728.6019593718474,119.51438903808594,48.19209238871334,2.4799584976326194,False,False,False,False,2.4799584976326194
baseline,16000015,16,A,2728.6019593718474,2801.034498168005,72.43253879615759,48.19209238871334,1.5029963466189196,False,False,False,False,1.5029963466189196
baseline,16000016,16,B,2801.034498168005,3029.7772341350524,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,16000017,16,B,3029.7772341350524,3258.5199701020997,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,16000018,16,A,3258.5199701020997,3353.5824664141014,95.06249631200171,48.19209238871334,1.97257457811202,False,False,False,False,1.97257457811202
baseline,16000019,16,A,3353.5824664141014,3451.5017016435936,97.91923522949219,48.19209238871334,2.0318527454604776,False,False,False,False,2.0318527454604776
baseline,16000020,16,B,3451.5017016435936,3683.8774847778723,232.37578313427866,228.74273596704626,1.0158826777684244,True,False,False,True,1.0158826777684244
baseline,16000021,16,B,3683.8774847778723,3912.6202207449196,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,16000022,16,B,3912.6202207449196,4141.362956711967,228.74273596704734,228.74273596704626,1.0000000000000047,True,True,True,True,1.0
baseline,17000011,17,B,2074.868482651123,2311.3523132707533,236.48383061963023,228.74273596704626,1.033841925601953,True,False,False,True,1.033841925601953
baseline,17000012,17,B,2311.3523132707533,2540.0950492378006,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,17000013,17,B,2540.0950492378006,2768.837785204848,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,17000014,17,B,2768.837785204848,2997.5805211718953,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,17000015,17,B,2997.5805211718953,3226.3232571389426,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,17000016,17,B,3226.3232571389426,3455.06599310599,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,17000017,17,A,3455.06599310599,3579.274986555703,124.20899344971303,48.19209238871334,2.577372911054656,False,False,False,False,2.577372911054656
baseline,17000018,17,A,3579.274986555703,3737.5980456377342,158.32305908203125,48.19209238871334,3.285249741908088,False,False,False,False,3.285249741908088
baseline,17000019,17,A,3737.5980456377342,3875.253303816445,137.65525817871094,48.19209238871334,2.8563868335160727,False,False,False,False,2.8563868335160727
baseline,17000020,17,B,3875.253303816445,4111.121976355021,235.86867253857554,228.74273596704626,1.0311526245474123,True,True,False,True,1.0311526245474123
baseline,18000012,18,A,2199.67304553273,2260.2215594592385,60.54851392650835,48.19209238871334,1.2563993577645303,True,False,False,True,1.2563993577645303
baseline,18000013,18,A,2260.2215594592385,2308.842517470738,48.620958011499624,48.19209238871334,1.008899086998072,True,False,False,True,1.008899086998072
baseline,18000014,18,B,2308.842517470738,2537.5852534377855,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,18000015,18,B,2537.5852534377855,2766.327989404833,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,18000016,18,B,2766.327989404833,2995.07072537188,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,18000017,18,B,2995.07072537188,3223.8134613389275,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,18000018,18,B,3223.8134613389275,3452.556197305975,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,18000019,18,A,3452.556197305975,3577.2155077959374,124.65931048996254,48.19209238871334,2.5867171212337303,False,False,False,False,2.5867171212337303
baseline,18000020,18,A,3577.2155077959374,3736.1679919267967,158.95248413085938,48.19209238871334,3.2983104956050067,False,False,False,False,3.2983104956050067
baseline,18000021,18,B,3736.1679919267967,3978.061521032755,241.89352910595835,228.74273596704626,1.0574916317377907,True,False,False,True,1.0574916317377907
baseline,18000022,18,A,3978.061521032755,4029.632793588428,51.57127255567275,48.19209238871334,1.070118975945332,True,True,False,True,1.070118975945332
baseline,19000011,19,B,2020.3326285835003,2249.0753645505474,228.7427359670471,228.74273596704626,1.0000000000000038,True,False,True,True,1.0
baseline,19000012,19,B,2249.0753645505474,2477.8181005175948,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,19000013,19,B,2477.8181005175948,2706.560836484642,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,19000014,19,B,2706.560836484642,2935.3035724516894,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,19000015,19,B,2935.3035724516894,3164.0463084187368,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,19000016,19,A,3164.0463084187368,3214.2311175371483,50.18480911841152,48.19209238871334,1.0413494544628836,True,False,False,True,1.0413494544628836
baseline,19000017,19,B,3214.2311175371483,3445.032498815958,230.8013812788099,228.74273596704626,1.0089998281390682,True,False,False,True,1.0089998281390682
baseline,19000018,19,B,3445.032498815958,3673.7752347830055,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,19000019,19,B,3673.7752347830055,3902.517970750053,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,19000020,19,B,3902.517970750053,4131.2607067171,228.74273596704734,228.74273596704626,1.0000000000000047,True,True,True,True,1.0
baseline,20000012,20,B,2043.5382214206547,2283.3731110002454,239.8348895795907,228.74273596704626,1.0484918288908742,True,False,False,True,1.0484918288908742
baseline,20000013,20,B,2283.3731110002454,2512.115846967293,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,20000014,20,A,2512.115846967293,2606.7167359831756,94.60088901588279,48.19209238871334,1.9629960918243603,False,False,False,False,1.9629960918243603
baseline,20000015,20,B,2606.7167359831756,2837.3477528821027,230.6310168989271,228.74273596704626,1.0082550421717125,True,False,False,True,1.0082550421717125
baseline,20000016,20,B,2837.3477528821027,3066.09048884915,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,20000017,20,B,3066.09048884915,3294.8332248161973,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,20000018,20,A,3294.8332248161973,3397.244423201211,102.41119838501345,48.19209238871334,2.1250622936014767,False,False,False,False,2.1250622936014767
baseline,20000019,20,B,3397.244423201211,3629.932401159708,232.6879779584974,228.74273596704626,1.017247507225845,True,False,False,True,1.017247507225845
baseline,20000020,20,B,3629.932401159708,3858.6751371267555,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,20000021,20,B,3858.6751371267555,4087.417873093803,228.74273596704734,228.74273596704626,1.0000000000000047,True,True,True,True,1.0
baseline,21000011,21,B,2159.574435463135,2388.3171714301825,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,21000012,21,A,2388.3171714301825,2444.096062667746,55.778891237563585,48.19209238871334,1.157428293165936,True,False,False,True,1.157428293165936
baseline,21000013,21,B,2444.096062667746,2675.0425313244855,230.9464686567394,228.74273596704626,1.009634110042343,True,False,False,True,1.009634110042343
baseline,21000014,21,A,2675.0425313244855,2778.2216340544646,103.17910272997915,48.19209238871334,2.1409965331603624,False,False,False,False,2.1409965331603624
baseline,21000015,21,B,2778.2216340544646,3006.964370021512,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,21000016,21,B,3006.964370021512,3235.7071059885593,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,21000017,21,A,3235.7071059885593,3319.578407576211,83.87130158765149,48.19209238871334,1.7403540172348746,False,False,False,False,1.7403540172348746
baseline,21000018,21,A,3319.578407576211,3422.69837217582,103.11996459960938,48.19209238871334,2.139769399673549,False,False,False,False,2.139769399673549
baseline,21000019,21,A,3422.69837217582,3534.314735701211,111.61636352539062,48.19209238871334,2.3160721602436865,False,False,False,False,2.3160721602436865
baseline,21000020,21,B,3534.314735701211,3774.466016272013,240.1512805708021,228.74273596704626,1.0498750028302513,True,False,False,True,1.0498750028302513
baseline,21000021,21,B,3774.466016272013,4003.2087522390602,228.74273596704734,228.74273596704626,1.0000000000000047,True,True,True,True,1.0
baseline,22000011,22,A,2154.5222504045414,2234.5939007419433,80.07165033740193,48.19209238871334,1.6615101434391097,False,False,False,False,1.6615101434391097
baseline,22000012,22,B,2234.5939007419433,2463.3366367089907,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,22000013,22,B,2463.3366367089907,2692.079372676038,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,22000014,22,B,2692.079372676038,2920.8221086430854,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,22000015,22,B,2920.8221086430854,3149.5648446101327,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,22000016,22,B,3149.5648446101327,3378.30758057718,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,22000017,22,A,3378.30758057718,3464.460304548867,86.15272397168701,48.19209238871334,1.7876941983922678,False,False,False,False,1.7876941983922678
baseline,22000018,22,B,3464.460304548867,3698.440701940958,233.98039739209116,228.74273596704626,1.0228976076678538,True,False,False,True,1.0228976076678538
baseline,22000019,22,A,3698.440701940958,3840.7507403398827,142.31003839892446,48.19209238871334,2.9529748833286535,False,False,False,False,2.9529748833286535
baseline,22000020,22,B,3840.7507403398827,4076.2996649536535,235.54892461377085,228.74273596704626,1.0297547750224738,True,True,False,True,1.0297547750224738
baseline,23000011,23,B,2146.518923139165,2375.2616591062124,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,23000012,23,B,2375.2616591062124,2604.0043950732597,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,23000013,23,A,2604.0043950732597,2713.8943940642303,109.88999899097053,48.19209238871334,2.280249591667593,False,False,False,False,2.280249591667593
baseline,23000014,23,B,2713.8943940642303,2951.8107960949933,237.91640203076304,228.74273596704626,1.0401047317412448,True,False,False,True,1.0401047317412448
baseline,23000015,23,B,2951.8107960949933,3180.5535320620406,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,23000016,23,B,3180.5535320620406,3409.296268029088,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,23000017,23,B,3409.296268029088,3638.0390039961353,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,23000018,23,A,3638.0390039961353,3792.2094805742577,154.17047657812236,48.19209238871334,3.1990824414635566,False,False,False,False,3.1990824414635566
baseline,23000019,23,B,3792.2094805742577,4031.3796973022863,239.17021672802866,228.74273596704626,1.0455860629492717,True,True,False,True,1.0455860629492717
baseline,24000011,24,B,2157.201083412354,2385.9438193794012,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,24000012,24,A,2385.9438193794012,2440.9237604216523,54.979941042251085,48.19209238871334,1.140849843139981,True,False,False,True,1.140849843139981
baseline,24000013,24,B,2440.9237604216523,2672.3611806164777,231.43742019482534,228.74273596704626,1.0117804144310283,True,False,False,True,1.0117804144310283
baseline,24000014,24,B,2672.3611806164777,2901.103916583525,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,24000015,24,A,2901.103916583525,2949.296008972237,48.1920923887119,48.19209238871334,0.99999999999997,True,False,True,True,1.0
baseline,24000016,24,B,2949.296008972237,3178.0387449392842,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,24000017,24,B,3178.0387449392842,3406.7814809063316,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,24000018,24,B,3406.7814809063316,3635.524216873379,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,24000019,24,A,3635.524216873379,3789.351890852578,153.82767397919906,48.19209238871334,3.191969187360409,False,False,False,False,3.191969187360409
baseline,24000020,24,B,3789.351890852578,4029.012219885294,239.66032903271616,228.74273596704626,1.047728698441566,True,True,False,True,1.047728698441566
baseline,25000011,25,B,2144.3826324846195,2373.125368451667,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,25000012,25,B,2373.125368451667,2601.868104418714,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,25000013,25,B,2601.868104418714,2830.6108403857615,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,25000014,25,A,2830.6108403857615,2878.8029327744734,48.1920923887119,48.19209238871334,0.99999999999997,True,False,True,True,1.0
baseline,25000015,25,A,2878.8029327744734,2926.9950251631853,48.1920923887119,48.19209238871334,0.99999999999997,True,False,True,True,1.0
baseline,25000016,25,A,2926.9950251631853,2975.1871175518972,48.1920923887119,48.19209238871334,0.99999999999997,True,False,True,True,1.0
baseline,25000017,25,B,2975.1871175518972,3203.9298535189446,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,25000018,25,A,3203.9298535189446,3277.4891741777733,73.55932065882871,48.19209238871334,1.526377399543175,False,False,False,False,1.526377399543175
baseline,25000019,25,B,3277.4891741777733,3511.7800879272863,234.29091374951304,228.74273596704626,1.0242550993324924,True,False,False,True,1.0242550993324924
baseline,25000020,25,A,3511.7800879272863,3646.2206347490624,134.44054682177602,48.19209238871334,2.789680633440647,False,False,False,False,2.789680633440647
baseline,25000021,25,B,3646.2206347490624,3886.058042028849,239.83740727978648,228.74273596704626,1.048502835580049,True,False,False,True,1.048502835580049
baseline,25000022,25,B,3886.058042028849,4114.800777995896,228.74273596704734,228.74273596704626,1.0000000000000047,True,True,True,True,1.0
baseline,26000010,26,B,2065.2105847019043,2301.388095131105,236.17751042920054,228.74273596704626,1.032502778419269,True,False,False,True,1.032502778419269
baseline,26000011,26,B,2301.388095131105,2530.130831098152,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,26000012,26,B,2530.130831098152,2758.8735670651995,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,26000013,26,B,2758.8735670651995,2987.616303032247,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,26000014,26,B,2987.616303032247,3216.359038999294,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,26000015,26,B,3216.359038999294,3445.1017749663415,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,26000016,26,A,3445.1017749663415,3565.818718245156,120.7169432788146,48.19209238871334,2.5049118495441522,False,False,False,False,2.5049118495441522
baseline,26000017,26,B,3565.818718245156,3807.223813513224,241.40509526806773,228.74273596704626,1.055356334038278,True,False,False,True,1.055356334038278
baseline,26000018,26,A,3807.223813513224,3908.116005232461,100.89219171923696,48.19209238871334,2.093542461394892,False,False,False,False,2.093542461394892
baseline,26000019,26,A,3908.116005232461,3979.4818957353905,71.36589050292969,48.19209238871334,1.480863082833143,True,False,False,True,1.480863082833143
baseline,26000020,26,B,3979.4818957353905,4208.224631702437,228.74273596704688,228.74273596704626,1.0000000000000027,True,True,True,True,1.0
baseline,27000010,27,B,2052.251142563233,2289.365237465089,237.11409490185633,228.74273596704626,1.0365972667915282,True,False,False,True,1.0365972667915282
baseline,27000011,27,B,2289.365237465089,2518.1079734321365,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,27000012,27,A,2518.1079734321365,2612.8842622282928,94.77628879615622,48.19209238871334,1.9666356885212348,False,False,False,False,1.9666356885212348
baseline,27000013,27,B,2612.8842622282928,2844.952046705345,232.0677844770521,228.74273596704626,1.0145361927929588,True,False,False,True,1.0145361927929588
baseline,27000014,27,B,2844.952046705345,3073.694782672392,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,27000015,27,B,3073.694782672392,3302.4375186394395,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,27000016,27,B,3302.4375186394395,3531.180254606487,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,27000017,27,B,3531.180254606487,3759.922990573534,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,True,True,1.0
baseline,27000018,27,A,3759.922990573534,3882.9901965166405,123.06720594310627,48.19209238871334,2.5536804866337115,False,False,False,False,2.5536804866337115
