case,family,kind,tuning_slo_alpha,num_ssu,pressure_ttl_ms,cir_write_threshold_gbps,min_interval_ms,explicit_spill_threshold,target_ratio,required_ratio,background_reserve_fraction,mean_npu_utilization_pct,primary_slo_alpha,sensitivity_slo_alpha,alpha_1p5_equal_npu_slo_pct,alpha_1p5_request_weighted_slo_pct,alpha_2_equal_npu_slo_pct,alpha_2_request_weighted_slo_pct,measurement_request_count,measurement_requests_per_npu_min,measurement_requests_per_npu_median,measurement_requests_per_npu_max,measurement_cohort_fingerprint,input_simulator_fingerprint,source_fingerprint,config_fingerprint,definition_fingerprint,campaign_spec_sha256,all_invariants_passed,source_artifact
baseline,baseline,baseline,,8,0.0,0.0,0.0,,,,,35.172385559006685,2.0,1.5,18.497989640567766,18.19663226507333,24.57639365842491,24.2802824551874,1841,12,14.0,16,45ba2555e3f6be712b2bbf4a1cc14ccbab739aee68718b0c0a50b6efb021dbfd,4fbf085191ee07617ee53eec64ecfac899d84ec78b608ed4e23c7edc6a3240da,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu8.json
layer_once_ttl_0ms,ttl,layer_once,,8,0.0,0.0,0.0,,,,,35.67819166043239,2.0,1.5,48.12757660702581,50.51546391752577,58.5599350538601,61.25881714595768,1843,7,13.0,28,9b8c9b72fe8bc29db6ee1803bd3c4f56da85b425f62f10409f5e15299a4c95af,4fbf085191ee07617ee53eec64ecfac899d84ec78b608ed4e23c7edc6a3240da,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu8.json
layer_once_ttl_2ms,ttl,layer_once,,8,2.0,0.0,0.0,,,,,35.56956194300464,2.0,1.5,48.80134040295812,51.4054054054054,58.62130885463092,61.4054054054054,1850,7,13.0,28,e5f4741fe03d122e4889c2dd06472af853d0385e185f80c18bd1e3edd5b95140,4fbf085191ee07617ee53eec64ecfac899d84ec78b608ed4e23c7edc6a3240da,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu8.json
layer_once_ttl_5ms,ttl,layer_once,,8,5.0,0.0,0.0,,,,,35.67626575157756,2.0,1.5,46.66821626972119,48.974082073434126,57.598801838439684,59.98920086393088,1852,7,13.5,28,7b889b9b9395b948124d07455c44c40c0301ad7b1ee33fad2ceb80677d8ae43c,4fbf085191ee07617ee53eec64ecfac899d84ec78b608ed4e23c7edc6a3240da,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu8.json
adaptive_a1p5_t0_i25ms,adaptive_alpha_a1p5,adaptive,1.5,8,0.0,0.0,25.0,0.75,0.6866666666666666,0.6666666666666666,0.05,34.21962386558297,2.0,1.5,72.91227108222608,77.76572668112797,79.92385148143094,84.32754880694144,1844,2,14.0,36,55ad54238c6b3cbd13499aeeb1736528327689cc68e13765e3ccbd80018c8af8,4fbf085191ee07617ee53eec64ecfac899d84ec78b608ed4e23c7edc6a3240da,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu8.json
adaptive_a1p5_t0_i100ms,adaptive_alpha_a1p5,adaptive,1.5,8,0.0,0.0,100.0,0.75,0.6866666666666666,0.6666666666666666,0.05,35.50715213181056,2.0,1.5,61.13311704583298,65.08972267536704,73.48687583418602,78.5753126699293,1839,2,14.0,34,ef923fbd7bfcc3b988139983b59cecb4a8dd129e24842940aaa877c57e2e8fa0,4fbf085191ee07617ee53eec64ecfac899d84ec78b608ed4e23c7edc6a3240da,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu8.json
adaptive_a1p5_t0_i200ms,adaptive_alpha_a1p5,adaptive,1.5,8,0.0,0.0,200.0,0.75,0.6866666666666666,0.6666666666666666,0.05,36.320185397691226,2.0,1.5,55.48719575486514,58.69918699186992,68.5020451722984,71.92411924119241,1845,3,14.0,31,f8e411bcbfcf86bfdaad732e6d213a0f33b223e6a20f1406fea8e99158214f3d,4fbf085191ee07617ee53eec64ecfac899d84ec78b608ed4e23c7edc6a3240da,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu8.json
adaptive_a2_t0_i25ms,adaptive_alpha_a2,adaptive,2.0,8,0.0,0.0,25.0,0.75,0.52,0.5,0.05,35.179275153959736,2.0,1.5,28.07175891274628,29.446534121440088,76.69571144436146,79.31219774314884,1861,2,14.0,35,cab12ef78bf3df6a86f347bbd854af3f410e521d71e0ffbf63159a1cbf793e32,4fbf085191ee07617ee53eec64ecfac899d84ec78b608ed4e23c7edc6a3240da,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu8.json
adaptive_a2_t0_i100ms,adaptive_alpha_a2,adaptive,2.0,8,0.0,0.0,100.0,0.75,0.52,0.5,0.05,34.84910615030577,2.0,1.5,28.23862596704997,29.354313619099294,68.4858490085827,71.67661421595226,1843,3,14.0,35,1baa44d5b106b7b655071b00028288804185ee24a11e05bc63afd200f7401347,4fbf085191ee07617ee53eec64ecfac899d84ec78b608ed4e23c7edc6a3240da,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu8.json
adaptive_a2_t0_i200ms,adaptive_alpha_a2,adaptive,2.0,8,0.0,0.0,200.0,0.75,0.52,0.5,0.05,35.23616543690774,2.0,1.5,28.67916372656538,30.184581976112923,60.00728087962683,61.997828447339856,1842,2,15.0,29,3dce9d9e98c2eb0bfe120b78c1da8caff77f3f647114874ecc127397e2f0c322,4fbf085191ee07617ee53eec64ecfac899d84ec78b608ed4e23c7edc6a3240da,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu8.json
baseline,baseline,baseline,,12,0.0,0.0,0.0,,,,,55.24740081613619,2.0,1.5,32.78747938248081,32.22497347010966,37.33275910199011,36.78811460912628,2827,17,22.0,27,d685173b1ebe0d6a7e24a0e6ad0ed4e3315d2fd4605b2cc4a38f4fa1ece6e7ca,2da309ca63efdfa2fb2dead0faac6ade3eea618eb098be1004a7dfac5328e787,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu12.json
layer_once_ttl_0ms,ttl,layer_once,,12,0.0,0.0,0.0,,,,,55.436654982901764,2.0,1.5,58.54258059338919,59.64298214910746,69.87783297355051,71.08855442772139,2857,12,22.0,34,f657566cf2aeb33dbbf6139710b077c6148e1bf28b8147777c75889c37afdc86,2da309ca63efdfa2fb2dead0faac6ade3eea618eb098be1004a7dfac5328e787,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu12.json
layer_once_ttl_2ms,ttl,layer_once,,12,2.0,0.0,0.0,,,,,55.52089789476867,2.0,1.5,58.59851838037494,59.67798389919496,68.45959872587872,69.54847742387119,2857,12,22.0,36,f2c033e836f702b28098934fc9b438da8192b17f66ce5c12fca0ae4271227118,2da309ca63efdfa2fb2dead0faac6ade3eea618eb098be1004a7dfac5328e787,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu12.json
layer_once_ttl_5ms,ttl,layer_once,,12,5.0,0.0,0.0,,,,,55.54464554198218,2.0,1.5,55.423134498209606,56.49122807017544,66.34896015470036,67.26315789473685,2850,12,22.0,35,1fb1ce7d82885b8414a34290210f654e03dbef9076840929e98749f7d94645fd,2da309ca63efdfa2fb2dead0faac6ade3eea618eb098be1004a7dfac5328e787,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu12.json
adaptive_a1p5_t0_i25ms,adaptive_alpha_a1p5,adaptive,1.5,12,0.0,0.0,25.0,0.75,0.6866666666666666,0.6666666666666666,0.05,55.47511852146331,2.0,1.5,82.75954588713893,84.60997891777934,84.4225803211156,86.19114546732256,2846,8,22.0,45,5ee24a34e27e331fc8e1d8e029840a279dedde1b0d3a1a2c133b64d50b8e1508,2da309ca63efdfa2fb2dead0faac6ade3eea618eb098be1004a7dfac5328e787,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu12.json
adaptive_a1p5_t0_i100ms,adaptive_alpha_a1p5,adaptive,1.5,12,0.0,0.0,100.0,0.75,0.6866666666666666,0.6666666666666666,0.05,55.11020910921325,2.0,1.5,69.58918469180759,70.30367231638418,79.37819295297032,80.61440677966102,2832,8,22.0,38,795f4ceae77f86b3d32626f285239c69da95e9d047c963093c179ec04caae3a3,2da309ca63efdfa2fb2dead0faac6ade3eea618eb098be1004a7dfac5328e787,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu12.json
adaptive_a1p5_t0_i200ms,adaptive_alpha_a1p5,adaptive,1.5,12,0.0,0.0,200.0,0.75,0.6866666666666666,0.6666666666666666,0.05,55.44838010305634,2.0,1.5,60.15740795450475,60.64814814814815,71.03706221912302,71.86609686609687,2808,11,22.0,37,965d9774694fbd79055c43925b4b6c3d5628168deae9b0fff8f8c7f20fe6b5e6,2da309ca63efdfa2fb2dead0faac6ade3eea618eb098be1004a7dfac5328e787,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu12.json
adaptive_a2_t0_i25ms,adaptive_alpha_a2,adaptive,2.0,12,0.0,0.0,25.0,0.75,0.52,0.5,0.05,55.336203639051554,2.0,1.5,21.01817016969484,20.956399437412095,86.0045444978129,86.0056258790436,2844,10,22.0,36,1058ce4f0bf70c228715a1e72ebdb6e63f483055ff7ad3f60bbf215cb838859e,2da309ca63efdfa2fb2dead0faac6ade3eea618eb098be1004a7dfac5328e787,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu12.json
adaptive_a2_t0_i100ms,adaptive_alpha_a2,adaptive,2.0,12,0.0,0.0,100.0,0.75,0.52,0.5,0.05,55.13872600780718,2.0,1.5,31.299686385879216,30.84541917226742,74.83334001376166,74.9557835160948,2827,11,22.0,35,2bab622ee95a4df97480244a3631443df6cb444077ba0548cf48eeff3b6a691c,2da309ca63efdfa2fb2dead0faac6ade3eea618eb098be1004a7dfac5328e787,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu12.json
adaptive_a2_t0_i200ms,adaptive_alpha_a2,adaptive,2.0,12,0.0,0.0,200.0,0.75,0.52,0.5,0.05,55.18669592229462,2.0,1.5,39.572945779350746,39.41218130311614,65.3261757647838,65.40368271954674,2824,11,22.0,41,f7921144ff23d18c2378edf6f79227176c071042ce4fc0bc6f6697dba4fd06dc,2da309ca63efdfa2fb2dead0faac6ade3eea618eb098be1004a7dfac5328e787,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu12.json
baseline,baseline,baseline,,16,0.0,0.0,0.0,,,,,73.75564199219782,2.0,1.5,45.21257544214225,44.44444444444444,50.99565187452749,50.291005291005284,3780,20,29.0,40,a7dd42ee95b491f6e41230cddd0209450b675bb29b2a8f11c589bcfd1e0d2816,46a00007ccbb57ac12218004fec0acf162d69f098b9a6d9502d952fa390cbb52,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu16.json
layer_once_ttl_0ms,ttl,layer_once,,16,0.0,0.0,0.0,,,,,74.00637565495508,2.0,1.5,66.44683238993662,66.71945104249141,79.49885078144978,79.70440749538137,3789,17,30.0,46,2b0137af7707a500f9ad27b1aa922f440ba14c36ef684344d5910cf23a633711,46a00007ccbb57ac12218004fec0acf162d69f098b9a6d9502d952fa390cbb52,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu16.json
layer_once_ttl_2ms,ttl,layer_once,,16,2.0,0.0,0.0,,,,,74.00752045171072,2.0,1.5,66.2868740680615,66.45519429024583,77.84163667913514,78.03330689928629,3783,17,29.0,46,a0ac010326d97f95b380c1603aabe059f14e2962f38e310dc45a1581a195b45e,46a00007ccbb57ac12218004fec0acf162d69f098b9a6d9502d952fa390cbb52,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu16.json
layer_once_ttl_5ms,ttl,layer_once,,16,5.0,0.0,0.0,,,,,73.86216852126746,2.0,1.5,64.57984407646767,64.64059196617336,75.33954801849328,75.42283298097252,3784,17,29.0,46,efd056a7551da2b633013cbd44646685f2745b5844454add4d36a5603d275e7d,46a00007ccbb57ac12218004fec0acf162d69f098b9a6d9502d952fa390cbb52,6c9cfe0b06839feba3da38c44199fdf539736232357b59602297cf8d7b8948dc,adab67e8cdd1d60634f3eeeeeb7652de5a2f1e6e41ab34a2484c425260960dbd,d2535e6b4860ed6e1a574236ae3caa85476d6ee9f35350dd9668ed2cd0525266,1069ea307a9680e1ff236314577a84d7d8004a1f5794ad274bfb5345afcd8d28,True,results/ms_scale_control/selected128_alpha_tuned_v2_public_raw/selected128_seed42_ssu16.json
