candidate,policy,window,start_ms,end_ms,U_percent,SLO1p5_percent,SLO1p5_passed,SLO1p5_count,strict_underload,max_disk_demand_GiB_s,all_npus_active,both_roles_npus,internal_stall_card_ms,cross_request_L0_stall_card_ms,initial_L0_stall_card_ms,exposed_stall_loss_pp,inactive_time_loss_pp,SSU0_max_demand_GiB_s,SSU0_overload_percent,SSU0_at_or_above_40_percent,SSU0_supply_GiB_s,SSU1_max_demand_GiB_s,SSU1_overload_percent,SSU1_at_or_above_40_percent,SSU1_supply_GiB_s,SSU2_max_demand_GiB_s,SSU2_overload_percent,SSU2_at_or_above_40_percent,SSU2_supply_GiB_s
native_phase_lock_a102,once,12-16s,12000.0,16000.0,99.24457541615315,100.0,1803,1803,False,44.18587921595933,True,32,390.88464911961273,576.0588182043448,0.0,0.7554245838468419,0.0,40.616211882447374,0.24595335436788446,0.24595335436788446,31.876245102498977,44.18587921595933,3.702391892863852,3.702391892863852,34.7548156591396,42.73814384678071,2.9771307399531906,2.9771307399531906,33.25116117915913
native_phase_lock_a102,once,full,0.0,20056.27546230586,92.75482322249387,99.97288503253796,7374,7376,False,47.5439158589496,False,32,1368.39725774761,2610.261309300195,1857.6404528076166,0.9093629807451462,6.335813796760976,43.23287038978073,0.3930083187415738,0.3930083187415738,28.457488120154988,47.5439158589496,1.6522677648981503,1.6522677648981503,30.99959059165811,45.50476675937257,1.2345763391019369,1.2345763391019369,29.677857987169965
native_phase_lock_a101_b0995,od_baseline,2-4s,2000.0,4000.0,94.05798732445932,73.75296912114014,621,842,True,37.752890830583375,True,32,3114.7878944776894,688.1002178683457,0.0,5.94201267554068,0.0,36.038960709998,0.0,0.0,30.496231079101562,37.752890830583375,0.0,0.0,33.03990884977373,36.83291590809113,0.0,0.0,31.528029882488568
native_phase_lock_a101_b0995,od_baseline,2-6s,2000.0,6000.0,96.05275520437569,86.70276774969916,1441,1662,True,37.752890830583375,True,32,3890.6884159776073,1161.7849224215242,0.0,3.9472447956243215,0.0,36.038960709998,0.0,0.0,30.56637319325305,37.752890830583375,0.0,0.0,33.28375044815331,37.03164326459872,0.0,0.0,31.828184041903313
native_phase_lock_a101_b0995,od_baseline,4-8s,4000.0,8000.0,98.28915052666973,99.76608187134502,1706,1710,True,37.752890830583375,True,32,1262.0099705479352,927.8773553148021,0.0,1.7108494733302635,0.0,35.90923155454163,0.0,0.0,31.31637191772461,37.752890830583375,0.0,0.0,34.17862118719113,37.03164326459872,0.0,0.0,32.70291417937864
native_phase_lock_a101_b0995,od_baseline,8-12s,8000.0,12000.0,99.37819127020047,100.0,1743,1743,True,37.752890830583375,True,32,110.80107815337306,685.1140959900167,0.0,0.6218087297995233,0.0,35.63186114877675,0.0,0.0,31.489964191216696,37.752890830583375,0.0,0.0,34.30976700295397,36.83715537481986,0.0,0.0,32.81813296758389
native_phase_lock_a101_b0995,od_baseline,12-16s,12000.0,16000.0,99.48214003186308,100.0,1763,1763,True,37.752890830583375,True,32,28.32154992611322,634.539209289158,0.0,0.5178599681369306,0.0,35.80716518554916,0.0,0.0,31.732299144964944,37.752890830583375,0.0,0.0,34.59700179587415,36.99804506098601,0.0,0.0,33.11191692865634
native_phase_lock_a101_b0995,od_baseline,full,0.0,19967.107979650813,92.6250286299358,94.78036876355749,6991,7376,True,37.752890830583375,False,32,6837.600519787944,3710.588352232161,1800.2998308593744,1.9326297647023205,5.442341605361803,36.038960709998,0.0,0.0,28.58457125011784,37.752890830583375,0.0,0.0,31.138026035549743,37.03164326459872,0.0,0.0,29.810390945373367
native_phase_lock_a101_b0995,once,2-4s,2000.0,4000.0,99.49781452172067,100.0,884,884,True,37.752890830583375,True,32,107.254450721897,214.14425537687384,0.0,0.5021854782793295,0.0,35.77600465483939,0.0,0.0,31.94387203751277,37.752890830583375,0.0,0.0,34.651490750891675,36.92056792647734,0.0,0.0,33.127694669348706
native_phase_lock_a101_b0995,once,2-6s,2000.0,6000.0,99.45522934145464,100.0,1677,1677,True,37.752890830583375,True,32,195.515481321994,501.7909616160632,0.0,0.5447706585453571,0.0,35.77600465483939,0.0,0.0,31.28922585888198,37.752890830583375,0.0,0.0,34.05622033520035,36.94399124621252,0.0,0.0,32.57904366894058
native_phase_lock_a101_b0995,once,4-8s,4000.0,8000.0,99.28726811866517,100.0,1687,1687,True,37.752890830583375,True,32,204.12962724861336,708.1671808599713,0.0,0.7127318813348318,0.0,35.73392751776922,0.0,0.0,31.27820463000179,37.752890830583375,0.0,0.0,34.14041013537289,36.94399124621252,0.0,0.0,32.66642255602718
native_phase_lock_a101_b0995,once,8-12s,8000.0,12000.0,99.42791294737071,100.0,1767,1767,True,37.752890830583375,True,32,157.04135215397218,575.2300752115125,0.0,0.5720870526292849,0.0,36.071923034533555,0.0,0.0,31.75963104868945,37.752890830583375,0.0,0.0,34.586988356502836,36.97578765599945,0.0,0.0,33.08150757456838
native_phase_lock_a101_b0995,once,12-16s,12000.0,16000.0,99.48279122141794,100.0,1775,1775,True,37.752890830583375,True,32,309.7357080955717,352.2915284894716,0.0,0.517208778582065,0.0,35.89481720393536,0.0,0.0,31.91990070298698,37.752890830583375,0.0,0.0,34.79522456121955,36.94515716096114,0.0,0.0,33.292634772811205
native_phase_lock_a101_b0995,once,full,0.0,19804.134617441698,93.38726402330884,100.0,7376,7376,True,37.752890830583375,False,32,906.9212896125068,2211.8746076586895,1857.6404528076166,0.7852584268085135,5.82747754988265,36.071923034533555,0.0,0.0,28.81980110357656,37.752890830583375,0.0,0.0,31.39426893096509,36.97578765599945,0.0,0.0,30.05570838715934
