policy,role,ratio,cdf_percent,count
fifo,all,1.0182656741976281,36.224489795918366,392
fifo,all,1.0192986035669287,36.47959183673469,392
fifo,all,1.0196394591977596,36.734693877551024,392
fifo,all,1.019862534443982,36.98979591836735,392
fifo,all,1.0200689788632074,37.244897959183675,392
fifo,all,1.0205028985173252,37.5,392
fifo,all,1.0210973022110104,37.755102040816325,392
fifo,all,1.0212139658880885,38.01020408163265,392
fifo,all,1.0214122727337434,38.265306122448976,392
fifo,all,1.0215363565478945,38.52040816326531,392
fifo,all,1.023233987431034,38.775510204081634,392
fifo,all,1.0250717131887535,39.03061224489796,392
fifo,all,1.02649085094643,39.285714285714285,392
fifo,all,1.0266692824480503,39.54081632653061,392
fifo,all,1.026711272095764,39.795918367346935,392
fifo,all,1.0290506669222805,40.05102040816327,392
fifo,all,1.0302973629972085,40.30612244897959,392
fifo,all,1.0322756554289245,40.56122448979592,392
fifo,all,1.0346558359533922,40.816326530612244,392
fifo,all,1.036359293435823,41.07142857142857,392
fifo,all,1.0388658779269215,41.326530612244895,392
fifo,all,1.040226886372795,41.58163265306123,392
fifo,all,1.0406229881500257,41.83673469387755,392
fifo,all,1.0406360809440103,42.09183673469388,392
fifo,all,1.0414714344481708,42.3469387755102,392
fifo,all,1.0435301188486732,42.60204081632653,392
fifo,all,1.0453528246143442,42.857142857142854,392
fifo,all,1.0454797607254276,43.11224489795919,392
fifo,all,1.0464656599306634,43.36734693877551,392
fifo,all,1.0467370970822611,43.62244897959184,392
fifo,all,1.0473352161205338,43.87755102040816,392
fifo,all,1.0482232152563886,44.13265306122449,392
fifo,all,1.048450275663107,44.38775510204081,392
fifo,all,1.0517764554981555,44.642857142857146,392
fifo,all,1.052112212857254,44.89795918367347,392
fifo,all,1.0544296753213775,45.1530612244898,392
fifo,all,1.0555040001599574,45.40816326530612,392
fifo,all,1.0564045290171102,45.66326530612245,392
fifo,all,1.0568648120084083,45.91836734693877,392
fifo,all,1.0580797502087609,46.173469387755105,392
fifo,all,1.0582347566985282,46.42857142857143,392
fifo,all,1.0592547485869497,46.683673469387756,392
fifo,all,1.0623417075877297,46.93877551020408,392
fifo,all,1.0623860508690548,47.19387755102041,392
fifo,all,1.0628218076778428,47.44897959183673,392
fifo,all,1.0641248027031716,47.704081632653065,392
fifo,all,1.0659848149114317,47.95918367346939,392
fifo,all,1.0668706840350797,48.214285714285715,392
fifo,all,1.0674374193671916,48.46938775510204,392
fifo,all,1.0677070042000887,48.724489795918366,392
fifo,all,1.0700160873759925,48.97959183673469,392
fifo,all,1.070550331770243,49.234693877551024,392
fifo,all,1.070827323098444,49.48979591836735,392
fifo,all,1.0708357310350318,49.744897959183675,392
fifo,all,1.07166371538596,50.0,392
fifo,all,1.0719122909582735,50.255102040816325,392
fifo,all,1.07538827063356,50.51020408163265,392
fifo,all,1.077229082146246,50.765306122448976,392
fifo,all,1.077630512952198,51.02040816326531,392
fifo,all,1.0776399799228094,51.275510204081634,392
fifo,all,1.0776499169593756,51.53061224489796,392
fifo,all,1.0778323880852663,51.785714285714285,392
fifo,all,1.0791973294541837,52.04081632653061,392
fifo,all,1.0795343471498873,52.295918367346935,392
fifo,all,1.080127794626235,52.55102040816327,392
fifo,all,1.0801371923106444,52.80612244897959,392
fifo,all,1.0810338408199758,53.06122448979592,392
fifo,all,1.0833294706861998,53.316326530612244,392
fifo,all,1.086298299353895,53.57142857142857,392
fifo,all,1.0863542976014362,53.826530612244895,392
fifo,all,1.0877938292868128,54.08163265306123,392
fifo,all,1.0900777414447251,54.33673469387755,392
fifo,all,1.0920957753042975,54.59183673469388,392
fifo,all,1.0923034581672277,54.8469387755102,392
fifo,all,1.0926086422050343,55.10204081632653,392
fifo,all,1.092753656501082,55.357142857142854,392
fifo,all,1.0937669962659284,55.61224489795919,392
fifo,all,1.093848992590813,55.86734693877551,392
fifo,all,1.0976932043095342,56.12244897959184,392
fifo,all,1.1025158029872955,56.37755102040816,392
fifo,all,1.102805568081891,56.63265306122449,392
fifo,all,1.1041365433758386,56.88775510204081,392
fifo,all,1.105476060850282,57.142857142857146,392
fifo,all,1.1067182658252601,57.39795918367347,392
fifo,all,1.107968751622865,57.6530612244898,392
fifo,all,1.110801774996265,57.90816326530612,392
fifo,all,1.1119310015521078,58.16326530612245,392
fifo,all,1.1133595347357343,58.41836734693877,392
fifo,all,1.1153572030966308,58.673469387755105,392
fifo,all,1.115830282539695,58.92857142857143,392
