case,label,block,start_s,end_s,duration_ms,npu_utilization_pct,ssd_mean_utilization_pct,npu_link_mean_utilization_pct,compute_busy_npu_ms,ssd_busy_ssu_ms,ssd_served_gb,npu_link_busy_npu_ms,npu_link_served_gb,admitted_request_count,admitted_compute_ms,admitted_io_gb,admitted_compute_ms_per_io_gb,admitted_io_per_compute_gbps,admitted_mean_raw_demand_gbps,inferred_compute_inventory_drop_ms,request_weighted_slo_alpha2_pct,ssd_outstanding_blocks_start,ssd_outstanding_blocks_end,ssd_outstanding_blocks_delta,ssd_outstanding_gb_start,ssd_outstanding_gb_end,ssd_outstanding_gb_delta,npu_link_outstanding_blocks_start,npu_link_outstanding_blocks_end,npu_link_outstanding_blocks_delta,npu_link_outstanding_gb_start,npu_link_outstanding_gb_end,npu_link_outstanding_gb_delta,active_remaining_compute_inventory_supported,active_remaining_compute_ms
baseline,Baseline,53,26.5,27.0,500.0,83.34299896362063,94.77490808864239,9.474337261865822,13334.879834179152,1895.498161772848,75.81992647091397,1515.8939618985314,75.79469809492653,33,18626.30093134709,90.6492919921875,205.47651859158896,4.866736145104876,27.597231464158632,-5291.421097167939,57.57575757575758,3932,5944,2012,0.6597614248184283,0.9971606985334102,0.33739927371498196,19,168,149,0.0029179922381476404,0.02792204574907691,0.025004053510929273,False,
baseline,Baseline,54,27.0,27.5,500.0,85.42135378293214,93.17162465516338,9.315082146870054,13667.416605268878,1863.432493103268,74.53729972413066,1490.4131434992087,74.5206571749604,31,14349.96764245704,65.9691162109375,217.52554023268627,4.597161321517941,21.27950866602424,-682.5510371881628,67.74193548387096,5944,5807,-137,0.9971606985334102,0.9740516482308186,-0.023109050302591666,168,266,98,0.02792204574907691,0.04445053973395582,0.016528493984878902,False,
baseline,Baseline,55,27.5,28.0,500.0,89.36266350262136,97.41079301164316,9.743286528938915,14298.026160419013,1948.2158602328636,77.92863440931478,1558.9258446302265,77.94629223151139,29,8921.106011940854,73.6793212890625,121.0801871659636,8.25898954574053,28.77411889139336,5376.920148478159,58.620689655172406,5807,6368,561,0.9740516482308186,1.0686945216311168,0.09464287340029842,266,164,-102,0.04445053973395582,0.027273603632787472,-0.017176936101168345,False,
baseline,Baseline,56,28.0,28.5,500.0,78.91615572279484,94.61355597531875,9.45636980064419,12626.58491564721,1892.2711195063748,75.69084478025502,1513.0191681030701,75.65095840515346,28,8294.891980474913,76.299072265625,108.71550248471381,9.198320176468,32.91558708849891,4331.692935172297,42.857142857142854,6368,7306,938,1.0686945216311168,1.2257501320011241,0.15705561037000734,164,401,237,0.027273603632787472,0.06694325023709428,0.03966964660430682,False,
baseline,Baseline,57,28.5,29.0,500.0,74.61135115038924,95.60872851898894,9.565126587076202,11937.816184061867,1912.1745703797787,76.48698281519091,1530.4202539321923,76.52101269660966,34,15683.885133502958,89.50927734375,175.22077709633177,5.707085749598213,29.764029800316845,-3746.068949441091,50.0,7306,6158,-1148,1.2257501320011241,1.033055952063881,-0.19269417993724347,401,198,-203,0.06694325023709428,0.03282325382279281,-0.034119996414301496,False,
baseline,Baseline,58,29.0,29.5,500.0,73.06081740858403,95.25020153840742,9.528433459988628,11689.730785373391,1905.0040307681484,76.20016123072605,1524.5493535981805,76.22746767990898,24,13000.754952502859,62.4886474609375,208.04986954838168,4.806539903969762,22.90813559636631,-1311.024167129468,54.166666666666664,6158,3378,-2780,1.033055952063881,0.5667432931152898,-0.466312658948591,198,35,-163,0.03282325382279281,0.005650068542676126,-0.027173185280116686,False,
baseline,Baseline,59,29.5,30.0,500.0,80.08621464887692,95.22483482260941,9.52135210024744,12813.794343820435,1904.4966964521882,76.17986785808762,1523.4163360395905,76.1708168019795,30,12266.475493453258,76.7515869140625,159.8204804180509,6.25702036049602,25.482026746044312,547.3188503671772,53.333333333333336,3378,9741,6363,0.5667432931152898,1.634533210906669,1.067789917791379,35,89,54,0.005650068542676126,0.014650466270180795,0.009000397727504668,False,
baseline,Baseline,60,30.0,30.5,500.0,78.56272972133512,95.20095582067079,9.518194133116685,12570.036755413435,1904.0191164134158,76.16076465653646,1522.9110612986697,76.14555306493352,27,13732.461218167982,81.095458984375,169.33699358941755,5.905384162096601,22.77336999433136,-1162.4244627545468,48.148148148148145,9741,9774,33,1.634533210906669,1.6403258663817575,0.005792655475088587,89,180,91,0.014650466270180795,0.02994792623904134,0.015297459968860543,False,
baseline,Baseline,61,30.5,31.0,500.0,71.46590673148867,94.5805351885374,9.460593703147879,11434.545077038125,1891.610703770748,75.66442815082996,1513.6949925036606,75.68474962518303,29,10479.96671482555,75.450439453125,138.8986835701126,7.199492279530674,34.73512760185279,954.5783622125746,44.827586206896555,9774,6037,-3737,1.6403258663817575,1.0127629499268402,-0.6275629164549174,180,58,-122,0.02994792623904134,0.00955834744272942,-0.020389578796311918,False,
baseline,Baseline,62,31.0,31.5,500.0,71.29042151809645,93.66471988431985,9.361365781103496,11406.467442895591,1873.2943976863971,74.93177590745586,1497.8185249765593,74.89092624882798,25,5691.431697131261,64.7230224609375,87.93519648385131,11.372010753210098,34.094263091612916,5715.03574576433,36.0,6037,6938,901,1.0127629499268402,1.1640940370998614,0.15133108717302102,58,301,243,0.00955834744272942,0.05034138816554699,0.04078304072281757,False,
baseline,Baseline,63,31.5,32.0,500.0,63.78805918692188,95.43991773317684,9.547260107579861,10206.089469907383,1908.7983546635369,76.35193418654148,1527.5616172127775,76.37808086063887,32,13631.580165446412,86.5216064453125,157.55116814737474,6.347144307204319,26.3960380205133,-3425.490695539029,40.625,6938,6985,47,1.1640940370998614,1.1718247675505733,0.007730730450712285,301,144,-157,0.05034138816554699,0.024120573913391247,-0.026220814252155746,False,
adaptive_t0_i100ms,Adaptive 100 ms,0,0.0,0.5,500.0,78.56238009485665,95.54724355169793,9.545171824196018,12569.980815177041,1910.9448710339584,76.43779484135831,1527.2274918713629,76.36137459356814,32,23611.89554725544,84.7947998046875,278.4592404444849,3.5911898574591032,31.16453800835753,-11041.9147320784,71.875,7824,3965,-3859,1.313002289261642,0.6651168106962745,-0.6478854785653675,4,459,455,0.0005420607335515448,0.07688109021228294,0.07633902947873142,False,
adaptive_t0_i100ms,Adaptive 100 ms,1,0.5,1.0,500.0,97.19121348210685,88.94861711918503,8.904416079751172,15550.594157137099,1778.9723423837004,71.15889369534801,1424.7065727601876,71.23532863800938,27,8781.159927702663,59.3304443359375,148.00428390494557,6.756561186041352,28.220252235244242,6769.434229434435,88.88888888888889,3965,5319,1354,0.6651168106962745,0.892590913199822,0.22747410250354747,459,4,-455,0.07688109021228294,0.0005719224177490364,-0.07630916779453392,False,
adaptive_t0_i100ms,Adaptive 100 ms,2,1.0,1.5,500.0,88.01960313576028,95.663423581578,9.564195219425756,14083.13650172165,1913.2684716315598,76.53073886526238,1530.271235108121,76.51356175540603,26,12263.679167612388,72.840087890625,168.36442023556103,5.939497184742987,27.933167861915592,1819.4573341092619,92.3076923076923,5319,4724,-595,0.892590913199822,0.7926839571171173,-0.0999069560827047,4,107,103,0.0005719224177490364,0.01771085060545453,0.01713892818770549,False,
adaptive_t0_i100ms,Adaptive 100 ms,3,1.5,2.0,500.0,69.92541928924754,94.81805977239246,9.479239113048095,11188.067086279607,1896.3611954478492,75.85444781791398,1516.6782580876952,75.83391290438477,26,11188.946089925179,80.6966552734375,138.6543971619625,7.212176609385837,32.35910206256332,-0.8790036455720838,69.23076923076923,4724,5563,839,0.7926839571171173,0.9334219912539291,0.14073803413681185,107,229,122,0.01771085060545453,0.0383282806933502,0.02061743008789567,False,
adaptive_t0_i100ms,Adaptive 100 ms,4,2.0,2.5,500.0,87.94708917891506,93.93443645324214,9.398154392324193,14071.53426862641,1878.6887290648428,75.14754916259375,1503.7047027718709,75.18523513859354,27,10702.43627660961,73.63232421875,145.3497005583358,6.879959134134247,21.630634686802676,3369.097992016801,92.5925925925926,5563,10307,4744,0.9334219912539291,1.7296975967266217,0.7962756054726927,229,5,-224,0.0383282806933502,0.000569338388869215,-0.037758942304481,False,
adaptive_t0_i100ms,Adaptive 100 ms,5,2.5,3.0,500.0,73.65384688034013,94.2636227776613,9.414654269480002,11784.61550085442,1885.2724555532259,75.41089822212905,1506.3446831168003,75.31723415584001,33,15070.341212283694,85.7978515625,175.6494007464232,5.693159189558825,25.21847978464966,-3285.725711429275,81.81818181818183,10307,3579,-6728,1.7296975967266217,0.6004384737186801,-1.1292591230079414,5,562,557,0.000569338388869215,0.09416281926760436,0.09359348087873517,False,
adaptive_t0_i100ms,Adaptive 100 ms,6,3.0,3.5,500.0,80.63218400899103,96.37325286865234,9.6490592377472,12901.149441438563,1927.4650573730469,77.09860229492188,1543.8494780395522,77.19247390197762,27,10195.52116044918,67.442138671875,151.17434531626083,6.614878985637231,29.67548920520732,2705.6282809893837,81.48148148148148,3579,11333,7754,0.6004384737186801,1.9015935640507116,1.3011550903320312,562,2,-560,0.09416281926760436,0.0001309949267133591,-0.09403182434089104,False,
adaptive_t0_i100ms,Adaptive 100 ms,7,3.5,4.0,500.0,68.74956128902453,95.89268684387207,9.58522754737853,10999.929806243925,1917.8537368774414,76.71414947509766,1533.636407580565,76.68182037902824,30,8102.33340519568,82.2462158203125,98.5131452478891,10.150929578826208,38.498772946017,2897.596401048245,70.0,11333,4329,-7004,1.9015935640507116,0.7265065889530553,-1.175086975097656,2,196,194,0.0001309949267133591,0.032803413750026315,0.03267241882331296,False,
adaptive_t0_i100ms,Adaptive 100 ms,8,4.0,4.5,500.0,65.54309107013182,95.52177461404992,9.550518886091218,10486.894571221092,1910.435492280998,76.41741969123996,1528.0830217745952,76.40415108872978,27,17371.12292973641,80.2589111328125,216.43855722127435,4.620248872651915,21.63497900294122,-6884.22835851532,81.48148148148148,4329,4992,663,0.7265065889530553,0.8376055744709477,0.11109898551789237,196,275,79,0.032803413750026315,0.04597257648511099,0.013169162735084687,False,
adaptive_t0_i100ms,Adaptive 100 ms,9,4.5,5.0,500.0,76.31099942600919,95.57353941182902,9.563050976468594,12209.759908161472,1911.4707882365801,76.45883152946317,1530.088156234975,76.50440781174873,29,10595.489375550527,76.744873046875,138.06120141835285,7.243164551131216,24.633549474755704,1614.2705326109444,79.3103448275862,4992,8570,3578,0.8376055744709477,1.437856076257743,0.6002505017867953,275,1,-274,0.04597257648511099,7.452724640751913e-06,-0.045965123760470246,False,
adaptive_t0_i100ms,Adaptive 100 ms,10,5.0,5.5,500.0,80.9770120095782,95.45146086402238,9.543321985290323,12956.321921532512,1909.0292172804475,76.36116869121793,1526.9315176464515,76.34657588232258,26,12841.676453443555,71.0595703125,180.71705749091186,5.533511965522621,26.49481582120514,114.64546808895648,80.76923076923077,8570,9982,1412,1.437856076257743,1.6751142038875,0.23725812762975695,1,91,90,7.452724640751913e-06,0.014942800870631916,0.014935348145991165,False,
adaptive_t0_i100ms,Adaptive 100 ms,11,5.5,6.0,500.0,85.69921857625312,93.69208415046259,9.371012615386395,13711.874972200634,1873.841683009252,74.95366732037019,1499.3620184618233,74.96810092309117,27,9134.14166358692,70.8514404296875,128.91963251829128,7.756770481471228,26.443436504474217,4577.733308613715,81.48148148148148,9982,9449,-533,1.6751142038875,1.5855978844940575,-0.08951631939344232,91,4,-87,0.014942800870631916,0.0003712356896368315,-0.014571565180995085,False,
adaptive_t0_i100ms,Adaptive 100 ms,12,6.0,6.5,500.0,72.66375320264972,95.04582227982608,9.504595696322099,11626.200512424073,1900.916445596522,76.03665782386088,1520.7353114115358,76.03676557057679,27,8533.863056380686,61.23046875,139.37281929400035,7.175000154732807,25.502022099093967,3092.3374560433876,77.77777777777779,9449,6408,-3041,1.5855978844940575,1.0752462129769298,-0.5103516715171278,4,5,1,0.0003712356896368315,0.00033357038628414036,-3.766530335269107e-05,False,
adaptive_t0_i100ms,Adaptive 100 ms,13,6.5,7.0,500.0,75.22298866529654,94.85119819641112,9.479084769446466,12035.67818644748,1897.0239639282227,75.8809585571289,1516.6535631114348,75.83267815557173,40,15502.234490586927,93.33349609375,166.09507989516982,6.020647936297364,28.65129930219887,-3466.556304139447,72.5,6408,4373,-2035,1.0752462129769298,0.7332662325081799,-0.34197998046875,5,290,285,0.00033357038628414036,0.04845375465829528,0.04812018427201114,False,
adaptive_t0_i100ms,Adaptive 100 ms,14,7.0,7.5,500.0,63.704348394263974,96.23970985412589,9.63000273357052,10192.695743082359,1924.7941970825177,76.99176788330067,1540.800437371283,77.04002186856415,30,13741.602182344626,72.4036865234375,189.79147115522065,5.2689406637358935,28.410506294615477,-3548.9064392622677,66.66666666666666,4373,7109,2736,0.7332662325081799,1.19292199422693,0.45965576171875,290,4,-286,0.04845375465829528,0.0004591688089942109,-0.047994585849301066,False,
adaptive_t0_i100ms,Adaptive 100 ms,15,7.5,8.0,500.0,86.18093717228608,95.40362358093262,9.540337927058726,13788.94994756587,1908.0724716186523,76.3228988647461,1526.4540683293963,76.32270341646984,34,14021.207335489155,87.1513671875,160.88338930270044,6.215682080879775,26.809237240775705,-232.2573879232841,82.35294117647058,7109,7422,313,1.19292199422693,1.245465634363649,0.052543640136719055,4,5,1,0.0004591688089942109,0.0005783231399629953,0.00011915433096878438,False,
adaptive_t0_i100ms,Adaptive 100 ms,16,8.0,8.5,500.0,90.6439006174819,89.32599959763758,8.93261735392623,14503.02409879722,1786.5199919527513,71.46079967810988,1429.2187766281968,71.46093883140982,26,9626.19434794828,51.371826171875,187.38275559334545,5.33667037200681,18.740788874741366,4876.8297508489395,92.3076923076923,7422,11076,3654,1.245465634363649,1.858785524124691,0.6133198897610419,5,6,1,0.0005783231399629953,0.0005312153629359421,-4.7107777027053196e-05,False,
adaptive_t0_i100ms,Adaptive 100 ms,17,8.5,9.0,500.0,85.49371638939218,96.69003221381173,9.669013345823213,13678.99462230263,1933.8006442762344,77.35202577104963,1547.0421353317142,77.35210676658575,30,14134.581970749588,80.1044921875,176.45180170002047,5.667269987415969,24.37070174411728,-455.58734844695755,80.0,11076,8969,-2107,1.858785524124691,1.5049973629385969,-0.3537881611860938,6,4,-2,0.0005312153629359421,0.00039893608191170964,-0.00013227928102423243,False,
adaptive_t0_i100ms,Adaptive 100 ms,18,9.0,9.5,500.0,77.25357749122425,95.529709189216,9.546117474367769,12360.572398595907,1910.5941837843202,76.4237673513727,1527.378795898843,76.36893979494211,31,13248.907305467148,84.3973388671875,156.98252436983103,6.370135809793237,26.011846443952894,-888.3349068712414,87.09677419354838,8969,3346,-5623,1.5049973629385969,0.5613783269954769,-0.9436190359431202,4,331,327,0.00039893608191170964,0.055241489772562415,0.0548425536906507,False,
adaptive_t0_i100ms,Adaptive 100 ms,19,9.5,10.0,500.0,71.89553581396997,96.93081855773926,9.699924748241937,11503.285730235313,1938.6163711547852,77.5446548461914,1551.98795971871,77.59939798593551,32,12754.439596779552,83.0089111328125,153.65145046141754,6.508236642068691,26.729587239375544,-1251.1538665442386,75.0,3346,8263,4917,0.5613783269954769,1.3866880804134458,0.8253097534179688,331,5,-326,0.055241489772562415,0.0005059794229977253,-0.054735510349564684,False,
adaptive_t0_i100ms,Adaptive 100 ms,20,10.0,10.5,500.0,72.2495237009833,96.23656272888184,9.619372914537166,11559.923792157428,1924.7312545776367,76.98925018310547,1539.0996663259466,76.95498331629732,29,11164.955778710486,62.6846923828125,178.1129547629686,5.614414747825573,21.13082019698781,394.96801344694177,86.20689655172413,8263,3871,-4392,1.3866880804134458,0.6490934759212582,-0.7375946044921875,5,207,202,0.0005059794229977253,0.034444782266292724,0.033938802843295,False,
adaptive_t0_i100ms,Adaptive 100 ms,21,10.5,11.0,500.0,73.71679089133644,95.09835243225098,9.51285969871524,11794.68654261398,1901.9670486450195,76.07868194580078,1522.057551794438,76.10287758972194,28,14507.863006198906,83.4117431640625,173.93070155197933,5.749416239209207,29.402540887167305,-2713.1764635849268,71.42857142857143,3871,4552,681,0.6490934759212582,0.7636564642025083,0.1145629882812501,207,63,-144,0.034444782266292724,0.010424614419390688,-0.02402016784690203,False,
adaptive_t0_i100ms,Adaptive 100 ms,22,11.0,11.5,500.0,71.04489476030658,94.47426869014053,9.443522904586757,11367.183161649069,1889.4853738028105,75.57941495211242,1510.9636647338812,75.54818323669402,29,9616.202910661912,78.323974609375,122.77470542858404,8.145000197794674,27.58382153215138,1750.980250987157,75.86206896551724,4552,4576,24,0.7636564642025083,0.7676994588674324,0.0040429946649239365,63,251,188,0.010424614419390688,0.04175492753002023,0.031330313110629546,False,
adaptive_t0_i100ms,Adaptive 100 ms,23,11.5,12.0,500.0,77.887923759895,95.5614148915085,9.557702080326635,12462.067801583213,1911.22829783017,76.44913191320688,1529.2323328522616,76.46161664261311,31,10139.072537534154,72.0787353515625,140.66662640626313,7.109006774015271,36.285301289506236,2322.995264049059,74.19354838709677,4576,5623,1047,0.7676994588674324,0.943430216559068,0.17573075769163565,251,176,-75,0.04175492753002023,0.029349405522408712,-0.012405522007611525,False,
adaptive_t0_i100ms,Adaptive 100 ms,24,12.0,12.5,500.0,61.73876130186472,95.36165528553846,9.539759567349599,9878.201808298356,1907.2331057107695,76.2893242284307,1526.3615307759355,76.31807653879676,32,10859.434608567792,74.314453125,146.128164198447,6.843307759905655,24.419536354944135,-981.2328002694358,75.0,5623,4483,-1140,0.943430216559068,0.7521818548275087,-0.1912483617315592,176,5,-171,0.029349405522408712,0.0006100249287569958,-0.028739380593651716,False,
adaptive_t0_i100ms,Adaptive 100 ms,25,12.5,13.0,500.0,85.17651885592302,96.63201671533825,9.663246323590602,13628.243016947683,1932.640334306765,77.30561337227061,1546.1194117744963,77.30597058872485,31,14082.698808637566,80.6671142578125,174.57794217888085,5.7281005121217,22.75539161608429,-454.455791689883,74.19354838709677,4483,7104,2621,0.7521818548275087,1.1918916637092527,0.439709808881744,5,3,-2,0.0006100249287569958,0.00020431657503789988,-0.0004057083537190959,False,
adaptive_t0_i100ms,Adaptive 100 ms,26,13.0,13.5,500.0,78.56888035835559,93.77768031071682,9.373755899956357,12571.020857336895,1875.5536062143365,75.02214424857345,1499.8009439930174,74.99004719965086,31,15562.760741356042,72.474853515625,214.7332486570785,4.656940675251298,25.16414467169037,-2991.739884019147,83.87096774193549,7104,3367,-3737,1.1918916637092527,0.5649347930654816,-0.6269568706437711,3,195,192,0.00020431657503789988,0.03233576682651039,0.032131450251472495,False,
adaptive_t0_i100ms,Adaptive 100 ms,27,13.5,14.0,500.0,80.83844274236972,96.19629740342806,9.615297826011943,12934.150838779155,1923.9259480685614,76.95703792274242,1538.4476521619108,76.92238260809553,29,10167.646963409778,72.75146484375,139.75865620365263,7.155191865488648,32.54589865127406,2766.503875369377,72.41379310344827,3367,2707,-660,0.5649347930654816,0.4543171584089628,-0.11061763465651882,195,401,206,0.03233576682651039,0.0671522554106574,0.03481648858414704,False,
adaptive_t0_i100ms,Adaptive 100 ms,28,14.0,14.5,500.0,75.48786470040213,96.39008156895652,9.644725721238819,12078.058352064341,1927.8016313791304,77.11206525516525,1543.156115398211,77.15780576991054,33,14369.94836690695,86.9580078125,165.25158209571248,6.051379280718822,29.235336350509645,-2291.890014842609,75.75757575757575,2707,5659,2952,0.4543171584089628,0.9495211903531214,0.49520403194415874,401,128,-273,0.0671522554106574,0.021300220851664307,-0.04585203455899313,False,
adaptive_t0_i100ms,Adaptive 100 ms,29,14.5,15.0,500.0,82.2310323058905,92.30836926828397,9.233404985471974,13156.965168942479,1846.1673853656794,73.8466954146271,1477.344797675516,73.86723988377584,23,10509.872122527286,65.8616943359375,159.57488231201734,6.2666503995578475,29.928887499249136,2647.0930464151934,73.91304347826086,5659,1533,-4126,0.9495211903531214,0.25712265072594703,-0.6923985396271745,128,6,-122,0.021300220851664307,0.00080868912664461,-0.020491531725019704,False,
adaptive_t0_i100ms,Adaptive 100 ms,30,15.0,15.5,500.0,82.09584548566086,96.48304392471891,9.648344092089678,13135.335277705737,1929.6608784943783,77.18643513977509,1543.7350547343485,77.18675273671744,33,12995.382597829474,87.2587890625,148.92921088466397,6.714599466819408,23.678420201167295,139.95267987626357,81.81818181818183,1533,7353,5820,0.25712265072594703,1.2338650011851913,0.9767423504592444,6,4,-2,0.00080868912664461,0.0002818435224997059,-0.0005268456041449036,False,
adaptive_t0_i100ms,Adaptive 100 ms,31,15.5,16.0,500.0,70.34542645603314,94.5508774424712,9.454827086913497,11255.268232965303,1891.0175488494242,75.64070195397699,1512.7723339061595,75.63861669530793,24,10018.63935973199,71.363037109375,140.38975589529437,7.123026844963112,21.890470986079027,1236.6288732333142,87.5,7353,5811,-1542,1.2338650011851913,0.9746175149816612,-0.25924748620353033,4,13,9,0.0002818435224997059,0.00210704274577603,0.0018251992232763237,False,
adaptive_t0_i100ms,Adaptive 100 ms,32,16.0,16.5,500.0,69.58618056045918,95.32828413818098,9.532796153957223,11133.78888967347,1906.5656827636194,76.26262731054476,1525.247384633156,76.26236923165781,30,14830.515288066274,79.9930419921875,185.3975660722428,5.3938140677118485,24.764724457805332,-3696.726398392804,80.0,5811,6253,442,0.9746175149816612,1.0491636663509474,0.07454615136928638,13,17,4,0.00210704274577603,0.00263911724032539,0.0005320744945493602,False,
adaptive_t0_i100ms,Adaptive 100 ms,33,16.5,17.0,500.0,62.957412301262025,95.64810325073229,9.56113476924295,10073.185968201924,1912.9620650146462,76.51848260058568,1529.7815630788718,76.48907815394358,28,10218.949273165885,70.4271240234375,145.09962482303143,6.891816579261559,32.17812731781333,-145.76330496396076,67.85714285714286,6253,6947,694,1.0491636663509474,1.165530614104943,0.11636694775399538,17,192,175,0.00263911724032539,0.03192491593345215,0.02928579869312676,False,
adaptive_t0_i100ms,Adaptive 100 ms,34,17.0,17.5,500.0,78.99059392421843,96.7722554071046,9.681001191514746,12638.49502787495,1935.445108142092,77.41780432568385,1548.9601906423595,77.448009532118,33,9370.464618935248,80.853759765625,115.89398744224017,8.628575321893942,33.203960561270144,3268.0304089397014,75.75757575757575,6947,9125,2178,1.165530614104943,1.530982819182979,0.3654522050780361,192,12,-180,0.03192491593345215,0.0017696928975073664,-0.030155223035944784,False,
adaptive_t0_i100ms,Adaptive 100 ms,35,17.5,18.0,500.0,81.46649729072969,96.43019045461642,9.643246798858648,13034.639566516751,1928.6038090923284,77.14415236369314,1542.919487817384,77.14597439086921,24,10310.941306911833,62.898193359375,163.93064341290787,6.100140761853804,20.108753653697207,2723.6982596049183,87.5,9125,3496,-5629,1.530982819182979,0.5867053334195288,-0.9442774857634504,12,2,-10,0.0017696928975073664,0.0002273698994049226,-0.0015423229981024434,False,
adaptive_t0_i100ms,Adaptive 100 ms,36,18.0,18.5,500.0,63.025700560757336,96.36551534067166,9.636079861385838,10084.112089721173,1927.3103068134333,77.09241227253733,1541.772777821734,77.08863889108666,32,9070.337682068868,96.4259033203125,94.06536386740974,10.630905562748417,37.24843635411344,1013.774407652305,65.625,3496,5935,2439,0.5867053334195288,0.9958189397884479,0.4091136063689193,2,24,22,0.0002273698994049226,0.0038202293009836213,0.0035928594015786986,False,
adaptive_t0_i100ms,Adaptive 100 ms,37,18.5,19.0,500.0,57.870434438060904,96.04186058044434,9.604617246583688,9259.269510089744,1920.8372116088867,76.83348846435547,1536.7387594533902,76.83693797266953,30,11727.802191065439,77.42431640625,151.47440410747654,6.601775434551067,32.00997699221833,-2468.5326809756953,70.0,5935,8119,2184,0.9958189397884479,1.3623197942806355,0.3665008544921877,24,4,-20,0.0038202293009836213,0.0003783503814721384,-0.003441878919511483,False,
adaptive_t0_i100ms,Adaptive 100 ms,38,19.0,19.5,500.0,54.40732039970201,94.65303421020508,9.458831897779715,8705.171263952321,1893.0606842041016,75.72242736816406,1513.4131036447543,75.6706551822377,24,8929.421833579006,64.300048828125,138.87115167591062,7.200919614562868,34.8578362707201,-224.25056962668532,75.0,8119,6606,-1513,1.3623197942806355,1.108123627288448,-0.25419616699218744,4,312,308,0.0003783503814721384,0.05190639568281959,0.051528045301347455,False,
adaptive_t0_i100ms,Adaptive 100 ms,39,19.5,20.0,500.0,55.41412247627988,95.25917053222656,9.530261681811794,8866.259596204782,1905.1834106445312,76.20733642578125,1524.841869089887,76.24209345449438,34,9679.571831323221,83.324462890625,116.16722743270499,8.608279822975842,33.86123335581975,-813.3122351184393,64.70588235294117,6606,3619,-2987,1.108123627288448,0.6068571477962608,-0.5012664794921875,312,103,-209,0.05190639568281959,0.017156996364248823,-0.034749399318570774,False,
adaptive_t0_i100ms,Adaptive 100 ms,40,20.0,20.5,500.0,61.93616886758052,94.33884620666504,9.435869857189664,9909.787018812884,1886.7769241333008,75.47107696533203,1509.7391771503462,75.4869588575173,31,6629.549867177256,67.375,98.39777168352143,10.162831768348562,25.8222758404355,3280.237151635628,80.64516129032258,3619,7317,3698,0.6068571477962608,1.2278135686946983,0.6209564208984375,103,11,-92,0.017156996364248823,0.0014505802531877296,-0.015706416111061088,False,
adaptive_t0_i100ms,Adaptive 100 ms,41,20.5,21.0,500.0,72.17674133126636,94.95316892210394,9.494898910050848,11548.278613002618,1899.0633784420788,75.96253513768329,1519.1838256081355,75.9591912804068,33,19270.416983983818,80.467041015625,239.4821126856387,4.175677209398396,25.298921426594543,-7722.1383709812,75.75757575757575,7317,4320,-2997,1.2278135686946983,0.7245298348201388,-0.5032837338745594,11,30,19,0.0014505802531877296,0.004715049358130445,0.0032644691049427163,False,
adaptive_t0_i100ms,Adaptive 100 ms,42,21.0,21.5,500.0,98.80024002490401,82.50408039580434,8.250945500537318,15808.038403984643,1650.0816079160868,66.00326431664348,1320.151280085971,66.00756400429856,22,9647.52035378552,51.232177734375,188.30978460071142,5.310398512325748,20.19249074513855,6160.5180501991235,95.45454545454545,4320,3443,-877,0.7245298348201388,0.5776726837040109,-0.14685715111612796,30,6,-24,0.004715049358130445,0.0005919019931773411,-0.004123147364953104,False,
adaptive_t0_i100ms,Adaptive 100 ms,43,21.5,22.0,500.0,78.81371139625658,96.63548232483045,9.662363581051476,12610.193823400863,1932.709646496609,77.30838585986407,1545.9781729682363,77.29890864841178,37,20570.17535652112,98.5125732421875,208.80761388650893,4.789097396340728,23.16684234604117,-7959.981533120255,83.78378378378379,3443,4541,1098,0.5776726837040109,0.7615811353628011,0.18390845165879005,6,60,54,0.0005919019931773411,0.009765834147403707,0.009173932154226365,False,
adaptive_t0_i100ms,Adaptive 100 ms,44,22.0,22.5,500.0,76.37433914765106,96.3397984368903,9.631775823669432,12219.894263623733,1926.795968737806,77.07183874951261,1541.084131787109,77.05420658935546,36,8826.603942034186,73.2603759765625,120.48264596482548,8.299950519778148,33.008018515944165,3393.2903215895476,66.66666666666666,4541,4353,-188,0.7615811353628011,0.7305291290147649,-0.031052006348036183,60,166,106,0.009765834147403707,0.02781724039741885,0.01805140625001515,False,
adaptive_t0_i100ms,Adaptive 100 ms,45,22.5,23.0,500.0,78.39188437501102,95.61932950392475,9.565341318219863,12542.701500001578,1912.386590078495,76.49546360313934,1530.454610915178,76.52273054575892,34,8742.449830906526,75.0986328125,116.41290265208882,8.590113099306494,25.76142706201253,3800.2516690950524,85.29411764705883,4353,10680,6327,0.7305291290147649,1.7920647324179368,1.0615356034031722,166,3,-163,0.02781724039741885,0.00020388213852339201,-0.027613358258895458,False,
adaptive_t0_i100ms,Adaptive 100 ms,46,23.0,23.5,500.0,69.58513358626374,95.03322596177387,9.499183126284015,11133.6213738019,1900.6645192354772,76.0265807694193,1519.8693002054424,75.9934650102721,31,9827.873752209834,73.1180419921875,134.41106304870584,7.439863782921167,30.438401558314613,1305.7476215920651,70.96774193548387,10680,6593,-4087,1.7920647324179368,1.1058159942488488,-0.6862487381690879,3,200,197,0.00020388213852339201,0.03331205301874648,0.03310817088022308,False,
