case,label,window_kind,start_s,end_s,duration_s,dimension,group,admitted_request_count,admitted_compute_ms,admitted_io_gb,admitted_compute_ms_per_io_gb,admitted_io_per_compute_gbps,admitted_mean_raw_demand_gbps,mean_ttft_ms,p99_ttft_ms,slo_alpha1p5_pct,slo_alpha2_pct
baseline,Baseline,chunk_500ms,18.0,18.5,0.5,profile,"80,128",1,34.9545424455353,1.716064453125,20.369014917756807,49.0941758370575,49.0941758370575,322.6459742091465,322.6459742091465,0.0,0.0
baseline,Baseline,chunk_500ms,18.0,18.5,0.5,profile,"80,512",1,123.65863307227637,1.7080078125000002,72.39933691595826,13.812281197558594,13.812281197558594,265.20972915147286,265.20972915147286,0.0,0.0
baseline,Baseline,chunk_500ms,18.0,18.5,0.5,profile,"80,64",2,41.21172887833555,3.434814453125,11.998240207950985,83.34555590388337,83.34555590388337,383.87959892761864,397.13863310509987,0.0,0.0
baseline,Baseline,chunk_500ms,18.0,18.5,0.5,profile,"96,256",1,74.9093470023565,2.05712890625,36.41451285564351,27.461578408703616,27.461578408703613,238.79637421633743,238.79637421633743,0.0,0.0
baseline,Baseline,chunk_500ms,18.0,18.5,0.5,profile,"96,512",1,145.13346879256792,2.0517578125,70.73615994459284,14.137041094445802,14.137041094445802,227.2848432479659,227.2848432479659,0.0,100.0
baseline,Baseline,chunk_500ms,18.0,18.5,0.5,raw_demand_bin,gt_10_le_20,4,730.8577534719758,10.61328125,68.86256344822444,14.52167839717248,14.382474876004029,263.9583262767037,282.89763139510006,25.0,75.0
baseline,Baseline,chunk_500ms,18.0,18.5,0.5,raw_demand_bin,gt_20_le_40,6,473.92579337454214,13.548583984375,34.9797287983084,28.58798608090865,29.05692548277283,302.84635660677185,395.9162015874437,0.0,0.0
baseline,Baseline,chunk_500ms,18.0,18.5,0.5,raw_demand_bin,gt_40_le_50,3,83.38879127435212,3.773193359375,22.100322812018522,45.24820784319871,44.679797856698606,251.37211146127325,320.796191489557,0.0,0.0
baseline,Baseline,chunk_500ms,18.0,18.5,0.5,raw_demand_bin,gt_50_le_80,3,174.65684734813328,9.616943359375,18.161367996190855,55.06193146957536,54.94630328626403,317.8103133594329,376.66740334483933,0.0,0.0
baseline,Baseline,chunk_500ms,18.0,18.5,0.5,raw_demand_bin,gt_80,5,135.241576392431,12.7120361328125,10.63886028795524,93.99503075833674,91.97168583831116,326.4988646907885,396.32685550239694,0.0,0.0
baseline,Baseline,chunk_500ms,18.0,18.5,0.5,raw_demand_bin,le_10,10,7609.7573139310825,27.908203125,272.67098780409503,3.6674235423919264,4.22983128473877,776.6095918142761,2081.547073205452,100.0,100.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,category,LL,10,3802.6154300981816,28.66015625,132.67950798761544,7.536958910741076,9.490890563206786,489.0840525556876,827.026476051415,60.0,90.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,category,LS,7,544.7084843906802,23.694580078125,22.98873761825215,43.49956124628781,47.7834653226131,396.1994226548907,406.99387576162263,0.0,0.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,category,SL,9,2901.4076663230585,11.6982421875,248.02082396817863,4.031919513856229,6.963307404927573,479.71017536835524,944.5791318110345,33.33333333333333,66.66666666666666
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,category,SS,4,160.67198132412466,5.48388671875,29.29892420548547,34.13094600288347,36.2842920801384,394.2690227739249,399.2687751424375,0.0,0.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,overall,all,30,7409.403562136046,69.536865234375,106.55360343269064,9.384947742585682,21.24000326184204,451.95680511840027,941.3779676432705,30.0,50.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"112,2048",1,659.4023605615404,2.36328125,279.01984182438736,3.583974506835938,3.583974506835938,678.0795788236101,678.0795788236101,100.0,100.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"128,1024",1,373.81375578175397,2.728515625,137.00260770240374,7.299131138964844,7.299131138964844,418.5997478564277,418.5997478564277,100.0,100.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"128,128",1,51.06067008778518,2.747314453125,18.58566646046104,53.80490401715698,53.80490401715698,404.6407282195032,404.6407282195032,0.0,0.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"144,128",1,56.4293799038855,3.091064453125,18.25564648023971,54.777572576376336,54.777572576376336,393.6302089379278,393.6302089379278,0.0,0.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"144,2048",1,831.2010688165183,3.0507812500000004,272.45515187839777,3.670328834326173,3.6703288343261726,841.757487865154,841.757487865154,100.0,100.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"144,512",1,209.55798858143143,3.0830078125000004,67.9719291439296,14.711955546862795,14.711955546862795,397.16327552079383,397.16327552079383,0.0,100.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"160,128",2,123.59617656989026,6.869628906250001,17.991681684208913,55.58124123981629,55.58124123981629,393.5238526103858,406.8716721874028,0.0,0.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"160,256",1,117.85902134052674,3.43212890625,34.33991687372297,29.120629606567384,29.120629606567384,396.10912571318113,396.10912571318113,0.0,0.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"160,512",1,231.03280454429512,3.4267578125,67.42023136316848,14.832343048681642,14.832343048681642,397.3288748948398,397.3288748948398,0.0,100.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"176,1024",1,502.6627048802919,3.7597656249999996,133.69522332400493,7.479698789062498,7.479698789062499,502.66270488029113,502.66270488029113,100.0,100.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"176,128",1,67.16679735646261,3.778564453125,17.775744780776044,56.2564332652588,56.2564332652588,389.6247167693655,389.6247167693655,0.0,0.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"176,256",1,128.59643913212983,3.7758789062500004,34.0573525594985,29.36223531329956,29.362235313299564,402.34347372348566,402.34347372348566,0.0,0.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"192,512",1,273.9825008267165,4.1142578125,66.59342056647465,15.0164984993042,15.0164984993042,414.9969955833076,414.9969955833076,0.0,100.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"32,2048",1,229.905641954,0.6445312500000001,356.70208691044843,2.8034599086914067,2.8034599086914067,407.0462940729449,407.0462940729449,0.0,100.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"32,4096",1,457.4854719340925,0.6015625,760.4953299683616,1.3149324665039066,1.3149324665039066,457.4854719340801,457.4854719340801,100.0,100.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"48,256",1,42.69709302504841,1.0258789062500002,41.62001262032324,24.026902853741458,24.026902853741458,384.0529021431612,384.0529021431612,0.0,0.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"48,512",1,80.70895968896073,1.0205078125,79.08705714975673,12.644293972229006,12.644293972229006,373.58613056832473,373.58613056832473,0.0,0.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"64,1024",1,202.01505216678882,1.3535156250000002,149.25210203376025,6.700073140502931,6.700073140502931,403.69855425572314,403.69855425572314,0.0,100.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"64,128",1,29.585833523026608,1.372314453125,21.559077407990923,46.384174103356926,46.384174103356926,396.67731404674487,396.67731404674487,0.0,0.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"64,256",1,53.43451233051433,1.36962890625,39.01386140923114,25.63191552639771,25.63191552639771,397.0071526767897,397.0071526767897,0.0,0.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"64,512",1,102.1837949161835,1.3642578125,74.90064852839792,13.351019245458986,13.351019245458986,400.5370138302642,400.5370138302642,0.0,0.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"80,1024",1,244.96473832108794,1.6972656250000002,144.32905180713118,6.928611997924805,6.928611997924805,404.33202984640957,404.33202984640957,0.0,100.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"80,128",1,34.9545424455353,1.716064453125,20.369014917756807,49.0941758370575,49.0941758370575,399.3387222290039,399.3387222290039,0.0,0.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"80,2048",1,487.6037207016371,1.67578125,290.970984847597,3.436768791650391,3.436768791650391,513.456885852971,513.456885852971,100.0,100.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"80,4096",1,972.8816535680313,1.6328125000000002,595.8318261086507,1.6783259238281252,1.6783259238281252,982.0680227639095,982.0680227639095,100.0,100.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"80,512",1,123.65863307227637,1.7080078125000002,72.39933691595826,13.812281197558594,13.812281197558594,375.1811751905698,375.1811751905698,0.0,0.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"96,1024",2,575.8287773130661,4.082031250000001,141.06427463363147,7.088967086791992,7.088967086791992,417.90004082373343,419.66008545691045,100.0,100.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,profile,"96,512",1,145.13346879256792,2.0517578125,70.73615994459284,14.137041094445802,14.137041094445802,404.45177848498497,404.45177848498497,0.0,0.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,raw_demand_bin,gt_10_le_20,7,1166.2581504224315,16.7685546875,69.5503084288958,14.378081457716927,14.072204657791575,394.74932058186926,414.3642825574082,0.0,42.857142857142854
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,raw_demand_bin,gt_20_le_40,4,342.58706582821935,9.603515625,35.673088815141,28.032335668549184,27.03542082500153,394.8781635641544,402.1833840920848,0.0,0.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,raw_demand_bin,gt_40_le_50,2,64.5403759685619,3.08837890625,20.897816598199967,47.85188899045726,47.739174970207216,398.0080181378744,399.31210814718133,0.0,0.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,raw_demand_bin,gt_50_le_80,5,298.25302391802353,16.486572265625,18.09066306280597,55.27713365332525,55.20027846768494,394.98867182951363,407.0439427306039,0.0,0.0
baseline,Baseline,chunk_500ms,18.5,19.0,0.5,raw_demand_bin,le_10,12,5537.76494599881,23.58984375,234.75208249307755,4.259813115947495,4.92276997265625,537.0822383165823,966.6338639250465,75.0,100.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,category,LL,8,6506.827236823919,25.7919921875,252.28090911013186,3.9638354068379207,5.990871917495729,867.0939058692466,1810.870508691593,87.5,100.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,category,LS,14,917.9371848126978,46.87890625,19.581028190321693,51.069841189150104,61.108977055133714,402.1071434925655,418.81165247289704,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,category,SL,7,2896.7558469761634,8.2607421875,350.6653253698536,2.8517219344264517,6.542866866299875,558.8877056363526,968.3587877984306,57.14285714285714,57.14285714285714
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,category,SS,4,103.68414264869148,4.1129150390625,25.209405412936828,39.66773446734389,41.89297332428512,410.31678804060175,425.41443056759005,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,overall,all,33,10425.204411261473,85.0445556640625,122.58520642335344,8.157591190461071,33.843170165850836,549.0827984080838,1677.9695250556856,33.33333333333333,36.36363636363637
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"112,4096",1,1316.478849565995,2.3203125,567.3713560419103,1.7625140736328122,1.7625140736328122,1316.4788495660177,1316.4788495660177,100.0,100.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"144,2048",1,831.2010688165183,3.0507812500000004,272.45515187839777,3.670328834326173,3.6703288343261726,854.4158454448589,854.4158454448589,100.0,100.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"144,256",1,107.1216018259477,3.08837890625,34.685381903484725,28.8305892892456,28.8305892892456,419.05310167900825,419.05310167900825,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"160,128",1,61.79808828494513,3.4348144531250004,17.991681684208913,55.58124123981629,55.58124123981629,417.1958000935374,417.1958000935374,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"160,2048",1,917.1003634285319,3.39453125,270.1699574657125,3.7013737921875007,3.7013737921875007,917.1003634285298,917.1003634285298,100.0,100.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"160,256",1,117.85902134052674,3.43212890625,34.33991687372297,29.120629606567384,29.120629606567384,400.6936185275663,400.6936185275663,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"160,4096",1,1831.8747488614208,3.3515625,546.573351641636,1.8295805988281253,1.8295805988281253,1848.082784109647,1848.082784109647,100.0,100.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"160,512",1,231.03280454429512,3.4267578125,67.42023136316848,14.832343048681642,14.832343048681642,431.706589880112,431.706589880112,0.0,100.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"176,256",1,128.59643913212983,3.7758789062500004,34.0573525594985,29.36223531329956,29.362235313299564,397.24286924358967,397.24286924358967,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"176,64",1,36.711991562200296,3.7799072265625004,9.712405453820274,102.96110523337555,102.96110523337556,403.8475860563158,403.8475860563158,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"192,1024",2,1091.2250129506242,8.207031250000002,132.96221005014743,7.520933952758791,7.520933952758791,571.1084592776151,571.556547775821,100.0,100.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"192,64",2,78.79269208122487,8.247314453125,9.553739284352064,104.67105813091278,104.67105813091278,395.3511575185548,396.94280356506226,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"200,128",2,150.43972459616418,8.58837890625,17.5166613208792,57.08850457752687,57.08850457752687,400.74615173988786,400.9736767699714,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"200,64",1,40.73852324673224,4.2955322265625,9.483929138004221,105.44153013467559,105.4415301346756,390.5358425840968,390.5358425840968,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"32,256",1,31.959675135575093,0.68212890625,46.852837994028484,21.343424279388426,21.343424279388426,415.1169062324443,415.1169062324443,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"32,4096",1,457.4854719340925,0.6015625,760.4953299683616,1.3149324665039066,1.3149324665039066,459.06230191339273,459.06230191339273,100.0,100.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"32,512",1,59.23412266696431,0.6767578125,87.52632267095449,11.425134399389648,11.425134399389648,405.44677579163545,405.44677579163545,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"32,64",1,12.552800653172682,0.6861572265625,18.294350284787512,54.66168431417541,54.66168431417541,398.2061876755106,398.2061876755106,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"48,128",1,24.217124414408403,1.028564453125,23.544586185952248,42.47260886651916,42.47260886651917,425.7329107016667,425.7329107016667,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"48,512",1,80.70895968896073,1.0205078125,79.08705714975673,12.644293972229006,12.644293972229006,424.45817013278065,424.45817013278065,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"64,2048",1,401.70428667481804,1.33203125,301.57271961511265,3.31594980234375,3.3159498023437504,434.4459520968412,434.4459520968412,100.0,100.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"64,4096",1,801.0827193710202,1.2890625,621.445988360549,1.609150302246094,1.609150302246094,801.0827193710138,801.0827193710138,100.0,100.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"80,128",1,34.9545424455353,1.716064453125,20.369014917756807,49.0941758370575,49.0941758370575,402.2111475527854,402.2111475527854,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"80,4096",1,972.8816535680313,1.6328125000000002,595.8318261086507,1.6783259238281252,1.6783259238281252,979.0359836554999,979.0359836554999,100.0,100.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"80,512",1,123.65863307227637,1.7080078125000002,72.39933691595826,13.812281197558594,13.812281197558594,408.6820364933046,408.6820364933046,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"96,1024",1,287.91438865653305,2.0410156250000004,141.06427463363147,7.088967086791992,7.088967086791992,426.74989596957676,426.74989596957676,100.0,100.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"96,128",3,120.96975574047005,6.179443359375,19.576157382678097,51.08254804310303,51.08254804310303,409.62432617844144,415.9302757789009,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,profile,"96,256",1,74.9093470023565,2.05712890625,36.41451285564351,27.461578408703616,27.461578408703613,379.8635936595929,379.8635936595929,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,raw_demand_bin,gt_10_le_20,4,494.63451997249655,6.83203125,72.39933511318416,13.812281541490242,13.178513154464722,417.5733930744582,431.4891372876921,0.0,25.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,raw_demand_bin,gt_20_le_40,5,460.4460844365359,13.03564453125,35.322080418250195,28.310903212918355,27.22369137944092,402.3940178684403,418.8956538611457,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,raw_demand_bin,gt_40_le_50,2,59.171666859943706,2.74462890625,21.5590773401823,46.38417424924661,45.783392351788336,413.97202912722605,425.4976930701779,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,raw_demand_bin,gt_50_le_80,7,345.76036927475207,18.8887939453125,18.30505273527837,54.629725161771994,53.952511262622075,406.53818139773546,417.11998207974096,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,raw_demand_bin,gt_80,4,156.2432068901574,16.32275390625,9.57211067369776,104.47016693484328,104.43618790746919,396.27143591938056,403.6414170587495,0.0,0.0
baseline,Baseline,chunk_500ms,19.0,19.5,0.5,raw_demand_bin,le_10,11,8908.948563827586,27.220703125,327.28576197745025,3.0554338629277105,3.7284537078369144,834.4246921918734,1794.9223906552843,100.0,100.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,category,LL,9,9491.79461583724,27.8544921875,340.7635131864577,2.9345864838904383,5.124552056205241,1093.20415642392,2171.138380798042,100.0,100.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,category,LS,11,907.6423524367284,38.6329345703125,23.494004857042537,42.5640501091597,55.326154544133004,402.3836314366897,428.834025978914,0.0,0.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,category,SL,6,1625.4541312202552,7.3798828125,220.25473473197584,4.540197518191301,8.258145952313233,469.62888564236647,781.9453232571279,33.33333333333333,50.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,category,SS,1,15.237155262340579,1.0299072265625,14.794687200319311,67.59183120670623,67.59183120670623,408.63459867247366,408.63459867247366,0.0,0.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,overall,all,27,12040.128254756566,74.897216796875,160.75534939315565,6.22063280491104,28.58701390414429,647.8320468942793,2109.182188393361,40.74074074074074,44.44444444444444
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"112,128",1,45.69196085719812,2.403564453125,19.010083460749975,52.60366173902892,52.60366173902893,418.35019313027806,418.35019313027806,0.0,0.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"112,4096",1,1316.478849565995,2.3203125,567.3713560419103,1.7625140736328122,1.7625140736328122,1335.397943482887,1335.397943482887,100.0,100.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"112,64",1,25.97457358213019,2.4049072265625004,10.800655133486142,92.58697621958314,92.58697621958314,377.7241612095204,377.7241612095204,0.0,0.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"128,1024",1,373.81375578175397,2.728515625,137.00260770240374,7.299131138964844,7.299131138964844,441.9464988331056,441.9464988331056,100.0,100.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"128,4096",1,1488.2772032376654,2.6640625000000004,558.649507373669,1.7900311139648437,1.7900311139648437,1508.1455366896953,1508.1455366896953,100.0,100.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"144,1024",1,416.7634208995999,3.072265625,135.65344659923406,7.371725710400391,7.371725710400391,426.14605472180847,426.14605472180847,100.0,100.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"144,64",1,31.34328235876592,3.0924072265625,10.135561089606853,98.66252012682496,98.66252012682496,379.4603440157407,379.4603440157407,0.0,0.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"160,1024",1,459.71307881640524,3.416015625,134.57581266666637,7.430755796191407,7.430755796191407,480.5480326365541,480.5480326365541,100.0,100.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"160,256",1,117.85902134052674,3.43212890625,34.33991687372297,29.120629606567384,29.120629606567384,384.31466697401265,384.31466697401265,0.0,0.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"160,4096",1,1831.8747488614208,3.3515625,546.573351641636,1.8295805988281253,1.8295805988281253,1854.4733973963412,1854.4733973963412,100.0,100.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"192,128",1,72.53550573111009,4.122314453125,17.595820638118266,56.83167728100587,56.83167728100587,426.84712128076353,426.84712128076353,0.0,0.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"192,256",2,278.6677074557206,8.2392578125,33.821942922206695,29.56660421017456,29.56660421017456,416.47642840162007,428.80322587227784,0.0,0.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"192,4096",1,2175.473295290288,4.039062500000001,538.6084754297037,1.8566362127929692,1.8566362127929688,2198.674466311233,2198.674466311233,100.0,100.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"200,128",1,75.21986229808209,4.294189453125,17.5166613208792,57.08850457752687,57.08850457752687,390.75739794323454,390.75739794323454,0.0,0.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"200,256",1,144.70256856410603,4.29150390625,33.718382116200836,29.65741347119751,29.65741347119751,397.61823234372423,397.61823234372423,0.0,0.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"200,512",1,284.7199227381171,4.286132812500001,66.42816151374615,15.053856334606936,15.053856334606934,424.76133908407064,424.76133908407064,100.0,100.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"200,64",1,40.73852324673224,4.2955322265625,9.483929138004221,105.44153013467559,105.4415301346756,410.0130377167916,410.0130377167916,0.0,0.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"32,512",1,59.23412266696431,0.6767578125,87.52632267095449,11.425134399389648,11.425134399389648,392.43565567789483,392.43565567789483,0.0,0.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"48,2048",1,315.80495809994557,0.98828125,319.5496809232651,3.12940384453125,3.12940384453125,407.245102846442,407.245102846442,100.0,100.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"48,512",1,80.70895968896073,1.0205078125,79.08705714975673,12.644293972229006,12.644293972229006,389.52831813818557,389.52831813818557,0.0,0.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"48,64",1,15.237155262340579,1.0299072265625,14.794687200319311,67.59183120670623,67.59183120670623,408.63459867247366,408.63459867247366,0.0,0.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"64,4096",1,801.0827193710202,1.2890625,621.445988360549,1.609150302246094,1.609150302246094,801.0827193710138,801.0827193710138,100.0,100.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"80,1024",1,244.96473832108794,1.6972656250000002,144.32905180713118,6.928611997924805,6.928611997924805,418.3347970932955,418.3347970932955,0.0,100.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"80,512",1,123.65863307227637,1.7080078125000002,72.39933691595826,13.812281197558594,13.812281197558594,409.1467207273672,409.1467207273672,0.0,0.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"96,256",1,74.9093470023565,2.05712890625,36.41451285564351,27.461578408703616,27.461578408703613,408.1819343862808,408.1819343862808,0.0,0.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,profile,"96,4096",1,1144.680340645995,1.9765625000000002,579.1268126588433,1.7267375264648437,1.7267375264648437,1168.7441386595856,1168.7441386595856,100.0,100.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,raw_demand_bin,gt_10_le_20,4,548.3216381663185,7.691406250000001,71.2901672780993,14.02717987880504,13.233891475946045,403.96800840687956,424.29290053336956,25.0,25.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,raw_demand_bin,gt_20_le_40,5,616.1386443627098,18.02001953125,34.19189659002384,29.246695846985272,29.074565981363527,404.6135381014516,428.2198788163447,0.0,0.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,raw_demand_bin,gt_50_le_80,4,208.68448414873092,11.8499755859375,17.610541273720358,56.78417173311236,58.52891870106697,411.14732775668745,426.592213436249,0.0,0.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,raw_demand_bin,gt_80,3,98.05637918762835,9.7928466796875,10.013061818992702,99.86955219862993,98.89700882702789,389.0658476473509,409.40198384277056,0.0,0.0
baseline,Baseline,chunk_500ms,19.5,20.0,0.5,raw_demand_bin,le_10,11,10568.927108891177,27.54296875,383.7250517481409,2.6060326148743425,3.8849343923583985,1003.7035170947238,2164.254359419744,90.9090909090909,100.0
baseline,Baseline,chunk_500ms,20.0,20.5,0.5,category,LL,9,9309.393633057158,33.2900390625,279.64501980845813,3.575962127574975,5.383830165930176,1059.7613130947352,2273.0842042718036,100.0,100.0
baseline,Baseline,chunk_500ms,20.0,20.5,0.5,category,LS,11,696.6146423882656,33.6552734375,20.698528677294025,48.31261272676763,62.9693219063324,377.51049676390244,386.8011494898754,0.0,0.0
baseline,Baseline,chunk_500ms,20.0,20.5,0.5,category,SL,6,1461.1717971822693,7.734375,188.91918185790956,5.293268741509387,7.824159868566895,418.88369146452834,617.1827643424049,16.666666666666664,50.0
baseline,Baseline,chunk_500ms,20.0,20.5,0.5,category,SS,2,48.434248828816806,2.05712890625,23.544586185952248,42.47260886651916,42.47260886651917,370.548815357668,377.7365643686382,0.0,0.0
baseline,Baseline,chunk_500ms,20.0,20.5,0.5,overall,all,28,11515.614321456507,76.73681640625,150.0663548575178,6.663718865894099,31.178828193123845,605.1738236342161,2256.687933035264,35.714285714285715,42.857142857142854
baseline,Baseline,chunk_500ms,20.0,20.5,0.5,profile,"112,128",3,137.07588257159435,7.210693359375,19.01008346074997,52.60366173902894,52.60366173902893,371.4100515581243,379.5451914124923,0.0,0.0
baseline,Baseline,chunk_500ms,20.0,20.5,0.5,profile,"112,2048",1,659.4023605615404,2.36328125,279.01984182438736,3.583974506835938,3.583974506835938,686.0111711203353,686.0111711203353,100.0,100.0
baseline,Baseline,chunk_500ms,20.0,20.5,0.5,profile,"128,64",2,57.317855782705706,5.497314453125,10.426519398053141,95.90928303329315,95.90928303329315,372.75634792831806,381.3464151504849,0.0,0.0
