npu_id,compute_ms,active_ms,io_stall_ms,compute_queue_ms,role_compute_ms,role_active_ms,role_requests_computing,U_percent,idle_ms,A_and_B_actually_computing
10,3976.431763124496,4000.0,23.568236875504226,0.0,"{""B"":3440.253918303646,""A"":536.1778448208497}","{""B"":3457.3056722339734,""A"":542.6943277660266}","{""B"":5,""A"":35}",99.41079407811239,0.0,True
11,3985.20594830516,4000.0,14.794051694840164,0.0,"{""B"":3449.02810348431,""A"":536.1778448208497}","{""B"":3463.8221551791503,""A"":536.1778448208497}","{""B"":5,""A"":35}",99.63014870762899,0.0,True
12,3975.949203920394,4000.0,24.05079607960579,0.0,"{""B"":3439.7713590995445,""A"":536.1778448208497}","{""B"":3455.9377217945203,""A"":544.0622782054797}","{""B"":5,""A"":35}",99.39873009800985,0.0,True
13,3976.058304262191,4000.0,23.941695737808914,0.0,"{""B"":3439.8804594413414,""A"":536.1778448208497}","{""B"":3455.933525627528,""A"":544.0664743724719}","{""B"":5,""A"":35}",99.40145760655477,0.0,True
14,3974.7658848285973,4000.0,25.234115171402664,0.0,"{""B"":3438.5880400077476,""A"":536.1778448208497}","{""B"":3457.8511739429578,""A"":542.1488260570422}","{""B"":5,""A"":35}",99.36914712071493,0.0,True
15,3974.753296327621,4000.0,25.246703672379226,0.0,"{""B"":3438.575451506771,""A"":536.1778448208497}","{""B"":3457.6036000904187,""A"":542.3963999095813}","{""B"":5,""A"":35}",99.36883240819051,0.0,True
16,3997.8488350589305,4000.0,2.15116494106951,0.0,"{""B"":3461.670990238081,""A"":536.1778448208497}","{""B"":3463.8221551791503,""A"":536.1778448208497}","{""B"":5,""A"":35}",99.94622087647326,0.0,True
17,3987.8417160159624,4000.0,12.158283984037553,0.0,"{""B"":3451.6638711951127,""A"":536.1778448208497}","{""B"":3463.8221551791503,""A"":536.1778448208497}","{""B"":5,""A"":35}",99.69604290039906,0.0,True
18,3986.578669751314,4000.0,13.42133024868599,0.0,"{""B"":3450.4008249304643,""A"":536.1778448208497}","{""B"":3463.8221551791503,""A"":536.1778448208497}","{""B"":5,""A"":35}",99.66446674378285,0.0,True
19,3989.8306991702593,4000.0,10.169300829740678,0.0,"{""B"":3453.6528543494096,""A"":536.1778448208497}","{""B"":3463.8221551791503,""A"":536.1778448208497}","{""B"":5,""A"":35}",99.74576747925649,0.0,True
20,3981.547465527681,4000.0,18.452534472318803,0.0,"{""B"":3445.3696207068315,""A"":536.1778448208497}","{""B"":3463.8221551791503,""A"":536.1778448208497}","{""B"":5,""A"":35}",99.53868663819203,0.0,True
21,3978.836741650728,4000.0,21.163258349271928,0.0,"{""B"":3442.6588968298784,""A"":536.1778448208497}","{""B"":3463.8221551791503,""A"":536.1778448208497}","{""B"":5,""A"":35}",99.4709185412682,0.0,True
22,3980.960002148775,4000.0,19.039997851225053,0.0,"{""B"":3444.7821573279252,""A"":536.1778448208497}","{""B"":3463.7933112328283,""A"":536.2066887671717}","{""B"":5,""A"":35}",99.52400005371938,0.0,True
23,3980.309596264986,4000.0,19.690403735014115,0.0,"{""B"":3444.131751444136,""A"":536.1778448208497}","{""B"":3463.8221551791503,""A"":536.1778448208497}","{""B"":5,""A"":35}",99.50773990662465,0.0,True
24,3983.2092214966597,4000.0,16.790778503340334,0.0,"{""B"":3022.2658044815053,""A"":960.9434170151544}","{""B"":3039.0565829848456,""A"":960.9434170151544}","{""B"":5,""A"":63}",99.58023053741648,0.0,True
25,3984.7450186158003,4000.0,15.25498138419971,0.0,"{""B"":3030.8847314834584,""A"":953.8602871323419}","{""B"":3046.139712867658,""A"":953.8602871323419}","{""B"":5,""A"":63}",99.618625465395,0.0,True
26,3983.6756260651036,4000.0,16.324373934896357,0.0,"{""B"":3045.373887446198,""A"":938.3017386189058}","{""B"":3047.528828532708,""A"":952.4711714672922}","{""B"":5,""A"":62}",99.5918906516276,0.0,True
27,3982.881920471269,4000.0,17.11807952873096,0.0,"{""B"":3026.6130334854115,""A"":956.2688869858575}","{""B"":3043.7311130141425,""A"":956.2688869858575}","{""B"":5,""A"":63}",99.57204801178172,0.0,True
28,3979.9529959107094,4000.0,20.047004089290567,0.0,"{""B"":3051.9490711121834,""A"":928.003924798526}","{""B"":3054.100236053253,""A"":945.899763946747}","{""B"":5,""A"":61}",99.49882489776775,0.0,True
29,3976.58032770287,4000.0,23.41967229713009,0.0,"{""B"":3056.5179577332765,""A"":920.0623699695934}","{""B"":3061.5104472098046,""A"":938.4895527901954}","{""B"":5,""A"":61}",99.41450819257176,0.0,True
30,3983.308252117269,4000.0,16.69174788273085,0.0,"{""B"":3057.3278179627687,""A"":925.9804341545005}","{""B"":3060.1831997251265,""A"":939.8168002748735}","{""B"":5,""A"":61}",99.58270630293174,0.0,True
31,3981.734689495199,4000.0,18.265310504801164,0.0,"{""B"":3058.4649792176515,""A"":923.2697102775473}","{""B"":3062.4518573419773,""A"":937.5481426580227}","{""B"":5,""A"":61}",99.54336723737998,0.0,True
