case,family,kind,num_ssu,pressure_ttl_ms,cir_write_threshold_gbps,min_interval_ms,family_anchor_case,mean_npu_utilization_pct,primary_slo_alpha,sensitivity_slo_alpha,equal_npu_slo_pct,request_weighted_slo_pct,alpha_1p5_equal_npu_slo_pct,alpha_1p5_request_weighted_slo_pct,alpha_1p5_equal_npu_change_vs_alpha_2_pp,alpha_1p5_request_weighted_change_vs_alpha_2_pp,slo_delta_vs_family_anchor_pp,alpha_1p5_equal_npu_delta_vs_family_anchor_pp,alpha_1p5_request_weighted_delta_vs_family_anchor_pp,util_delta_vs_family_anchor_pp,control_rate_reduction_vs_family_anchor_pct,static_baseline_equal_npu_slo_pct,static_baseline_alpha_1p5_equal_npu_slo_pct,static_baseline_alpha_1p5_request_weighted_slo_pct,static_baseline_mean_npu_utilization_pct,slo_delta_vs_static_baseline_pp,alpha_1p5_equal_npu_delta_vs_static_baseline_pp,alpha_1p5_request_weighted_delta_vs_static_baseline_pp,util_delta_vs_static_baseline_pp,measurement_request_count,measurement_requests_per_npu_min,measurement_requests_per_npu_median,measurement_requests_per_npu_max,single_outcome_weight_at_min_sample_pp,measurement_cohort_fingerprint,realized_cohort_fleet_raw_demand_gbps,realized_cohort_per_npu_demand_min_gbps,realized_cohort_per_npu_demand_max_gbps,realized_cohort_per_npu_demand_mean_gbps,realized_cohort_per_npu_demand_cv,realized_cohort_per_npu_ms_per_gb_min,realized_cohort_per_npu_ms_per_gb_max,common_with_anchor_request_count,common_with_anchor_npu_count,common_coverage_current_pct,common_coverage_anchor_pct,common_request_slo_pct,anchor_common_request_slo_pct,common_request_slo_delta_pp,common_equal_npu_slo_pct,anchor_common_equal_npu_slo_pct,common_equal_npu_slo_delta_pp,true_pressure_read_rate_hz_per_ssu,true_pressure_read_rate_hz_max_ssu,true_pressure_read_interval_ms_busiest_ssu,pressure_cache_hit_fraction_pct,cir_entry_write_rate_hz_per_ssu,cir_entry_write_rate_hz_max_ssu,cir_write_transaction_rate_hz_per_ssu,cir_write_transaction_rate_hz_max_ssu,cir_entries_per_transaction,control_evaluation_rate_hz,warmup_reached_ms,measurement_start_ms,tail_drain_ms,fleet_queue_start_blocks,fleet_queue_end_blocks,fleet_queue_drift_blocks,queue_start_by_ssu_json,queue_end_by_ssu_json,queue_drift_by_ssu_json,max_abs_queue_drift_blocks,block_utilization_range_pp,block_first_last_utilization_delta_pp,prefix_margin_at_fastest_npu,fleet_raw_demand_gbps,raw_capacity_knee_ssu,global_raw_load_fraction,max_ssu_raw_demand_gbps,ssu_over_40_count,max_actual_ssu_cir_gbps,backing_prefix_requests_per_npu,backing_fleet_raw_demand_gbps,backing_raw_capacity_knee_ssu,max_actual_npu_cir_gbps,all_invariants_passed,wall_time_s,category_SS_count,category_SS_passed,category_SS_slo_pct,category_SL_count,category_SL_passed,category_SL_slo_pct,category_LS_count,category_LS_passed,category_LS_slo_pct,category_LL_count,category_LL_passed,category_LL_slo_pct,raw_demand_bins_le_10_count,raw_demand_bins_le_10_passed,raw_demand_bins_le_10_slo_pct,raw_demand_bins_gt_10_le_20_count,raw_demand_bins_gt_10_le_20_passed,raw_demand_bins_gt_10_le_20_slo_pct,raw_demand_bins_gt_20_le_40_count,raw_demand_bins_gt_20_le_40_passed,raw_demand_bins_gt_20_le_40_slo_pct,raw_demand_bins_gt_40_le_50_count,raw_demand_bins_gt_40_le_50_passed,raw_demand_bins_gt_40_le_50_slo_pct,raw_demand_bins_gt_50_le_80_count,raw_demand_bins_gt_50_le_80_passed,raw_demand_bins_gt_50_le_80_slo_pct,raw_demand_bins_gt_80_count,raw_demand_bins_gt_80_passed,raw_demand_bins_gt_80_slo_pct
adaptive_t0_i100ms,interval,adaptive,10,0.0,0.0,100.0,adaptive_t0_i25ms,98.9768112341896,2.0,1.5,97.01582577474753,96.64536741214057,89.07919642700318,88.01916932907349,-7.9366293477443435,-8.62619808306708,-0.2083333333333428,-0.1633986928104605,-0.14083067092651902,-0.008686376026304288,29.660844841592194,95.52086225826145,89.22763569908375,88.14102564102564,98.86865465632174,1.4949635164860808,-0.14843927208056584,-0.12185631195214341,0.10815657786785948,626,8,19.0,33,0.390625,67ba1b287d411a7c4f7948e20331680334e763537800e0f21f2c0c9d5c92c265,203.40556565415565,2.9990899497087495,12.252172387568116,6.356423926692364,0.31853120887237957,81.61817907611777,333.43448071542934,625,32,99.84025559105432,100.0,96.64,96.8,-0.15999999999999348,97.01582577474753,97.22415910808087,-0.2083333333333326,0.0,0.0,,0.0,86.5875,86.625,10.0,10.0,8.65875,10.0,8973.78539129085,9473.78539129085,1902.9302776124678,4,2157,2153,"[0,0,0,0,0,0,0,0,4,0]","[234,201,218,231,203,231,233,193,203,210]","[234,201,218,231,203,231,233,193,199,210]",234,1.0190406517427308,-0.012021915592008714,62,209.7682928244016,5.24420732061004,0.524420732061004,22.108302697739013,0,40.00000000000001,128,199.55308290660196,4.988827072665049,50.00000000000001,True,831.7738300538622,85,85,100.0,110,110,100.0,184,163,88.58695652173914,247,247,100.0,273,273,100.0,84,84,100.0,113,113,100.0,12,12,100.0,77,77,100.0,67,46,68.65671641791045
adaptive_t0_i200ms,interval,adaptive,10,0.0,0.0,200.0,adaptive_t0_i25ms,98.97449927867923,2.0,1.5,97.23360971291956,96.80511182108627,89.26149632949105,88.17891373801918,-7.972113383428507,-8.626198083067095,0.009450604838690424,0.01890120967740927,0.018913738019165294,-0.01099833153666907,47.47156783103168,95.52086225826145,89.22763569908375,88.14102564102564,98.86865465632174,1.712747454658114,0.033860630407303915,0.0378880969935409,0.1058446223574947,626,8,19.0,33,0.390625,809897b00b21c05be5531edec8bf1febb6060776018113c4a075856c202c5c03,201.89100835747308,2.9990899497087495,11.338344989073693,6.309094011171034,0.3057101838295101,88.19629328298439,333.43448071542934,625,32,99.84025559105432,100.0,96.8,96.8,0.0,97.22415910808087,97.22415910808087,0.0,0.0,0.0,,0.0,64.6625,64.75,5.0,5.0,12.9325,5.0,8973.80287281993,9473.80287281993,1899.3387770315312,1128,352,-776,"[108,114,97,105,112,131,123,83,142,113]","[37,37,31,37,39,29,49,29,35,29]","[-71,-77,-66,-68,-73,-102,-74,-54,-107,-84]",107,1.1341031892432407,-0.0734660020728084,62,209.7682928244016,5.24420732061004,0.524420732061004,22.108302697739013,0,40.0,128,199.55308290660196,4.988827072665049,50.00000000000001,True,861.8604282119777,85,85,100.0,110,110,100.0,183,163,89.07103825136612,248,248,100.0,274,274,100.0,84,84,100.0,113,113,100.0,12,12,100.0,77,77,100.0,66,46,69.6969696969697
baseline,baseline,baseline,18,0.0,0.0,0.0,baseline,98.96155487857223,2.0,1.5,96.78506001759679,96.3258785942492,89.37883822672426,88.33865814696486,-7.406221790872536,-7.9872204472843435,0.0,0.0,0.0,0.0,0.0,96.78506001759679,89.37883822672426,88.33865814696486,98.96155487857223,0.0,0.0,0.0,0.0,626,8,19.0,33,0.390625,a4015c9b93c95ef74eb21341b6bc5989989b4ec365750adf83ebe92b32aa0abf,201.62540625937726,2.9990899497087495,11.338344989073693,6.300793945605539,0.30574645646449655,88.1962932829844,333.43448071542934,626,32,100.0,100.0,96.3258785942492,96.3258785942492,0.0,96.78506001759678,96.78506001759678,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8963.808794363516,9463.808794363516,1908.790621025557,0,0,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0.8182295908546577,-0.0038666976120538266,62,209.7682928244016,5.24420732061004,0.29134485114500225,12.323410684298143,0,40.00000000000002,128,199.55308290660187,4.988827072665047,,True,496.2534731628839,86,86,100.0,110,110,100.0,182,159,87.36263736263736,248,248,100.0,274,274,100.0,84,84,100.0,114,114,100.0,12,12,100.0,77,77,100.0,65,42,64.61538461538461
layer_once_ttl_0ms,ttl,layer_once,18,0.0,0.0,0.0,layer_once_ttl_0ms,98.97862623782846,2.0,1.5,97.23360971291956,96.80511182108627,89.23917490091962,88.17891373801918,-7.9944348119999376,-8.626198083067095,0.0,0.0,0.0,0.0,0.0,96.78506001759679,89.37883822672426,88.33865814696486,98.96155487857223,0.4485496953227681,-0.1396633258046336,-0.1597444089456843,0.01707135925623504,626,8,19.0,33,0.390625,8e2b7d88a3972d5121e1c307a1e56b400aca08864c0ba5ead4f030015aa796ec,201.85091041163787,2.9990899497087495,11.338344989073693,6.307840950363683,0.3063776113011833,88.19629328298439,333.43448071542934,626,32,100.0,100.0,96.80511182108627,96.80511182108627,0.0,97.23360971291957,97.23360971291957,0.0,1244.5,1244.5,0.8035355564483728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8963.071285394179,9463.071285394179,1904.808784774341,571,0,-571,"[35,18,25,40,22,26,45,39,34,15,31,49,26,25,42,31,32,36]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[-35,-18,-25,-40,-22,-26,-45,-39,-34,-15,-31,-49,-26,-25,-42,-31,-32,-36]",49,0.7828919502053888,-0.010975349792230471,62,209.7682928244016,5.24420732061004,0.29134485114500225,12.323410684298144,0,40.0,128,199.55308290660196,4.988827072665049,,True,2184.1766247039195,86,86,100.0,109,109,100.0,183,163,89.07103825136612,248,248,100.0,273,273,100.0,84,84,100.0,114,114,100.0,12,12,100.0,77,77,100.0,66,46,69.6969696969697
layer_once_ttl_0p25ms,ttl,layer_once,18,0.25,0.0,0.0,layer_once_ttl_0ms,98.97853356140341,2.0,1.5,97.23360971291956,96.80511182108627,89.23917490091962,88.17891373801918,-7.9944348119999376,-8.626198083067095,0.0,0.0,0.0,-9.267642505506046e-05,23.212133386902366,96.78506001759679,89.37883822672426,88.33865814696486,98.96155487857223,0.4485496953227681,-0.1396633258046336,-0.1597444089456843,0.01697868283117998,626,8,19.0,33,0.390625,8e2b7d88a3972d5121e1c307a1e56b400aca08864c0ba5ead4f030015aa796ec,201.85091041163787,2.9990899497087495,11.338344989073693,6.307840950363683,0.3063776113011833,88.1962932829844,333.43448071542934,626,32,100.0,100.0,96.80511182108627,96.80511182108627,0.0,97.23360971291957,97.23360971291957,0.0,955.625,955.625,1.0464355788096795,23.21213338690237,0.0,0.0,0.0,0.0,0.0,0.0,8962.954678868411,9462.954678868411,1904.847017567845,329,19,-310,"[18,18,18,18,18,18,18,18,19,19,19,19,19,18,18,18,18,18]","[0,0,0,3,0,8,0,0,0,0,0,8,0,0,0,0,0,0]","[-18,-18,-18,-15,-18,-10,-18,-18,-19,-19,-19,-11,-19,-18,-18,-18,-18,-18]",19,0.7914420058556915,-0.01048343759965098,62,209.7682928244016,5.24420732061004,0.29134485114500225,12.323410684298143,0,40.00000000000002,128,199.55308290660187,4.988827072665047,,True,1688.1633547178935,86,86,100.0,109,109,100.0,183,163,89.07103825136612,248,248,100.0,273,273,100.0,84,84,100.0,114,114,100.0,12,12,100.0,77,77,100.0,66,46,69.6969696969697
layer_once_ttl_1ms,ttl,layer_once,18,1.0,0.0,0.0,layer_once_ttl_0ms,98.97867418524487,2.0,1.5,97.23360971291956,96.80511182108627,89.23917490091962,88.17891373801918,-7.9944348119999376,-8.626198083067095,0.0,0.0,0.0,4.7947416405236254e-05,54.29891522699879,96.78506001759679,89.37883822672426,88.33865814696486,98.96155487857223,0.4485496953227681,-0.1396633258046336,-0.1597444089456843,0.017119306672640278,626,8,19.0,33,0.390625,8e2b7d88a3972d5121e1c307a1e56b400aca08864c0ba5ead4f030015aa796ec,201.85091041163787,2.9990899497087495,11.338344989073693,6.307840950363683,0.3063776113011833,88.1962932829844,333.43448071542934,626,32,100.0,100.0,96.80511182108627,96.80511182108627,0.0,97.23360971291957,97.23360971291957,0.0,568.75,568.75,1.7582417582417582,54.2851401587461,0.0,0.0,0.0,0.0,0.0,0.0,8962.974736450933,9462.974736450933,1906.6408460138482,753,0,-753,"[42,42,42,42,42,42,42,42,42,40,42,42,42,42,42,42,42,41]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[-42,-42,-42,-42,-42,-42,-42,-42,-42,-40,-42,-42,-42,-42,-42,-42,-42,-41]",42,0.7762254786104039,-0.004801701559309368,62,209.7682928244016,5.24420732061004,0.29134485114500225,12.323410684298143,0,40.00000000000002,128,199.55308290660187,4.988827072665047,,True,1686.9405938771088,86,86,100.0,109,109,100.0,183,163,89.07103825136612,248,248,100.0,273,273,100.0,84,84,100.0,114,114,100.0,12,12,100.0,77,77,100.0,66,46,69.6969696969697
layer_once_ttl_2ms,ttl,layer_once,18,2.0,0.0,0.0,layer_once_ttl_0ms,98.9784360161901,2.0,1.5,97.23360971291956,96.81020733652312,89.26149632949105,88.19776714513556,-7.972113383428507,-8.612440191387563,0.0,0.0223214285714306,0.018853407116381504,-0.00019022163836268646,70.72117316191242,96.78506001759679,89.37883822672426,88.33865814696486,98.96155487857223,0.4485496953227681,-0.11734189723320299,-0.1408910018293028,0.016881137617872355,627,8,19.0,33,0.390625,0668f324afc74e465b6096abcbd4900a3b3930125156838f2334c7158fe8c4d2,201.86360341828697,2.9990899497087495,11.338344989073693,6.308237606821468,0.30636513631869294,88.1962932829844,333.43448071542934,626,32,99.84051036682615,100.0,96.80511182108627,96.80511182108627,0.0,97.23360971291957,97.23360971291957,0.0,364.375,364.375,2.7444253859348198,70.70940514469454,0.0,0.0,0.0,0.0,0.0,0.0,8962.998524827535,9462.998524827535,1906.1090405272262,379,0,-379,"[22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[-22,-21,-21,-21,-21,-21,-21,-21,-21,-21,-21,-21,-21,-21,-21,-21,-21,-21]",22,0.7538353233356387,-0.015384028106812941,62,209.7682928244016,5.24420732061004,0.29134485114500225,12.323410684298143,0,40.00000000000002,128,199.55308290660187,4.988827072665047,,True,1688.1346555089112,86,86,100.0,110,110,100.0,183,163,89.07103825136612,248,248,100.0,274,274,100.0,84,84,100.0,114,114,100.0,12,12,100.0,77,77,100.0,66,46,69.6969696969697
layer_once_ttl_5ms,ttl,layer_once,18,5.0,0.0,0.0,layer_once_ttl_0ms,98.97833738386642,2.0,1.5,97.22125793426343,96.8,89.35651679815282,88.32,-7.864741136110609,-8.480000000000004,-0.012351778656125134,0.11734189723320299,0.14108626198081708,-0.000288853962047142,85.72719967858578,96.78506001759679,89.37883822672426,88.33865814696486,98.96155487857223,0.436197916666643,-0.0223214285714306,-0.018658146964867228,0.0167825052941879,625,8,19.0,33,0.390625,fa4cfd9c0b988303338125762c9910955d01c7dc43d0648126339bb6dc5a4025,201.61271325272818,2.9990899497087495,11.338344989073693,6.300397289147756,0.3057586421621501,88.19629328298439,333.43448071542934,625,32,100.0,99.84025559105432,96.8,96.8,0.0,97.22125793426345,97.22125793426345,0.0,177.625,177.625,5.629838142153413,85.72146302250803,0.0,0.0,0.0,0.0,0.0,0.0,8962.956213125392,9462.956213125392,1904.8039366380071,658,0,-658,"[37,37,37,37,37,37,37,37,37,37,36,36,36,36,36,36,36,36]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-36,-36,-36,-36,-36,-36,-36,-36]",37,0.7953773373816642,-0.006944797768182465,62,209.7682928244016,5.24420732061004,0.29134485114500225,12.323410684298144,0,40.0,128,199.55308290660196,4.988827072665049,,True,2183.398359189974,86,86,100.0,109,109,100.0,182,162,89.01098901098901,248,248,100.0,273,273,100.0,84,84,100.0,114,114,100.0,12,12,100.0,77,77,100.0,65,45,69.23076923076923
adaptive_t0_i25ms,threshold_interval,adaptive,18,0.0,0.0,25.0,adaptive_t0_i25ms,98.97893598497475,2.0,1.5,97.23360971291956,96.81020733652312,89.26149632949105,88.19776714513556,-7.972113383428507,-8.612440191387563,0.0,0.0,0.0,0.0,0.0,96.78506001759679,89.37883822672426,88.33865814696486,98.96155487857223,0.4485496953227681,-0.11734189723320299,-0.1408910018293028,0.017381106402524438,627,8,19.0,33,0.390625,0668f324afc74e465b6096abcbd4900a3b3930125156838f2334c7158fe8c4d2,201.86360341828697,2.9990899497087495,11.338344989073693,6.308237606821468,0.30636513631869294,88.1962932829844,333.43448071542934,627,32,100.0,100.0,96.81020733652312,96.81020733652312,0.0,97.23360971291957,97.23360971291957,0.0,0.0,0.0,,0.0,116.77777777777777,116.875,38.375,38.375,3.0430691277596815,39.5,8963.348897671973,9463.348897671973,1904.9112252551786,46,0,-46,"[1,0,0,5,0,0,10,5,0,0,0,15,0,0,8,0,0,2]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[-1,0,0,-5,0,0,-10,-5,0,0,0,-15,0,0,-8,0,0,-2]",15,0.7894467851364162,-0.021849143287611117,62,209.7682928244016,5.24420732061004,0.29134485114500225,12.323410684298143,0,40.0,128,199.55308290660187,4.988827072665047,50.00000000000002,True,505.94494708790444,86,86,100.0,110,110,100.0,183,163,89.07103825136612,248,248,100.0,274,274,100.0,84,84,100.0,114,114,100.0,12,12,100.0,77,77,100.0,66,46,69.6969696969697
adaptive_t0p005_i25ms,threshold,adaptive,18,0.0,0.005,25.0,adaptive_t0_i25ms,98.97893598497475,2.0,1.5,97.23360971291956,96.81020733652312,89.26149632949105,88.19776714513556,-7.972113383428507,-8.612440191387563,0.0,0.0,0.0,0.0,0.9752616555661286,96.78506001759679,89.37883822672426,88.33865814696486,98.96155487857223,0.4485496953227681,-0.11734189723320299,-0.1408910018293028,0.017381106402524438,627,8,19.0,33,0.390625,0668f324afc74e465b6096abcbd4900a3b3930125156838f2334c7158fe8c4d2,201.86360341828697,2.9990899497087495,11.338344989073693,6.308237606821468,0.30636513631869294,88.1962932829844,333.43448071542934,627,32,100.0,100.0,96.81020733652312,96.81020733652312,0.0,97.23360971291957,97.23360971291957,0.0,0.0,0.0,,0.0,115.63888888888889,116.25,38.375,38.375,3.0133912414042707,39.5,8963.348897671973,9463.348897671973,1904.9112252551786,46,0,-46,"[1,0,0,5,0,0,10,5,0,0,0,15,0,0,8,0,0,2]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[-1,0,0,-5,0,0,-10,-5,0,0,0,-15,0,0,-8,0,0,-2]",15,0.7894467851364162,-0.021849143287611117,62,209.7682928244016,5.24420732061004,0.29134485114500225,12.323410684298143,0,40.0,128,199.55308290660187,4.988827072665047,50.00000000000002,True,519.1716510108672,86,86,100.0,110,110,100.0,183,163,89.07103825136612,248,248,100.0,274,274,100.0,84,84,100.0,114,114,100.0,12,12,100.0,77,77,100.0,66,46,69.6969696969697
adaptive_t0p01_i25ms,threshold,adaptive,18,0.0,0.01,25.0,adaptive_t0_i25ms,98.97893598497475,2.0,1.5,97.23360971291956,96.81020733652312,89.26149632949105,88.19776714513556,-7.972113383428507,-8.612440191387563,0.0,0.0,0.0,0.0,1.7245480494766818,96.78506001759679,89.37883822672426,88.33865814696486,98.96155487857223,0.4485496953227681,-0.11734189723320299,-0.1408910018293028,0.017381106402524438,627,8,19.0,33,0.390625,0668f324afc74e465b6096abcbd4900a3b3930125156838f2334c7158fe8c4d2,201.86360341828697,2.9990899497087495,11.338344989073693,6.308237606821468,0.30636513631869294,88.1962932829844,333.43448071542934,627,32,100.0,100.0,96.81020733652312,96.81020733652312,0.0,97.23360971291957,97.23360971291957,0.0,0.0,0.0,,0.0,114.76388888888889,115.125,38.375,38.375,2.9905899384726746,39.5,8963.348897671973,9463.348897671973,1904.9112252551786,46,0,-46,"[1,0,0,5,0,0,10,5,0,0,0,15,0,0,8,0,0,2]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[-1,0,0,-5,0,0,-10,-5,0,0,0,-15,0,0,-8,0,0,-2]",15,0.7894467851364162,-0.021849143287611117,62,209.7682928244016,5.24420732061004,0.29134485114500225,12.323410684298143,0,40.0,128,199.55308290660187,4.988827072665047,50.00000000000002,True,522.7130681579001,86,86,100.0,110,110,100.0,183,163,89.07103825136612,248,248,100.0,274,274,100.0,84,84,100.0,114,114,100.0,12,12,100.0,77,77,100.0,66,46,69.6969696969697
adaptive_t0p02_i25ms,threshold,adaptive,18,0.0,0.02,25.0,adaptive_t0_i25ms,98.97893598497475,2.0,1.5,97.23360971291956,96.81020733652312,89.26149632949105,88.19776714513556,-7.972113383428507,-8.612440191387563,0.0,0.0,0.0,0.0,2.331113225499515,96.78506001759679,89.37883822672426,88.33865814696486,98.96155487857223,0.4485496953227681,-0.11734189723320299,-0.1408910018293028,0.017381106402524438,627,8,19.0,33,0.390625,0668f324afc74e465b6096abcbd4900a3b3930125156838f2334c7158fe8c4d2,201.86360341828697,2.9990899497087495,11.338344989073693,6.308237606821468,0.30636513631869294,88.1962932829844,333.43448071542934,627,32,100.0,100.0,96.81020733652312,96.81020733652312,0.0,97.23360971291957,97.23360971291957,0.0,0.0,0.0,,0.0,114.05555555555556,114.375,38.375,38.375,2.9721317408613825,39.5,8963.348897671973,9463.348897671973,1904.9112252551786,46,0,-46,"[1,0,0,5,0,0,10,5,0,0,0,15,0,0,8,0,0,2]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[-1,0,0,-5,0,0,-10,-5,0,0,0,-15,0,0,-8,0,0,-2]",15,0.7894467851364162,-0.021849143287611117,62,209.7682928244016,5.24420732061004,0.29134485114500225,12.323410684298143,0,40.0,128,199.55308290660187,4.988827072665047,50.00000000000002,True,519.971970431041,86,86,100.0,110,110,100.0,183,163,89.07103825136612,248,248,100.0,274,274,100.0,84,84,100.0,114,114,100.0,12,12,100.0,77,77,100.0,66,46,69.6969696969697
adaptive_t0p05_i25ms,threshold,adaptive,18,0.0,0.05,25.0,adaptive_t0_i25ms,98.97893598497475,2.0,1.5,97.23360971291956,96.81020733652312,89.26149632949105,88.19776714513556,-7.972113383428507,-8.612440191387563,0.0,0.0,0.0,0.0,3.6096574690770655,96.78506001759679,89.37883822672426,88.33865814696486,98.96155487857223,0.4485496953227681,-0.11734189723320299,-0.1408910018293028,0.017381106402524438,627,8,19.0,33,0.390625,0668f324afc74e465b6096abcbd4900a3b3930125156838f2334c7158fe8c4d2,201.86360341828697,2.9990899497087495,11.338344989073693,6.308237606821468,0.30636513631869294,88.1962932829844,333.43448071542934,627,32,100.0,100.0,96.81020733652312,96.81020733652312,0.0,97.23360971291957,97.23360971291957,0.0,0.0,0.0,,0.0,112.5625,113.125,38.375,38.375,2.933224755700326,39.5,8963.348897671973,9463.348897671973,1904.9112252551786,46,0,-46,"[1,0,0,5,0,0,10,5,0,0,0,15,0,0,8,0,0,2]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[-1,0,0,-5,0,0,-10,-5,0,0,0,-15,0,0,-8,0,0,-2]",15,0.7894467851364162,-0.021849143287611117,62,209.7682928244016,5.24420732061004,0.29134485114500225,12.323410684298143,0,40.0,128,199.55308290660187,4.988827072665047,50.00000000000002,True,527.5622143459041,86,86,100.0,110,110,100.0,183,163,89.07103825136612,248,248,100.0,274,274,100.0,84,84,100.0,114,114,100.0,12,12,100.0,77,77,100.0,66,46,69.6969696969697
adaptive_t0_i50ms,interval,adaptive,18,0.0,0.0,50.0,adaptive_t0_i25ms,98.97888335172313,2.0,1.5,97.23360971291956,96.81020733652312,89.26149632949105,88.19776714513556,-7.972113383428507,-8.612440191387563,0.0,0.0,0.0,-5.2633251627298705e-05,10.454329210275926,96.78506001759679,89.37883822672426,88.33865814696486,98.96155487857223,0.4485496953227681,-0.11734189723320299,-0.1408910018293028,0.01732847315089714,627,8,19.0,33,0.390625,0668f324afc74e465b6096abcbd4900a3b3930125156838f2334c7158fe8c4d2,201.86360341828697,2.9990899497087495,11.338344989073693,6.308237606821468,0.30636513631869294,88.1962932829844,333.43448071542934,627,32,100.0,100.0,96.81020733652312,96.81020733652312,0.0,97.23360971291957,97.23360971291957,0.0,0.0,0.0,,0.0,104.56944444444444,104.625,20.0,20.0,5.228472222222222,20.0,8963.354108440451,9463.354108440451,1904.9286253254686,35,0,-35,"[0,0,0,4,0,0,9,3,0,0,0,13,0,0,6,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,-4,0,0,-9,-3,0,0,0,-13,0,0,-6,0,0,0]",13,0.7895094537691327,-0.021850231226705485,62,209.7682928244016,5.24420732061004,0.29134485114500225,12.323410684298143,0,36.62562823272735,128,199.55308290660187,4.988827072665047,50.00000000000002,True,502.84292915300466,86,86,100.0,110,110,100.0,183,163,89.07103825136612,248,248,100.0,274,274,100.0,84,84,100.0,114,114,100.0,12,12,100.0,77,77,100.0,66,46,69.6969696969697
adaptive_t0_i100ms,interval,adaptive,18,0.0,0.0,100.0,adaptive_t0_i25ms,98.97884198734518,2.0,1.5,97.23360971291956,96.81020733652312,89.26149632949105,88.19776714513556,-7.972113383428507,-8.612440191387563,0.0,0.0,0.0,-9.399762957684743e-05,26.694814462416737,96.78506001759679,89.37883822672426,88.33865814696486,98.96155487857223,0.4485496953227681,-0.11734189723320299,-0.1408910018293028,0.01728710877294759,627,8,19.0,33,0.390625,0668f324afc74e465b6096abcbd4900a3b3930125156838f2334c7158fe8c4d2,201.86360341828697,2.9990899497087495,11.338344989073693,6.308237606821468,0.30636513631869294,88.1962932829844,333.43448071542934,627,32,100.0,100.0,96.81020733652312,96.81020733652312,0.0,97.23360971291957,97.23360971291957,0.0,0.0,0.0,,0.0,85.60416666666667,85.625,10.0,10.0,8.560416666666667,10.0,8963.355198065556,9463.355198065556,1904.931269391578,105,62,-43,"[8,0,0,12,0,0,17,11,6,0,3,21,0,0,14,3,2,8]","[5,3,8,0,0,4,2,12,0,0,0,8,10,0,0,2,2,6]","[-3,3,8,-12,0,4,-15,1,-6,0,-3,-13,10,0,-14,-1,0,-2]",15,0.7894800076510666,-0.02152835737231351,62,209.7682928244016,5.24420732061004,0.29134485114500225,12.323410684298143,0,25.217760801075674,128,199.55308290660187,4.988827072665047,50.00000000000002,True,510.3950618549716,86,86,100.0,110,110,100.0,183,163,89.07103825136612,248,248,100.0,274,274,100.0,84,84,100.0,114,114,100.0,12,12,100.0,77,77,100.0,66,46,69.6969696969697
