label,mode,strategy,seed,start_ms,end_ms,width_ms,U_percent,stall_percent,idle_percent,processing_only_U_percent,compute_npu_ms,stall_npu_ms,idle_npu_ms,all_32_active,cards_with_exhaustion,warm_mixed_cards,mean_long_cards,mean_short_cards,min_card_role_compute_ms,first_card_done_ms,last_card_done_ms,admission_slo_count,admission_slo_passed
raw176_three_l20_fixed_seed101,fixed,once,101,2000,6000,4000,82.26649607305836,0.0010655106206783672,17.73243841632096,99.9987048228972,105301.1149735147,1.36385359446831,22697.521172890833,False,32,0,16.550121992927934,9.775497713849354,0.0,5255.37542879287,5310.331090354386,745,745
raw176_three_l20_fixed_seed101,fixed,once,101,2000,8000,6000,54.844330715372244,0.000710340413785578,45.15495894421397,99.9987048228972,105301.1149735147,1.36385359446831,86697.52117289083,False,32,0,11.033414661951957,6.51699847589957,0.0,5255.37542879287,5310.331090354386,745,745
raw176_three_l20_fixed_seed101,fixed,once,101,2000,4350,2350,99.99881639886966,0.0011836011303168388,0.0,99.99881639886966,75199.10993194999,0.8900680499982627,0.0,True,0,0,19.99999999999999,12.0,0.0,5255.37542879287,5310.331090354386,555,555
raw176_extendedhot_random_seed7,random,baseline,7,0,4000,4000,99.36749821951346,0.6325017804865118,0.0,99.36749821951346,127190.39772097724,809.6022790227352,0.0,True,0,32,21.091598340676192,10.908401659323916,541.620653267159,4366.008152478046,6783.649458216346,885,885
raw176_extendedhot_random_seed7,random,baseline,7,1000,4000,3000,99.96837140289357,0.031628597106453306,0.0,99.96837140289357,95969.63654677782,30.363453222195176,0.0,True,0,32,21.245989833975784,10.754010166024216,281.54774383911354,4366.008152478046,6783.649458216346,654,654
raw176_extendedhot_random_seed7,random,baseline,7,2000,4000,2000,99.98249996871098,0.017500031289011276,0.0,99.98249996871098,63988.79997997503,11.200020024967216,0.0,True,0,32,21.267777511942143,10.732222488057856,174.3338193466716,4366.008152478046,6783.649458216346,433,433
raw176_extendedhot_random_seed7,random,baseline,7,2000,4250,2250,99.97321191556195,0.02678808443804744,0.0,99.97321191556195,71980.7125792046,19.287420795394155,0.0,True,0,32,21.51675145404376,10.483248545956233,239.34918047883548,4366.008152478046,6783.649458216346,483,483
raw176_extendedhot_random_seed7,random,baseline,7,2000,4500,2500,99.47213857865769,0.0295064366119567,0.4983549847303584,99.97034578010502,79577.71086292615,23.60514928956536,398.6839877842867,False,3,32,21.301256137607567,10.539270267278718,260.0729094280432,4366.008152478046,6783.649458216346,535,535
raw176_extendedhot_random_seed7,random,baseline,7,2000,5000,3000,90.94688368398846,0.024588697176630585,9.028527618834914,99.9729709803161,87309.00833662892,23.60514928956536,8667.386514081518,False,20,32,18.779478249326992,10.331392912645832,281.547743839114,4366.008152478046,6783.649458216346,598,598
raw176_extendedhot_random_seed7,random,baseline,7,2000,6000,4000,77.58516276299135,0.018441522882472937,22.396395714126186,99.97623625467892,99309.00833662892,23.60514928956536,28667.386514081518,False,20,32,15.50926311673363,9.323890254745988,281.547743839114,4366.008152478046,6783.649458216346,705,705
raw176_extendedhot_random_seed7,random,baseline,7,2000,8000,6000,54.868469201242235,0.012294348588315292,45.11923645016946,99.97759807299849,105347.46086638508,23.60514928956536,86628.93398432537,False,32,32,10.668669079220583,6.893175256725187,281.547743839114,4366.008152478046,6783.649458216346,760,760
raw176_extendedhot_random_seed7,random,baseline,7,2000,4350,2350,99.96890973864062,0.031090261359395903,0.0,99.96890973864062,75176.62012345775,23.37987654226572,0.0,True,0,32,21.401101354745677,10.598898645254318,260.0729094280432,4366.008152478046,6783.649458216346,506,506
raw176_extendedhot_random_seed7,random,once,7,0,4000,4000,99.39364790995126,0.6063520900487672,0.0,99.39364790995126,127223.86932473759,776.130675262422,0.0,True,0,32,21.1304593482443,10.869540651755813,541.620653267159,4368.6633276471575,6766.817052985064,887,887
raw176_extendedhot_random_seed7,random,once,7,1000,4000,3000,99.94727403338271,0.052725966617282204,0.0,99.94727403338271,95949.3830720474,50.61692795259091,0.0,True,0,32,21.267547843842816,10.732452156157184,281.54774383911354,4368.6633276471575,6766.817052985064,653,653
