label,group,seed,strategy,start_ms,end_ms,device_U_percent,occupied_percent,tail_idle_percent,exposed_stall_percent,occupied_compute_fraction_percent,all_32_active,compute_ms,occupied_ms,tail_idle_ms,l0_stall_ms,l1_7_stall_ms
raw176_three_l20_fixed_seed19,fixed,19,baseline,2000,4250,91.05648006286658,100.0,0.0,8.943519937133416,91.05648006286658,True,65560.66564526394,72000.0,0.0,768.7494794949707,5670.584875241089
raw176_three_l20_fixed_seed19,fixed,19,baseline,2000,5000,91.13675496360196,100.0,0.0,8.863245036398038,91.13675496360196,True,87491.28476505788,96000.0,0.0,991.9800850897818,7516.735149852335
raw176_three_l20_fixed_seed19,fixed,19,baseline,2000,6000,81.78224349253165,89.07338887346864,10.92661112653135,7.291145380936999,91.81445157397762,False,104681.27167044052,114013.93775803987,13986.062241960128,1098.1538629000588,8234.5122246993
raw176_three_l20_fixed_seed19,fixed,19,baseline,2000,8000,57.67193883679857,62.5327024240899,37.4672975759101,4.860763587291332,92.2268454762659,False,110730.12256665326,120062.78865425261,71937.21134574739,1098.1538629000588,8234.5122246993
raw176_three_l20_fixed_seed43,fixed,43,baseline,2000,4000,91.42073591419324,100.0,0.0,8.579264085806768,91.42073591419324,True,58509.27098508367,64000.0,0.0,735.443922803076,4755.285092113255
raw176_three_l20_fixed_seed43,fixed,43,baseline,1000,4000,91.31543935114111,100.0,0.0,8.684560648858909,91.31543935114111,True,87662.82177709545,96000.0,0.0,1068.1266472963462,7269.051575608206
raw176_three_l20_fixed_seed43,fixed,43,baseline,0,4000,90.77066728945913,100.0,0.0,9.229332710540872,90.77066728945913,True,116186.45413050769,128000.0,0.0,1941.0147870454123,9872.531082446903
raw176_three_l20_fixed_seed43,fixed,43,baseline,2000,4250,91.41404058020024,100.0,0.0,8.585959419799762,91.41404058020024,True,65818.10921774418,72000.0,0.0,824.8488951793752,5357.041887076453
raw176_three_l20_fixed_seed43,fixed,43,baseline,2000,5000,91.38357084272153,100.0,0.0,8.616429157278485,91.38357084272153,True,87728.22800901266,96000.0,0.0,1059.6544237540302,7212.117567233314
raw176_three_l20_fixed_seed43,fixed,43,baseline,2000,6000,82.0090271666479,89.06497952320697,10.935020476793039,7.055952356559075,92.07774773616767,False,104971.5547733093,114003.17378970492,13996.82621029509,1146.9769062153046,7884.642110180313
raw176_three_l20_fixed_seed43,fixed,43,baseline,2000,8000,57.74576846977248,62.44973670747853,37.55026329252147,4.70396823770605,92.46759316257815,False,110871.87546196315,119903.49447835877,72096.50552164123,1146.9769062153046,7884.642110180313
raw176_three_l20_fixed_seed67,fixed,67,baseline,2000,4000,91.37793933471066,100.0,0.0,8.622060665289336,91.37793933471066,True,58481.881174214825,64000.0,0.0,794.1070397883366,4724.011785996839
raw176_three_l20_fixed_seed67,fixed,67,baseline,1000,4000,91.3006536422588,100.0,0.0,8.69934635774119,91.3006536422588,True,87648.62749656846,96000.0,0.0,1100.1110960061005,7251.261407425442
raw176_three_l20_fixed_seed67,fixed,67,baseline,0,4000,90.80457193511099,100.0,0.0,9.195428064889013,90.80457193511099,True,116229.85207694206,128000.0,0.0,1932.8294694265078,9837.31845363143
raw176_three_l20_fixed_seed67,fixed,67,baseline,2000,4250,91.33806580365255,100.0,0.0,8.661934196347437,91.33806580365255,True,65763.40737862984,72000.0,0.0,905.8447430402409,5330.747878329914
raw176_three_l20_fixed_seed67,fixed,67,baseline,2000,5000,91.28304843369727,100.0,0.0,8.716951566302706,91.28304843369727,True,87631.7264963494,96000.0,0.0,1182.3965566142476,7185.876947036351
raw176_three_l20_fixed_seed67,fixed,67,baseline,2000,6000,81.90695985105918,89.06918048348071,10.930819516519298,7.162220632421506,91.9588115737184,False,104840.90860935577,114008.5510188553,13991.4489811447,1271.9947845536433,7895.647624945885
raw176_three_l20_fixed_seed67,fixed,67,baseline,2000,8000,57.70889984617711,62.483713601124784,37.516286398875216,4.774813754947671,92.35830670144145,False,110801.08770466005,119968.73011415958,72031.26988584042,1271.9947845536433,7895.647624945885
raw176_three_l20_fixed_seed101,fixed,101,baseline,2000,4000,91.23647920118053,100.0,0.0,8.763520798819478,91.23647920118053,True,58391.34668875553,64000.0,0.0,613.5822659166213,4995.071045327844
raw176_three_l20_fixed_seed101,fixed,101,baseline,1000,4000,91.14625231752812,100.0,0.0,8.853747682471893,91.14625231752812,True,87500.40222482699,96000.0,0.0,1013.9184586712275,7485.679316501789
raw176_three_l20_fixed_seed101,fixed,101,baseline,0,4000,90.66410049253209,100.0,0.0,9.33589950746791,90.66410049253209,True,116050.04863044107,128000.0,0.0,1951.9107952676625,9998.040574291264
raw176_three_l20_fixed_seed101,fixed,101,baseline,2000,4250,91.26565269842847,100.0,0.0,8.734347301571523,91.26565269842847,True,65711.2699428685,72000.0,0.0,718.9375057116174,5569.792551419879
raw176_three_l20_fixed_seed101,fixed,101,baseline,2000,5000,91.31845449770374,100.0,0.0,8.681545502296272,91.31845449770374,True,87665.71631779558,96000.0,0.0,970.4594803162925,7363.824201888129
raw176_three_l20_fixed_seed101,fixed,101,baseline,2000,6000,81.97628232733206,89.07618094832064,10.92381905167936,7.099898620988579,92.02940837224742,False,104929.64137898503,114017.51161385042,13982.488386149582,1061.3860044525634,8026.484230412818
raw176_three_l20_fixed_seed101,fixed,101,baseline,2000,8000,57.75539409671964,62.488659844045365,37.511340155954635,4.733265747325719,92.4254004500358,False,110890.35666570172,119978.2269005671,72021.7730994329,1061.3860044525634,8026.484230412818
