scenario,policy,latency_ratio,macro_cdf
semi,once,1.0640429208907938,0.9517052053637419
semi,once,1.0711337624175534,0.9538697075282441
semi,once,1.0736312929094374,0.9559022278534474
semi,once,1.073959272395031,0.9579347481786505
semi,once,1.0825326939466091,0.9598395100834125
semi,once,1.0847082636870087,0.9620040122479147
semi,once,1.1033538592493395,0.9640365325731178
semi,once,1.106194099373361,0.9662010347376201
semi,once,1.1288644644754944,0.9683655369021222
semi,once,1.1395807119832826,0.9705300390666244
semi,once,1.1501396214767632,0.9726945412311266
semi,once,1.1546223673747398,0.9747270615563298
semi,once,1.172438524425066,0.9767595818815331
semi,once,1.184032737570202,0.9787921022067364
semi,once,1.1886194655927835,0.9806968641114983
semi,once,1.1969639663827298,0.9826016260162601
semi,once,1.2026635035213344,0.9845063879210221
semi,once,1.2560776276672043,0.986411149825784
semi,once,1.2958511228892913,0.9883159117305459
semi,once,1.2994249169120775,0.9903484320557491
semi,once,1.3274640295649225,0.992253193960511
semi,once,1.3512690360456396,0.994157955865273
semi,once,1.3913988801156267,0.9961904761904762
semi,once,1.4230253421599808,0.998095238095238
semi,once,1.5,0.998095238095238
semi,once,1.5534861564015383,1.0
