npu_id,cycle_index,start_ms,end_ms,duration_ms,pure_compute_ms,U_percent,ends_before_first_npu_finishes
30,1,9007.60396755552,16448.953999890953,7441.350032335433,6145.877182505515,82.59088949988099,True
30,2,16448.953999890953,23847.67338877957,7398.719388888618,6145.877182505515,83.06676952413389,True
30,3,23847.67338877957,31141.075792966953,7293.402404187382,6145.877182505515,84.26625656877187,True
30,4,31141.075792966953,38285.9649038334,7144.88911086645,6145.877182505515,86.01781059356726,True
30,5,38285.9649038334,45356.061573449726,7070.096669616323,6145.877182505515,86.92776732342807,True
30,6,45356.061573449726,52294.85277178655,6938.791198336825,6145.877182505515,88.57273560816522,True
30,7,52294.85277178655,59106.45286746228,6811.600095675727,6145.877182505515,90.2266295170082,True
30,8,59106.45286746228,65786.88497912922,6680.432111666938,6145.877182505515,91.99819831672478,True
30,9,65786.88497912922,72335.0264197494,6548.14144062018,6145.877182505515,93.85681781979703,False
31,0,1534.6063437650096,9004.788339503762,7470.181995738752,6145.877182505515,82.27212116132289,True
31,1,9004.788339503762,16452.151479139,7447.3631396352375,6145.877182505515,82.52420443682745,True
31,2,16452.151479139,23809.886905014922,7357.735425875922,6145.877182505515,83.52946697283372,True
31,3,23809.886905014922,31142.47311657535,7332.586211560429,6145.877182505515,83.815955314866,True
31,4,31142.47311657535,38305.015501977934,7162.542385402583,6145.877182505515,85.80580542226105,True
31,5,38305.015501977934,45369.49770015871,7064.482198180776,6145.877182505515,86.99685284914699,True
31,6,45369.49770015871,52326.75203326116,6957.25433310245,6145.877182505515,88.33768162338953,True
31,7,52326.75203326116,59193.04916568005,6866.297132418891,6145.877182505515,89.50788269106579,True
31,8,59193.04916568005,65904.81405627765,6711.764890597602,6145.877182505515,91.56871974337436,True
31,9,65904.81405627765,72581.17357551111,6676.3595192334615,6145.877182505515,92.05431739858052,False
