input,short_npu_count,long_nql,rho_ssu,capacity_feasible,strategy,start_ms,end_ms,fleet_utilization,short_utilization,long_utilization,minimum_npu_utilization,all_npus_active,mean_npu_io_stall_ms,mean_short_io_stall_ms,mean_long_io_stall_ms,full_run_utilization,makespan_ms,admission_slo_passed,total_request_count,wall_seconds,input_fingerprint
m1_long384,1,384,1.5497540080319783,False,baseline_native,1000.0,2000.0,0.5092361820255212,0.03273034837484284,0.6680714599090808,0.03273034837484284,True,490.76381797447874,967.2696516251572,331.9285400909192,0.4105653001326468,8242.538260296897,840,882,26.566681296098977,e20eec545727ffab4ef846b522b6a529146f1fff698389620f7380472a083932
m1_long384,1,384,1.5497540080319783,False,baseline_native,2000.0,3000.0,0.5092361820255297,0.03273034837484284,0.668071459909092,0.03273034837484284,True,490.7638179744703,967.2696516251572,331.928540090908,0.4105653001326468,8242.538260296897,840,882,26.566681296098977,e20eec545727ffab4ef846b522b6a529146f1fff698389620f7380472a083932
m1_long384,1,384,1.5497540080319783,False,once_native,1000.0,2000.0,0.7240149247618956,1.0,0.6320198996825275,0.6315635347329833,True,275.98507523810434,0.0,367.98010031747253,0.6395193767084892,5291.6304305134245,819,882,75.82371551217511,e20eec545727ffab4ef846b522b6a529146f1fff698389620f7380472a083932
m1_long384,1,384,1.5497540080319783,False,once_native,2000.0,3000.0,0.7240338075133685,1.0,0.6320450766844914,0.6315593385660018,True,275.96619248663154,0.0,367.9549233155086,0.6395193767084892,5291.6304305134245,819,882,75.82371551217511,e20eec545727ffab4ef846b522b6a529146f1fff698389620f7380472a083932
m1_long512,1,512,1.1818779951722682,False,baseline_native,1000.0,2000.0,0.6730517434538286,0.03273034837484284,0.8864922084801571,0.03273034837484284,True,326.94825654617154,967.2696516251572,113.50779151984291,0.4799201466019078,7109.900060103538,843,874,19.487776428926736,110e9a6ebf952b6fe5a470cb012f369e5ab9988e8b0acbfb911ad1cbf72b7750
m1_long512,1,512,1.1818779951722682,False,baseline_native,2000.0,3000.0,0.6728235380529193,0.03273034837484284,0.8861879346122781,0.03273034837484284,True,327.1764619470807,967.2696516251572,113.81206538772193,0.4799201466019078,7109.900060103538,843,874,19.487776428926736,110e9a6ebf952b6fe5a470cb012f369e5ab9988e8b0acbfb911ad1cbf72b7750
m1_long512,1,512,1.1818779951722682,False,once_native,1000.0,2000.0,0.8789651929389068,1.0,0.8386202572518758,0.8383485236499879,True,121.03480706109306,0.0,161.37974274812416,0.8400262388541806,4061.997258352451,874,874,38.59023717371747,110e9a6ebf952b6fe5a470cb012f369e5ab9988e8b0acbfb911ad1cbf72b7750
m1_long512,1,512,1.1818779951722682,False,once_native,2000.0,3000.0,0.8776371060858716,1.0,0.8368494747811622,0.8354363837573995,True,122.36289391412828,0.0,163.15052521883777,0.8400262388541806,4061.997258352451,874,874,38.59023717371747,110e9a6ebf952b6fe5a470cb012f369e5ab9988e8b0acbfb911ad1cbf72b7750
m1_long768,1,768,0.8076376334766795,True,baseline_native,1000.0,2000.0,0.8220595573091298,0.28823822923651915,1.0,0.28823822923651915,True,177.9404426908702,711.7617707634809,0.0,0.5937957251645483,6137.75632404158,707,886,14.384145489893854,d5517e731c0a893b5be49a7f0d4a6a67e113c0c615227e80624c6de39d934412
m1_long768,1,768,0.8076376334766795,True,baseline_native,2000.0,3000.0,0.8220595573091298,0.28823822923651937,1.0,0.28823822923651937,True,177.94044269087016,711.7617707634806,0.0,0.5937957251645483,6137.75632404158,707,886,14.384145489893854,d5517e731c0a893b5be49a7f0d4a6a67e113c0c615227e80624c6de39d934412
m1_long768,1,768,0.8076376334766795,True,once_native,1000.0,2000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9827313607352582,3708.61622304469,886,886,29.21315630991012,d5517e731c0a893b5be49a7f0d4a6a67e113c0c615227e80624c6de39d934412
m1_long768,1,768,0.8076376334766795,True,once_native,2000.0,3000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9827313607352582,3708.61622304469,886,886,29.21315630991012,d5517e731c0a893b5be49a7f0d4a6a67e113c0c615227e80624c6de39d934412
m2_long1024,2,1024,0.4873279130868456,True,baseline_native,1000.0,2000.0,0.8228990367547042,0.6457980735094082,1.0000000000000002,0.6457833869249356,True,177.10096324529587,354.2019264905918,-2.220446049250313e-13,0.7491015385733921,4984.7671481893085,1534,1756,9.579399168957025,f918fd99fb9b779fc704f8177455465ea778bbb17826c6277d51fdbcf81c174f
m2_long1024,2,1024,0.4873279130868456,True,baseline_native,2000.0,3000.0,0.8252069630835402,0.6504139261670805,1.0,0.6503992395826078,True,174.79303691645976,349.5860738329195,0.0,0.7491015385733921,4984.7671481893085,1534,1756,9.579399168957025,f918fd99fb9b779fc704f8177455465ea778bbb17826c6277d51fdbcf81c174f
m2_long1024,2,1024,0.4873279130868456,True,once_native,1000.0,2000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9739890387580766,3833.8180323877355,1756,1756,22.01030105864629,f918fd99fb9b779fc704f8177455465ea778bbb17826c6277d51fdbcf81c174f
m2_long1024,2,1024,0.4873279130868456,True,once_native,2000.0,3000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9739890387580766,3833.8180323877355,1756,1756,22.01030105864629,f918fd99fb9b779fc704f8177455465ea778bbb17826c6277d51fdbcf81c174f
m2_long1536,2,1536,0.3616785650703858,True,baseline_native,1000.0,2000.0,0.885874320777319,0.771748641554638,1.0,0.771748641554638,True,114.12567922268101,228.25135844536203,0.0,0.8202541492972867,4879.874111350126,1718,1876,7.699677774682641,22b6f474c57a2d79f13797fb50977ecce164ae6a69957923c557035ce74ef141
m2_long1536,2,1536,0.3616785650703858,True,baseline_native,2000.0,3000.0,0.8798677060813862,0.7597354121627725,1.0,0.7597354121627725,True,120.13229391861375,240.26458783722748,0.0,0.8202541492972867,4879.874111350126,1718,1876,7.699677774682641,22b6f474c57a2d79f13797fb50977ecce164ae6a69957923c557035ce74ef141
m2_long1536,2,1536,0.3616785650703858,True,once_native,1000.0,2000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9761066421837741,4100.716883688356,1876,1876,18.757193407043815,22b6f474c57a2d79f13797fb50977ecce164ae6a69957923c557035ce74ef141
m2_long1536,2,1536,0.3616785650703858,True,once_native,2000.0,3000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9761066421837741,4100.716883688356,1876,1876,18.757193407043815,22b6f474c57a2d79f13797fb50977ecce164ae6a69957923c557035ce74ef141
m2_long256,2,256,1.589611425957632,False,baseline_native,1000.0,2000.0,0.3629932692341022,0.05411065658744178,0.6718758818807625,0.053846702165064014,True,637.0067307658978,945.8893434125582,328.1241181192375,0.4152476272370111,7848.109269342726,1501,1630,25.131039150990546,588ce6d9774e8329159eac00ce9ad4f4ede673fa90252de79125246d9f371284
m2_long256,2,256,1.589611425957632,False,baseline_native,2000.0,3000.0,0.36353412477170716,0.05444674693511251,0.6726215026083019,0.054374611009819544,True,636.4658752282928,945.5532530648875,327.3784973916981,0.4152476272370111,7848.109269342726,1501,1630,25.131039150990546,588ce6d9774e8329159eac00ce9ad4f4ede673fa90252de79125246d9f371284
m2_long256,2,256,1.589611425957632,False,once_native,1000.0,2000.0,0.8006709371641778,1.0,0.6013418743283555,0.6012957164914412,True,199.32906283582236,0.0,398.6581256716445,0.6254847229908498,5210.213187635335,1574,1630,77.68069188809022,588ce6d9774e8329159eac00ce9ad4f4ede673fa90252de79125246d9f371284
m2_long256,2,256,1.589611425957632,False,once_native,2000.0,3000.0,0.8006782804564141,1.0,0.6013565609128282,0.6013334819943711,True,199.3217195435859,0.0,398.6434390871718,0.6254847229908498,5210.213187635335,1574,1630,77.68069188809022,588ce6d9774e8329159eac00ce9ad4f4ede673fa90252de79125246d9f371284
m2_long384,2,384,1.1073568156539229,False,baseline_native,1000.0,2000.0,0.5283969659519762,0.058603924508112644,0.9981900073958397,0.058597881767863784,True,471.6030340480238,941.3960754918874,1.8099926041602599,0.5156830282809081,6512.412238012562,1529,1632,18.304149953182787,451de3ba72e5dbbd6171c7078d560a00806b8fcdde308d7c981c7d90baa41dea
m2_long384,2,384,1.1073568156539229,False,baseline_native,2000.0,3000.0,0.5260448096085966,0.05422685226615272,0.9978627669510404,0.05407909352248589,True,473.9551903914035,945.7731477338473,2.1372330489596303,0.5156830282809081,6512.412238012562,1529,1632,18.304149953182787,451de3ba72e5dbbd6171c7078d560a00806b8fcdde308d7c981c7d90baa41dea
m2_long384,2,384,1.1073568156539229,False,once_native,1000.0,2000.0,0.9460792403779315,1.0,0.8921584807558629,0.8920724593325229,True,53.92075962206866,0.0,107.84151924413709,0.8886347652931763,3779.2134580780075,1632,1632,58.54867707192898,451de3ba72e5dbbd6171c7078d560a00806b8fcdde308d7c981c7d90baa41dea
m2_long384,2,384,1.1073568156539229,False,once_native,2000.0,3000.0,0.9462177138886809,1.0,0.8924354277773618,0.8923871718569519,True,53.782286111319024,0.0,107.56457222263816,0.8886347652931763,3779.2134580780075,1632,1632,58.54867707192898,451de3ba72e5dbbd6171c7078d560a00806b8fcdde308d7c981c7d90baa41dea
m2_long512,2,512,0.862106140414116,True,baseline_native,1000.0,2000.0,0.6554691547805035,0.31093830956100693,1.0,0.31093830956100693,True,344.53084521949654,689.061690438993,0.0,0.5919009326796647,5743.507249794287,1150,1648,14.510628517717123,49f87446517abcaa936946b4bd679a0532a385a8dfdb337819539a477fedad0a
m2_long512,2,512,0.862106140414116,True,baseline_native,2000.0,3000.0,0.6533575194014813,0.3067150388029627,1.0,0.3067150388029627,True,346.64248059851866,693.2849611970373,0.0,0.5919009326796647,5743.507249794287,1150,1648,14.510628517717123,49f87446517abcaa936946b4bd679a0532a385a8dfdb337819539a477fedad0a
m2_long512,2,512,0.862106140414116,True,once_native,1000.0,2000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9884064711234819,3439.462809406216,1648,1648,32.005822284612805,49f87446517abcaa936946b4bd679a0532a385a8dfdb337819539a477fedad0a
m2_long512,2,512,0.862106140414116,True,once_native,2000.0,3000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9884064711234819,3439.462809406216,1648,1648,32.005822284612805,49f87446517abcaa936946b4bd679a0532a385a8dfdb337819539a477fedad0a
m2_long768,2,768,0.6126125659503905,True,baseline_native,1000.0,2000.0,0.7682090767163798,0.5364181534327597,1.0,0.5364181534327597,True,231.79092328362015,463.58184656724035,0.0,0.689125046444113,5225.422324086161,1414,1700,11.329618600662798,32b65467402bc671e6e9eaddf3768bf0db8bb101f72a4997e06fa9da1025f193
m2_long768,2,768,0.6126125659503905,True,baseline_native,2000.0,3000.0,0.7682090767163757,0.5364181534327516,1.0,0.5364181534327516,True,231.79092328362424,463.5818465672484,0.0,0.689125046444113,5225.422324086161,1414,1700,11.329618600662798,32b65467402bc671e6e9eaddf3768bf0db8bb101f72a4997e06fa9da1025f193
m2_long768,2,768,0.6126125659503905,True,once_native,1000.0,2000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9725187778779554,3702.7248045876586,1700,1700,25.65939580788836,32b65467402bc671e6e9eaddf3768bf0db8bb101f72a4997e06fa9da1025f193
m2_long768,2,768,0.6126125659503905,True,once_native,2000.0,3000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9725187778779554,3702.7248045876586,1700,1700,25.65939580788836,32b65467402bc671e6e9eaddf3768bf0db8bb101f72a4997e06fa9da1025f193
m3_long1024,3,1024,0.35494517199232894,True,baseline_native,1000.0,2000.0,0.8768460470254604,0.8357947293672805,1.0,0.8357653561983353,True,123.1539529745396,164.2052706327195,0.0,0.8634694354088116,4275.196302457101,2273,2606,7.452139799017459,b5cf67e5f1d5db032a96cc60c9cae5ef0295146d26b5583fb885e97b489b1b1b
m3_long1024,3,1024,0.35494517199232894,True,baseline_native,2000.0,3000.0,0.8783369371754898,0.837782582900653,1.0,0.8377825829006531,True,121.66306282451018,162.21741709934702,0.0,0.8634694354088116,4275.196302457101,2273,2606,7.452139799017459,b5cf67e5f1d5db032a96cc60c9cae5ef0295146d26b5583fb885e97b489b1b1b
m3_long1024,3,1024,0.35494517199232894,True,once_native,1000.0,2000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9645656567579186,3827.11255753422,2606,2606,20.23039246816188,b5cf67e5f1d5db032a96cc60c9cae5ef0295146d26b5583fb885e97b489b1b1b
m3_long1024,3,1024,0.35494517199232894,True,once_native,2000.0,3000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9645656567579186,3827.11255753422,2606,2606,20.23039246816188,b5cf67e5f1d5db032a96cc60c9cae5ef0295146d26b5583fb885e97b489b1b1b
m3_long1536,3,1536,0.29212049798409934,True,baseline_native,1000.0,2000.0,0.918644517521564,0.8915260233620852,1.0,0.8914966501931398,True,81.3554824784361,108.4739766379148,0.0,0.9057666057726851,4373.053831340155,2557,2794,6.732953004073352,b0daf13869c77b597d4ee06c920e40d43086e21583b118078c78b6cf6d45db83
m3_long1536,3,1536,0.29212049798409934,True,baseline_native,2000.0,3000.0,0.9152645272756849,0.8870193697009131,1.0,0.8869899965319678,True,84.73547272431517,112.9806302990869,0.0,0.9057666057726851,4373.053831340155,2557,2794,6.732953004073352,b0daf13869c77b597d4ee06c920e40d43086e21583b118078c78b6cf6d45db83
m3_long1536,3,1536,0.29212049798409934,True,once_native,1000.0,2000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9674846147327609,4094.0869398407,2794,2794,18.636986719910055,b0daf13869c77b597d4ee06c920e40d43086e21583b118078c78b6cf6d45db83
m3_long1536,3,1536,0.29212049798409934,True,once_native,2000.0,3000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9674846147327609,4094.0869398407,2794,2794,18.636986719910055,b0daf13869c77b597d4ee06c920e40d43086e21583b118078c78b6cf6d45db83
m3_long256,3,256,0.9060869284277218,True,baseline_native,1000.0,2000.0,0.522096271909234,0.36279502921231205,1.0,0.362795029212312,True,477.903728090766,637.2049707876879,0.0,0.610345107252382,5326.80660277708,1505,2351,14.658830267842859,ec541d557a539769a1abcd2e083ac48e7c55c4e245070ffd761e3dc6ff871c2e
m3_long256,3,256,0.9060869284277218,True,baseline_native,2000.0,3000.0,0.5221600435405838,0.3628800580541117,0.9999999999999998,0.3628506848851664,True,477.8399564594162,637.1199419458883,2.220446049250313e-13,0.610345107252382,5326.80660277708,1505,2351,14.658830267842859,ec541d557a539769a1abcd2e083ac48e7c55c4e245070ffd761e3dc6ff871c2e
m3_long256,3,256,0.9060869284277218,True,once_native,1000.0,2000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9905534566267382,3282.1957518137174,2351,2351,50.39219039073214,ec541d557a539769a1abcd2e083ac48e7c55c4e245070ffd761e3dc6ff871c2e
m3_long256,3,256,0.9060869284277218,True,once_native,2000.0,3000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9905534566267382,3282.1957518137174,2351,2351,50.39219039073214,ec541d557a539769a1abcd2e083ac48e7c55c4e245070ffd761e3dc6ff871c2e
m3_long384,3,384,0.6649596232758672,True,baseline_native,1000.0,2000.0,0.6784074608177159,0.5712099477569546,1.0,0.5711805745880092,True,321.5925391822841,428.79005224304547,0.0,0.6993133999310693,4765.503898908267,1593,2382,11.490539245773107,8d5905b2cd7cbe676c55f0d3891c424f5bd1874fe1b94e73e99d02538b344db9
m3_long384,3,384,0.6649596232758672,True,baseline_native,2000.0,3000.0,0.6792633647416012,0.5723511529888017,0.9999999999999998,0.5723217798198563,True,320.73663525839874,427.6488470111983,2.220446049250313e-13,0.6993133999310693,4765.503898908267,1593,2382,11.490539245773107,8d5905b2cd7cbe676c55f0d3891c424f5bd1874fe1b94e73e99d02538b344db9
m3_long384,3,384,0.6649596232758672,True,once_native,1000.0,2000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.975092887970345,3417.7059181172685,2382,2382,39.13153546396643,8d5905b2cd7cbe676c55f0d3891c424f5bd1874fe1b94e73e99d02538b344db9
m3_long384,3,384,0.6649596232758672,True,once_native,2000.0,3000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.975092887970345,3417.7059181172685,2382,2382,39.13153546396643,8d5905b2cd7cbe676c55f0d3891c424f5bd1874fe1b94e73e99d02538b344db9
m3_long512,3,512,0.5423342856559639,True,baseline_native,1000.0,2000.0,0.7561864065206162,0.6749152086941549,1.0,0.6749152086941549,True,243.81359347938383,325.0847913058451,0.0,0.7566373065699435,4476.372348325933,1825,2422,9.651396402157843,045a0a2c92b28a3c6d7b5ef2c980b39667202018db266dbd4b4560b4b37eda81
m3_long512,3,512,0.5423342856559639,True,baseline_native,2000.0,3000.0,0.7603188403084113,0.6804251204112152,1.0,0.6804251204112152,True,239.68115969158862,319.5748795887848,0.0,0.7566373065699435,4476.372348325933,1825,2422,9.651396402157843,045a0a2c92b28a3c6d7b5ef2c980b39667202018db266dbd4b4560b4b37eda81
m3_long512,3,512,0.5423342856559639,True,once_native,1000.0,2000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9867061603890327,3432.6230572089507,2422,2422,24.707223909907043,045a0a2c92b28a3c6d7b5ef2c980b39667202018db266dbd4b4560b4b37eda81
m3_long512,3,512,0.5423342856559639,True,once_native,2000.0,3000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9867061603890327,3432.6230572089507,2422,2422,24.707223909907043,045a0a2c92b28a3c6d7b5ef2c980b39667202018db266dbd4b4560b4b37eda81
m3_long768,3,768,0.41758749842410126,True,baseline_native,1000.0,2000.0,0.8376096195837606,0.7834794927783475,1.0,0.7834794927783475,True,162.39038041623934,216.5205072216525,0.0,0.8247781734455237,4313.117697299687,2085,2514,8.094542725011706,50e1fa004ed39b2c9c15bf7d438183a98b08bd7f780c5fa9f54d00c382d4d187
m3_long768,3,768,0.41758749842410126,True,baseline_native,2000.0,3000.0,0.8376096195837547,0.7834794927783396,1.0,0.7834794927783396,True,162.3903804162453,216.52050722166038,0.0,0.8247781734455237,4313.117697299687,2085,2514,8.094542725011706,50e1fa004ed39b2c9c15bf7d438183a98b08bd7f780c5fa9f54d00c382d4d187
m3_long768,3,768,0.41758749842410126,True,once_native,1000.0,2000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9624877730304323,3696.0109374001586,2514,2514,21.589530657976866,50e1fa004ed39b2c9c15bf7d438183a98b08bd7f780c5fa9f54d00c382d4d187
m3_long768,3,768,0.41758749842410126,True,once_native,2000.0,3000.0,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9624877730304323,3696.0109374001586,2514,2514,21.589530657976866,50e1fa004ed39b2c9c15bf7d438183a98b08bd7f780c5fa9f54d00c382d4d187
