condition,policy,seed,request_id,admission_ms,completion_ms,own_compute_ms,admission_latency_ms,raw_ratio,plotted_ratio,slo_1p5_pass
full,asu_baseline,7,2000013,3693.6252656213383,3964.131977454202,72.35128428205302,270.50671183286386,3.73879627040655,3.73879627040655,False
full,asu_baseline,7,2000014,3964.131977454202,4249.490651185696,26.717256165257165,285.35867373149404,10.680687865791077,10.680687865791077,False
full,asu_baseline,7,3000006,2014.2536134456757,2178.659614293924,58.057852632638046,164.40600084824814,2.831761654853645,2.831761654853645,False
full,asu_baseline,7,3000007,2178.659614293924,2406.2471234491973,58.057852632638046,227.58750915527344,3.920012519156313,3.920012519156313,False
full,asu_baseline,7,3000008,2406.2471234491973,2657.1659411890137,122.48236916054397,250.9188177398164,2.0486117264022234,2.0486117264022234,False
full,asu_baseline,7,3000009,2657.1659411890137,2929.152926245855,48.19209238871334,271.98698505684115,5.643809421326162,5.643809421326162,False
full,asu_baseline,7,3000010,2929.152926245855,3187.4661286510495,101.00752608339441,258.3132024051947,2.557365895605885,2.557365895605885,False
full,asu_baseline,7,3000011,3187.4661286510495,3482.5040637883303,229.85653940820262,295.0379351372808,1.283574249820765,1.283574249820765,True
full,asu_baseline,7,3000012,3482.5040637883303,4227.83766096942,744.1386016188327,745.3335971810893,1.0016058776680272,1.0016058776680272,True
full,asu_baseline,7,4000007,2176.9178027889943,2388.1084408365996,32.085964974046185,211.19063804760526,6.5820254500194695,6.5820254500194695,False
full,asu_baseline,7,4000008,2388.1084408365996,2655.410015160667,243.80186035081854,267.3015743240676,1.0963885752940283,1.0963885752940283,True
full,asu_baseline,7,4000009,2655.410015160667,2911.9038422740964,101.00752608339441,256.49382711342923,2.5393536210525673,2.5393536210525673,False
full,asu_baseline,7,4000010,2911.9038422740964,3179.9705829126465,122.48236916054397,268.0667406385501,2.1886149204640315,2.1886149204640315,False
