policy,seed,request_id,npu,total_K,miss,category,admission_ms,completion_ms,TTFT_ms,SLO_base_ms,SLO_multiple
Baseline Random,19,10000007,10,80,256,SS,2716.476614835402,2753.4029556832993,36.926340847897336,32.085964974046185,1.1508564843777163
Baseline Random,19,10000008,10,200,1024,LL,2753.4029556832993,3040.1263693198653,286.72341363656597,283.5436075005082,1.011214522394239
Baseline Random,19,10000009,10,64,2048,SL,3040.1263693198653,3240.9785126572733,200.85214333740805,200.85214333740902,1.0
Baseline Random,19,10000010,10,32,2048,SL,3240.9785126572733,3355.931333634273,114.95282097699965,114.952820977,1.0
Baseline Random,19,10000011,10,128,2048,LL,3355.931333634273,3728.58220310887,372.65086947459713,372.6508694745985,1.0
Baseline Random,19,10000012,10,80,2048,SL,3728.58220310887,3972.3840634596872,243.80186035081715,243.80186035081854,1.0
Baseline Random,19,10000013,10,160,2048,LL,3972.3840634596872,4430.934245173952,458.5501817142649,458.55018171426593,1.0
Baseline Random,19,11000007,11,64,2048,SL,2125.2218034959037,2326.0739468333118,200.85214333740805,200.85214333740902,1.0
Baseline Random,19,11000008,11,80,2048,SL,2326.0739468333118,2569.875807184129,243.80186035081715,243.80186035081854,1.0
Baseline Random,19,11000009,11,32,256,SS,2569.875807184129,2598.1116483367905,28.23584115266158,15.979837567787547,1.766966718709326
Baseline Random,19,11000010,11,200,2048,LL,2598.1116483367905,3168.144268078922,570.0326197421314,565.9243027292647,1.0072594815120213
Baseline Random,19,11000011,11,200,2048,LL,3168.144268078922,3734.068570808187,565.924302729265,565.9243027292647,1.0
Baseline Random,19,11000012,11,200,256,LS,3734.068570808187,3807.661357652539,73.5927868443523,72.35128428205302,1.0171593714557912
Baseline Random,19,11000013,11,160,2048,LL,3807.661357652539,4270.100855348961,462.43949769642177,458.55018171426593,1.0084817673991882
Baseline Random,19,12000005,12,64,256,SS,2083.8512923851176,2127.632288108822,43.780995723704564,26.717256165257165,1.6386785923262923
Baseline Random,19,12000006,12,64,4096,SL,2127.632288108822,2528.2412783713316,400.60899026250945,400.5413596855101,1.000168847923851
Baseline Random,19,12000007,12,200,1024,LL,2528.2412783713316,2811.7848858718407,283.5436075005091,283.5436075005082,1.0
Baseline Random,19,12000008,12,128,2048,LL,2811.7848858718407,3184.435755346438,372.65086947459713,372.6508694745985,1.0
Baseline Random,19,12000009,12,160,2048,LL,3184.435755346438,3642.985937060703,458.5501817142649,458.55018171426593,1.0
Baseline Random,19,12000010,12,160,4096,LL,3642.985937060703,4558.923311491411,915.9373744307086,915.9373744307104,1.0
Baseline Random,19,13000005,13,200,1024,LL,2008.1469749044663,2291.6905824049754,283.5436075005091,283.5436075005082,1.0
Baseline Random,19,13000006,13,64,2048,SL,2291.6905824049754,2492.5427257423835,200.85214333740805,200.85214333740902,1.0
Baseline Random,19,13000007,13,64,2048,SL,2492.5427257423835,2693.3948690797915,200.85214333740805,200.85214333740902,1.0
Baseline Random,19,13000008,13,80,4096,SL,2693.3948690797915,3179.835695863807,486.44082678401537,486.44082678401566,1.0
Baseline Random,19,13000009,13,160,2048,LL,3179.835695863807,3638.385877578072,458.5501817142649,458.55018171426593,1.0
Baseline Random,19,13000010,13,160,2048,LL,3638.385877578072,4096.936059292337,458.5501817142649,458.55018171426593,1.0
Baseline Random,19,14000007,14,64,4096,SL,2274.242939157526,2674.7842988430366,400.54135968551054,400.5413596855101,1.0
Baseline Random,19,14000008,14,160,2048,LL,2674.7842988430366,3133.3344805573015,458.5501817142649,458.55018171426593,1.0
Baseline Random,19,14000009,14,80,2048,SL,3133.3344805573015,3377.1363409081187,243.80186035081715,243.80186035081854,1.0
Baseline Random,19,14000010,14,200,1024,LL,3377.1363409081187,3660.6799484086278,283.5436075005091,283.5436075005082,1.0
Baseline Random,19,14000011,14,128,2048,LL,3660.6799484086278,4033.330817883225,372.65086947459713,372.6508694745985,1.0
Baseline Random,19,15000005,15,32,2048,SL,2435.1326426562027,2550.0854636332024,114.95282097699965,114.952820977,1.0
Baseline Random,19,15000006,15,80,1024,SL,2550.0854636332024,2672.5678327937476,122.4823691605452,122.48236916054397,1.0
Baseline Random,19,15000007,15,128,2048,LL,2672.5678327937476,3045.2187022683447,372.65086947459713,372.6508694745985,1.0
Baseline Random,19,15000008,15,64,1024,SL,3045.2187022683447,3146.2262283517393,101.00752608339462,101.00752608339441,1.0
Baseline Random,19,15000009,15,64,4096,SL,3146.2262283517393,3546.76758803725,400.54135968551054,400.5413596855101,1.0
Baseline Random,19,15000010,15,32,256,SS,3546.76758803725,3566.7303926463424,19.962804609092473,15.979837567787547,1.2492495323815973
Baseline Random,19,15000011,15,80,2048,SL,3566.7303926463424,3812.996033839587,246.26564119324485,243.80186035081854,1.0101056687544592
Baseline Random,19,15000012,15,200,2048,LL,3812.996033839587,4378.920336568851,565.9243027292637,565.9243027292647,1.0
Baseline Random,19,16000007,16,64,4096,SL,2777.8725201634616,3178.413879848972,400.54135968551054,400.5413596855101,1.0
Baseline Random,19,16000008,16,80,2048,SL,3178.413879848972,3422.2157401997893,243.80186035081715,243.80186035081854,1.0
Baseline Random,19,16000009,16,200,4096,LL,3422.2157401997893,4552.9020464353225,1130.6863062355333,1130.6863062355314,1.0
Baseline Random,19,17000007,17,32,4096,SL,2909.139700144553,3137.8824361116003,228.74273596704734,228.74273596704626,1.0
Baseline Random,19,17000008,17,160,4096,LL,3137.8824361116003,4053.819810542309,915.9373744307086,915.9373744307104,1.0
Baseline Random,19,18000006,18,64,4096,SL,2111.2120534688775,2511.753413154388,400.54135968551054,400.5413596855101,1.0
Baseline Random,19,18000007,18,160,2048,LL,2511.753413154388,2970.303594868653,458.5501817142649,458.55018171426593,1.0
Baseline Random,19,18000008,18,200,4096,LL,2970.303594868653,4100.989901104186,1130.6863062355333,1130.6863062355314,1.0
Baseline Random,19,19000008,19,64,2048,SL,2107.219842574488,2308.0719859118963,200.85214333740805,200.85214333740902,1.0
Baseline Random,19,19000009,19,128,2048,LL,2308.0719859118963,2680.7228553864934,372.65086947459713,372.6508694745985,1.0
Baseline Random,19,19000010,19,160,2048,LL,2680.7228553864934,3139.2730371007583,458.5501817142649,458.55018171426593,1.0
Baseline Random,19,19000011,19,80,4096,SL,3139.2730371007583,3625.7138638847737,486.44082678401537,486.44082678401566,1.0
Baseline Random,19,19000012,19,160,1024,LL,3625.7138638847737,3855.570403292977,229.8565394082034,229.85653940820262,1.0
Baseline Random,19,19000013,19,200,256,LS,3855.570403292977,3929.875099277844,74.30469598486707,72.35128428205302,1.0269989914097295
Baseline Random,19,19000014,19,80,2048,SL,3929.875099277844,4173.676959628661,243.80186035081715,243.80186035081854,1.0
Baseline Random,19,20000007,20,80,256,SS,2304.2409224853945,2340.380608785955,36.13968630056024,32.085964974046185,1.1263393926220715
Baseline Random,19,20000008,20,64,2048,SL,2340.380608785955,2541.232752123363,200.85214333740805,200.85214333740902,1.0
Baseline Random,19,20000009,20,128,2048,LL,2541.232752123363,2913.88362159796,372.65086947459713,372.6508694745985,1.0
Baseline Random,19,20000010,20,64,4096,SL,2913.88362159796,3314.4249812834705,400.54135968551054,400.5413596855101,1.0
Baseline Random,19,20000011,20,80,4096,SL,3314.4249812834705,3800.865808067486,486.44082678401537,486.44082678401566,1.0
Baseline Random,19,20000012,20,64,4096,SL,3800.865808067486,4201.4071677529955,400.54135968550963,400.5413596855101,1.0
Baseline Random,19,21000005,21,160,2048,LL,2369.0912456606575,2827.6414273749224,458.5501817142649,458.55018171426593,1.0
Baseline Random,19,21000006,21,160,256,LS,2827.6414273749224,2903.969538604585,76.32811122966268,58.92951067026337,1.2952442733955856
Baseline Random,19,21000007,21,80,1024,SL,2903.969538604585,3026.4519077651303,122.4823691605452,122.48236916054397,1.0
Baseline Random,19,21000008,21,64,2048,SL,3026.4519077651303,3227.3040511025383,200.85214333740805,200.85214333740902,1.0
Baseline Random,19,21000009,21,64,4096,SL,3227.3040511025383,3627.845410788049,400.54135968551054,400.5413596855101,1.0
Baseline Random,19,21000010,21,160,1024,LL,3627.845410788049,3857.7019501962523,229.8565394082034,229.85653940820262,1.0
Baseline Random,19,21000011,21,80,4096,SL,3857.7019501962523,4344.142776980269,486.4408267840172,486.44082678401566,1.0
Baseline Random,19,22000009,22,128,2048,LL,2341.277577841223,2713.92844731582,372.65086947459713,372.6508694745985,1.0
Baseline Random,19,22000010,22,64,2048,SL,2713.92844731582,2914.780590653228,200.85214333740805,200.85214333740902,1.0
Baseline Random,19,22000011,22,200,4096,LL,2914.780590653228,4045.466896888761,1130.6863062355328,1130.6863062355314,1.0
Baseline Random,19,23000005,23,128,256,LS,2326.9154212324815,2376.9022619706748,49.98684073819322,48.19209238871334,1.037241552722044
Baseline Random,19,23000006,23,32,2048,SL,2376.9022619706748,2491.8550829476744,114.95282097699965,114.952820977,1.0
Baseline Random,19,23000007,23,128,2048,LL,2491.8550829476744,2864.5059524222715,372.65086947459713,372.6508694745985,1.0
Baseline Random,19,23000008,23,200,2048,LL,2864.5059524222715,3430.4302551515366,565.924302729265,565.9243027292647,1.0
Baseline Random,19,23000009,23,200,256,LS,3430.4302551515366,3508.411746168339,77.98149101680247,72.35128428205302,1.0778176474767296
Baseline Random,19,23000010,23,200,4096,LL,3508.411746168339,4639.098052403872,1130.6863062355333,1130.6863062355314,1.0
Baseline Random,19,24000006,24,32,1024,SL,2039.6534867297746,2098.0836326993217,58.430145969547084,58.057852632638046,1.0064124544747586
Baseline Random,19,24000007,24,160,2048,LL,2098.0836326993217,2558.0596712155693,459.9760385162476,458.55018171426593,1.003109489122109
Baseline Random,19,24000008,24,160,2048,LL,2558.0596712155693,3016.6098529298342,458.5501817142649,458.55018171426593,1.0
Baseline Random,19,24000009,24,80,256,SS,3016.6098529298342,3051.8503491592146,35.24049622938037,32.085964974046185,1.0983149878112075
Baseline Random,19,24000010,24,160,2048,LL,3051.8503491592146,3511.1914890312105,459.3411398719959,458.55018171426593,1.0017249107933466
Baseline Random,19,24000011,24,32,2048,SL,3511.1914890312105,3626.14431000821,114.95282097699965,114.952820977,1.0
Baseline Random,19,24000012,24,32,2048,SL,3626.14431000821,3741.09713098521,114.95282097699965,114.952820977,1.0
Baseline Random,19,24000013,24,200,2048,LL,3741.09713098521,4307.0214337144735,565.9243027292637,565.9243027292647,1.0
Baseline Random,19,25000006,25,160,2048,LL,2539.259690516411,2997.809872230676,458.5501817142649,458.55018171426593,1.0
Baseline Random,19,25000007,25,32,4096,SL,2997.809872230676,3226.552608197723,228.74273596704734,228.74273596704626,1.0
Baseline Random,19,25000008,25,64,2048,SL,3226.552608197723,3427.4047515351313,200.85214333740805,200.85214333740902,1.0
Baseline Random,19,25000009,25,64,256,SS,3427.4047515351313,3472.3562853655535,44.95153383042225,26.717256165257165,1.6824906551922327
Baseline Random,19,25000010,25,128,2048,LL,3472.3562853655535,3845.8225423751574,373.46625700960385,372.6508694745985,1.0021880736147348
Baseline Random,19,25000011,25,64,2048,SL,3845.8225423751574,4046.6746857125654,200.85214333740805,200.85214333740902,1.0
Baseline Random,19,26000005,26,80,4096,SL,2224.7039212992545,2711.14474808327,486.44082678401537,486.44082678401566,1.0
Baseline Random,19,26000006,26,160,4096,LL,2711.14474808327,3627.082122513979,915.937374430709,915.9373744307104,1.0
Baseline Random,19,26000007,26,64,2048,SL,3627.082122513979,3827.934265851387,200.85214333740805,200.85214333740902,1.0
Baseline Random,19,26000008,26,64,2048,SL,3827.934265851387,4028.786409188795,200.85214333740805,200.85214333740902,1.0
Baseline Random,19,27000008,27,200,4096,LL,2082.188956975936,3212.8752632114692,1130.6863062355333,1130.6863062355314,1.0
Baseline Random,19,27000009,27,32,256,SS,3212.8752632114692,3233.729290887912,20.85402767644291,15.979837567787547,1.3050212549394649
Baseline Random,19,27000010,27,80,256,SS,3233.729290887912,3278.7435680816816,45.01427719376943,32.085964974046185,1.4029273306936771
Baseline Random,19,27000011,27,32,4096,SL,3278.7435680816816,3507.486304048729,228.74273596704734,228.74273596704626,1.0
Baseline Random,19,27000012,27,160,2048,LL,3507.486304048729,3966.036485762994,458.5501817142649,458.55018171426593,1.0
Baseline Random,19,27000013,27,128,2048,LL,3966.036485762994,4338.687355237594,372.65086947459986,372.6508694745985,1.0
Baseline Random,19,28000007,28,80,4096,SL,2319.027906820345,2805.4687336043603,486.44082678401537,486.44082678401566,1.0
Baseline Random,19,28000008,28,80,1024,SL,2805.4687336043603,2927.9511027649055,122.4823691605452,122.48236916054397,1.0
Baseline Random,19,28000009,28,80,2048,SL,2927.9511027649055,3171.7529631157227,243.80186035081715,243.80186035081854,1.0
Baseline Random,19,28000010,28,200,1024,LL,3171.7529631157227,3455.2965706162317,283.5436075005091,283.5436075005082,1.0
Baseline Random,19,28000011,28,160,4096,LL,3455.2965706162317,4371.233945046941,915.937374430709,915.9373744307104,1.0
Baseline Random,19,29000007,29,128,2048,LL,2717.573536028626,3090.2244055032234,372.65086947459713,372.6508694745985,1.0
Baseline Random,19,29000008,29,160,4096,LL,3090.2244055032234,4006.161779933932,915.9373744307086,915.9373744307104,1.0
Baseline Random,19,30000006,30,32,4096,SL,2864.799651060035,3093.5423870270824,228.74273596704734,228.74273596704626,1.0
Baseline Random,19,30000007,30,80,4096,SL,3093.5423870270824,3579.983213811098,486.44082678401537,486.44082678401566,1.0
Baseline Random,19,30000008,30,200,2048,LL,3579.983213811098,4145.907516540363,565.924302729265,565.9243027292647,1.0
Baseline Random,19,31000008,31,160,2048,LL,2075.7104087884136,2534.2605905026785,458.5501817142649,458.55018171426593,1.0
Baseline Random,19,31000009,31,128,4096,LL,2534.2605905026785,3278.399192121512,744.1386016188335,744.1386016188327,1.0
Baseline Random,19,31000010,31,160,1024,LL,3278.399192121512,3508.2557315297154,229.8565394082034,229.85653940820262,1.0
Baseline Random,19,31000011,31,128,4096,LL,3508.2557315297154,4252.394333148549,744.1386016188335,744.1386016188327,1.0
Baseline Random,43,8,0,80,256,SS,2104.64187779479,2226.1416614476993,121.49978365290917,32.085964974046185,3.786695639392126
Baseline Random,43,9,0,200,2048,LL,2226.1416614476993,2811.316250659701,585.1745892120016,565.9243027292647,1.0340156561396978
Baseline Random,43,10,0,200,1024,LL,2811.316250659701,3094.85985816021,283.5436075005091,283.5436075005082,1.0
Baseline Random,43,11,0,200,4096,LL,3094.85985816021,4225.546164395743,1130.6863062355333,1130.6863062355314,1.0
Baseline Random,43,1000005,1,32,4096,SL,2207.0649700855824,2435.80770605263,228.74273596704734,228.74273596704626,1.0
Baseline Random,43,1000006,1,80,4096,SL,2435.80770605263,2922.248532836645,486.44082678401537,486.44082678401566,1.0
Baseline Random,43,1000007,1,160,1024,LL,2922.248532836645,3152.1050722448485,229.8565394082034,229.85653940820262,1.0
Baseline Random,43,1000008,1,160,2048,LL,3152.1050722448485,3610.6552539591135,458.5501817142649,458.55018171426593,1.0
Baseline Random,43,1000009,1,128,4096,LL,3610.6552539591135,4354.7938555779465,744.138601618833,744.1386016188327,1.0
Baseline Random,43,2000008,2,64,256,SS,2888.5507731668085,2920.6320603977206,32.08128723091204,26.717256165257165,1.2007702824150859
Baseline Random,43,2000009,2,200,2048,LL,2920.6320603977206,3489.81944715696,569.1873867592394,565.9243027292647,1.005765937271536
Baseline Random,43,2000010,2,200,256,LS,3489.81944715696,3568.922245286507,79.10279812954695,72.35128428205302,1.093315742968348
Baseline Random,43,2000011,2,200,2048,LL,3568.922245286507,4140.109888457077,571.1876431705705,565.9243027292647,1.009300431905685
Baseline Random,43,3000004,3,200,256,LS,2072.443757346441,2211.8925997987003,139.4488424522592,72.35128428205302,1.9273858624075588
Baseline Random,43,3000005,3,128,4096,LL,2211.8925997987003,2964.6506362191913,752.758036420491,744.1386016188327,1.0115831039848049
Baseline Random,43,3000006,3,160,4096,LL,2964.6506362191913,3880.5880106499,915.9373744307086,915.9373744307104,1.0
Baseline Random,43,3000007,3,200,2048,LL,3880.5880106499,4446.512313379163,565.9243027292632,565.9243027292647,1.0
Baseline Random,43,4000003,4,32,2048,SL,2257.9407626899406,2372.8935836669402,114.95282097699965,114.952820977,1.0
Baseline Random,43,4000004,4,200,2048,LL,2372.8935836669402,2938.8178863962053,565.924302729265,565.9243027292647,1.0
Baseline Random,43,4000005,4,32,256,SS,2938.8178863962053,2972.4155275660514,33.597641169846156,15.979837567787547,2.1025020453006924
Baseline Random,43,4000006,4,160,4096,LL,2972.4155275660514,3891.4554436630915,919.0399160970401,915.9373744307104,1.0033872858046196
Baseline Random,43,4000007,4,80,256,SS,3891.4554436630915,3947.89457841521,56.43913475211866,32.085964974046185,1.7589975803368034
Baseline Random,43,4000008,4,160,2048,LL,3947.89457841521,4412.038201519438,464.143623104228,458.55018171426593,1.0121981009124263
Baseline Random,43,5000008,5,128,1024,LL,2096.751926827548,2283.6588047184246,186.90687789087679,186.90687789087698,1.0
Baseline Random,43,5000009,5,80,4096,SL,2283.6588047184246,2770.09963150244,486.44082678401537,486.44082678401566,1.0
Baseline Random,43,5000010,5,64,2048,SL,2770.09963150244,2970.951774839848,200.85214333740805,200.85214333740902,1.0
Baseline Random,43,5000011,5,128,4096,LL,2970.951774839848,3715.0903764586815,744.1386016188335,744.1386016188327,1.0
Baseline Random,43,5000012,5,160,256,LS,3715.0903764586815,3779.6977716371866,64.60739517850516,58.92951067026337,1.0963504438380978
Baseline Random,43,5000013,5,160,2048,LL,3779.6977716371866,4241.799672133584,462.1019004963973,458.55018171426593,1.0077455400166968
Baseline Random,43,6000004,6,160,4096,LL,2457.0645518052456,3373.0019262359547,915.937374430709,915.9373744307104,1.0
Baseline Random,43,6000005,6,200,256,LS,3373.0019262359547,3450.853412185385,77.8514859494303,72.35128428205302,1.0760207883240247
Baseline Random,43,6000006,6,80,2048,SL,3450.853412185385,3694.9435315299315,244.09011934454657,243.80186035081854,1.0011823494427534
Baseline Random,43,6000007,6,32,2048,SL,3694.9435315299315,3809.896352506931,114.95282097699965,114.952820977,1.0
Baseline Random,43,6000008,6,80,256,SS,3809.896352506931,3846.920959977667,37.024607470735646,32.085964974046185,1.1539190889438498
Baseline Random,43,6000009,6,80,4096,SL,3846.920959977667,4335.796304429306,488.87534445163874,486.44082678401566,1.0050047560434396
Baseline Random,43,7000004,7,200,256,LS,2036.754323126486,2180.2190921082706,143.46476898178457,72.35128428205302,1.9828918091143202
Baseline Random,43,7000005,7,160,1024,LL,2180.2190921082706,2418.778989657975,238.5598975497046,229.85653940820262,1.0378643051179226
Baseline Random,43,7000006,7,160,2048,LL,2418.778989657975,2877.32917137224,458.5501817142649,458.55018171426593,1.0
Baseline Random,43,7000007,7,64,256,SS,2877.32917137224,2911.6144975315096,34.285326159269516,26.717256165257165,1.283265240532214
Baseline Random,43,7000008,7,128,2048,LL,2911.6144975315096,3284.6717005478,373.05720301629026,372.6508694745985,1.0010903866728251
Baseline Random,43,7000009,7,64,4096,SL,3284.6717005478,3685.2130602333104,400.54135968551054,400.5413596855101,1.0
Baseline Random,43,7000010,7,80,4096,SL,3685.2130602333104,4171.653887017326,486.4408267840158,486.44082678401566,1.0
Baseline Random,43,8000002,8,160,4096,LL,2085.6765676291325,3001.613942059841,915.9373744307086,915.9373744307104,1.0
Baseline Random,43,8000003,8,160,2048,LL,3001.613942059841,3460.164123774106,458.5501817142649,458.55018171426593,1.0
Baseline Random,43,8000004,8,160,1024,LL,3460.164123774106,3690.0206631823094,229.8565394082034,229.85653940820262,1.0
Baseline Random,43,8000005,8,200,2048,LL,3690.0206631823094,4255.9449659115735,565.9243027292641,565.9243027292647,1.0
Baseline Random,43,9000009,9,128,4096,LL,2400.8861194410138,3145.0247210598473,744.1386016188335,744.1386016188327,1.0
Baseline Random,43,9000010,9,160,2048,LL,3145.0247210598473,3603.574902774112,458.5501817142649,458.55018171426593,1.0
Baseline Random,43,9000011,9,200,2048,LL,3603.574902774112,4169.499205503376,565.9243027292641,565.9243027292647,1.0
Baseline Random,43,10000005,10,32,2048,SL,2385.513429338235,2500.4662503152344,114.95282097699965,114.952820977,1.0
Baseline Random,43,10000006,10,200,256,LS,2500.4662503152344,2572.8175345972872,72.3512842820528,72.35128428205302,1.0
Baseline Random,43,10000007,10,160,256,LS,2572.8175345972872,2635.329102976644,62.51156837935696,58.92951067026337,1.060785465013222
Baseline Random,43,10000008,10,80,4096,SL,2635.329102976644,3121.7699297606596,486.44082678401537,486.44082678401566,1.0
Baseline Random,43,10000009,10,160,1024,LL,3121.7699297606596,3351.626469168863,229.8565394082034,229.85653940820262,1.0
Baseline Random,43,10000010,10,80,2048,SL,3351.626469168863,3595.42832951968,243.80186035081715,243.80186035081854,1.0
Baseline Random,43,10000011,10,160,2048,LL,3595.42832951968,4053.978511233945,458.5501817142649,458.55018171426593,1.0
Baseline Random,43,11000004,11,32,4096,SL,2001.175863768381,2229.918599735428,228.74273596704688,228.74273596704626,1.0
Baseline Random,43,11000005,11,160,2048,LL,2229.918599735428,2688.468781449693,458.5501817142649,458.55018171426593,1.0
Baseline Random,43,11000006,11,32,2048,SL,2688.468781449693,2803.4216024266925,114.95282097699965,114.952820977,1.0
Baseline Random,43,11000007,11,200,4096,LL,2803.4216024266925,3934.107908662226,1130.6863062355333,1130.6863062355314,1.0
Baseline Random,43,11000008,11,80,4096,SL,3934.107908662226,4420.548735446244,486.4408267840181,486.44082678401566,1.0
Baseline Random,43,12000004,12,64,256,SS,2058.6434534389164,2166.166144746015,107.52269130709874,26.717256165257165,4.024466084467165
Baseline Random,43,12000005,12,80,2048,SL,2166.166144746015,2424.3210665820343,258.1549218360192,243.80186035081854,1.0588718292163453
Baseline Random,43,12000006,12,160,2048,LL,2424.3210665820343,2882.871248296299,458.5501817142649,458.55018171426593,1.0
Baseline Random,43,12000007,12,128,2048,LL,2882.871248296299,3255.5221177708963,372.65086947459713,372.6508694745985,1.0
Baseline Random,43,12000008,12,200,1024,LL,3255.5221177708963,3539.0657252714054,283.5436075005091,283.5436075005082,1.0
Baseline Random,43,12000009,12,200,2048,LL,3539.0657252714054,4104.9900280006705,565.924302729265,565.9243027292647,1.0
Baseline Random,43,13000004,13,80,256,SS,2742.896985844872,2776.3250709225367,33.428085077664946,32.085964974046185,1.0418288838968808
Baseline Random,43,13000005,13,128,1024,LL,2776.3250709225367,2963.2319488134135,186.90687789087679,186.90687789087698,1.0
Baseline Random,43,13000006,13,80,1024,SL,2963.2319488134135,3085.7143179739587,122.4823691605452,122.48236916054397,1.0
Baseline Random,43,13000007,13,128,2048,LL,3085.7143179739587,3458.365187448556,372.65086947459713,372.6508694745985,1.0
Baseline Random,43,13000008,13,64,256,SS,3458.365187448556,3490.292489520741,31.927302072185284,26.717256165257165,1.1950067729523515
Baseline Random,43,13000009,13,32,4096,SL,3490.292489520741,3719.0352254877885,228.74273596704734,228.74273596704626,1.0
Baseline Random,43,13000010,13,128,4096,LL,3719.0352254877885,4463.1738271066215,744.138601618833,744.1386016188327,1.0
Baseline Random,43,14000007,14,128,2048,LL,2323.88588329954,2696.5367527741373,372.65086947459713,372.6508694745985,1.0
Baseline Random,43,14000008,14,128,256,LS,2696.5367527741373,2751.230840806687,54.694088032549644,48.19209238871334,1.1349183096552802
Baseline Random,43,14000009,14,64,2048,SL,2751.230840806687,2952.082984144095,200.85214333740805,200.85214333740902,1.0
Baseline Random,43,14000010,14,128,2048,LL,2952.082984144095,3324.733853618692,372.65086947459713,372.6508694745985,1.0
Baseline Random,43,14000011,14,32,4096,SL,3324.733853618692,3553.4765895857395,228.74273596704734,228.74273596704626,1.0
Baseline Random,43,14000012,14,64,1024,SL,3553.4765895857395,3656.329474919265,102.85288533352559,101.00752608339441,1.0182695222988394
Baseline Random,43,14000013,14,160,4096,LL,3656.329474919265,4572.266849349974,915.937374430709,915.9373744307104,1.0
Baseline Random,43,15000004,15,160,2048,LL,2067.8553525978627,2526.4055343121277,458.5501817142649,458.55018171426593,1.0
Baseline Random,43,15000005,15,160,4096,LL,2526.4055343121277,3442.3429087428367,915.937374430709,915.9373744307104,1.0
Baseline Random,43,15000006,15,160,4096,LL,3442.3429087428367,4358.280283173545,915.9373744307086,915.9373744307104,1.0
Baseline Random,43,16000006,16,128,4096,LL,2075.972042590651,2820.1106442094847,744.1386016188335,744.1386016188327,1.0
Baseline Random,43,16000007,16,32,4096,SL,2820.1106442094847,3048.853380176532,228.74273596704734,228.74273596704626,1.0
Baseline Random,43,16000008,16,80,4096,SL,3048.853380176532,3535.2942069605474,486.44082678401537,486.44082678401566,1.0
Baseline Random,43,16000009,16,64,4096,SL,3535.2942069605474,3935.835566646058,400.54135968551054,400.5413596855101,1.0
Baseline Random,43,16000010,16,160,2048,LL,3935.835566646058,4394.385748360323,458.55018171426536,458.55018171426593,1.0
Baseline Random,43,17000007,17,160,2048,LL,2661.110965432508,3119.6611471467727,458.5501817142649,458.55018171426593,1.0
Baseline Random,43,17000008,17,64,2048,SL,3119.6611471467727,3320.5132904841807,200.85214333740805,200.85214333740902,1.0
Baseline Random,43,17000009,17,64,4096,SL,3320.5132904841807,3721.0546501696913,400.54135968551054,400.5413596855101,1.0
Baseline Random,43,17000010,17,128,2048,LL,3721.0546501696913,4093.7055196442884,372.65086947459713,372.6508694745985,1.0
Baseline Random,43,18000003,18,128,2048,LL,2329.4743318129586,2702.1252012875557,372.65086947459713,372.6508694745985,1.0
Baseline Random,43,18000004,18,80,4096,SL,2702.1252012875557,3188.566028071571,486.44082678401537,486.44082678401566,1.0
Baseline Random,43,18000005,18,128,2048,LL,3188.566028071571,3561.216897546168,372.65086947459713,372.6508694745985,1.0
Baseline Random,43,18000006,18,128,1024,LL,3561.216897546168,3748.123775437045,186.90687789087679,186.90687789087698,1.0
Baseline Random,43,18000007,18,200,2048,LL,3748.123775437045,4314.048078166308,565.9243027292632,565.9243027292647,1.0
Baseline Random,43,19000005,19,80,256,SS,2024.3913168028043,2122.3301685277775,97.93885172497312,32.085964974046185,3.052389161560024
Baseline Random,43,19000006,19,32,4096,SL,2122.3301685277775,2364.733057310569,242.4028887827917,228.74273596704626,1.0597184114196894
Baseline Random,43,19000007,19,128,256,LS,2364.733057310569,2442.088109137228,77.35505182665884,48.19209238871334,1.6051399304831908
Baseline Random,43,19000008,19,64,4096,SL,2442.088109137228,2846.025012938212,403.93690380098406,400.5413596855101,1.0084773869997845
Baseline Random,43,19000009,19,80,1024,SL,2846.025012938212,2968.5073820987573,122.4823691605452,122.48236916054397,1.0
Baseline Random,43,19000010,19,128,2048,LL,2968.5073820987573,3341.1582515733544,372.65086947459713,372.6508694745985,1.0
Baseline Random,43,19000011,19,200,256,LS,3341.1582515733544,3417.491211829615,76.33296025626078,72.35128428205302,1.0550325542071328
Baseline Random,43,19000012,19,128,4096,LL,3417.491211829615,4161.629813448449,744.1386016188335,744.1386016188327,1.0
Baseline Random,43,20000006,20,128,2048,LL,2483.2424721547454,2855.8933416293426,372.65086947459713,372.6508694745985,1.0
Baseline Random,43,20000007,20,32,2048,SL,2855.8933416293426,2970.846162606342,114.95282097699965,114.952820977,1.0
Baseline Random,43,20000008,20,160,4096,LL,2970.846162606342,3886.7835370370512,915.937374430709,915.9373744307104,1.0
Baseline Random,43,20000009,20,128,256,LS,3886.7835370370512,3947.9994275939966,61.215890556945396,48.19209238871334,1.2702476178702349
Baseline Random,43,20000010,20,160,2048,LL,3947.9994275939966,4407.19246787686,459.1930402828634,458.55018171426593,1.0014019372235208
Baseline Random,43,21000008,21,64,1024,SL,2382.0118753594875,2483.019401442882,101.00752608339462,101.00752608339441,1.0
Baseline Random,43,21000009,21,160,4096,LL,2483.019401442882,3398.956775873591,915.937374430709,915.9373744307104,1.0
Baseline Random,43,21000010,21,32,2048,SL,3398.956775873591,3513.909596850591,114.95282097699965,114.952820977,1.0
