policy,seed,request_id,npu,total_K,miss,category,admission_ms,completion_ms,TTFT_ms,SLO_base_ms,SLO_multiple
流量分配 Random,43,11000007,11,200,4096,LL,2793.378968187926,3924.0652744234594,1130.6863062355333,1130.6863062355314,1.0
流量分配 Random,43,11000008,11,80,4096,SL,3924.0652744234594,4410.5061012074775,486.4408267840181,486.44082678401566,1.0
流量分配 Random,43,12000004,12,64,256,SS,2132.738816597015,2159.456072762274,26.717256165258732,26.717256165257165,1.0
流量分配 Random,43,12000005,12,80,2048,SL,2159.456072762274,2403.257933113091,243.80186035081715,243.80186035081854,1.0
流量分配 Random,43,12000006,12,160,2048,LL,2403.257933113091,2862.9623436175652,459.70441050447425,458.55018171426593,1.0025171264481747
流量分配 Random,43,12000007,12,128,2048,LL,2862.9623436175652,3235.6132130921624,372.65086947459713,372.6508694745985,1.0
流量分配 Random,43,12000008,12,200,1024,LL,3235.6132130921624,3519.1568205926715,283.5436075005091,283.5436075005082,1.0
流量分配 Random,43,12000009,12,200,2048,LL,3519.1568205926715,4085.0811233219365,565.924302729265,565.9243027292647,1.0
流量分配 Random,43,13000004,13,80,256,SS,2800.3601650348855,2837.2570259138106,36.896860878925054,32.085964974046185,1.1499377035651046
流量分配 Random,43,13000005,13,128,1024,LL,2837.2570259138106,3049.5273267831394,212.27030086932882,186.90687789087698,1.1357008541615035
流量分配 Random,43,13000006,13,80,1024,SL,3049.5273267831394,3172.0096959436846,122.4823691605452,122.48236916054397,1.0
流量分配 Random,43,13000007,13,128,2048,LL,3172.0096959436846,3544.6605654182817,372.65086947459713,372.6508694745985,1.0
流量分配 Random,43,13000008,13,64,256,SS,3544.6605654182817,3571.3778215835405,26.717256165258732,26.717256165257165,1.0
流量分配 Random,43,13000009,13,32,4096,SL,3571.3778215835405,3802.224466852624,230.84664526908364,228.74273596704626,1.0091977097901832
流量分配 Random,43,13000010,13,128,4096,LL,3802.224466852624,4559.995856507634,757.7713896550099,744.1386016188327,1.018320226912728
流量分配 Random,43,14000007,14,128,2048,LL,2289.8618976642065,2663.09142189499,373.2295242307837,372.6508694745985,1.001552806671298
流量分配 Random,43,14000008,14,128,256,LS,2663.09142189499,2712.1286137960014,49.03719190101128,48.19209238871334,1.0175360618393874
流量分配 Random,43,14000009,14,64,2048,SL,2712.1286137960014,2912.9807571334095,200.85214333740805,200.85214333740902,1.0
流量分配 Random,43,14000010,14,128,2048,LL,2912.9807571334095,3285.6316266080066,372.65086947459713,372.6508694745985,1.0
流量分配 Random,43,14000011,14,32,4096,SL,3285.6316266080066,3514.374362575054,228.74273596704734,228.74273596704626,1.0
流量分配 Random,43,14000012,14,64,1024,SL,3514.374362575054,3615.3818886584486,101.00752608339462,101.00752608339441,1.0
流量分配 Random,43,14000013,14,160,4096,LL,3615.3818886584486,4531.319263089157,915.9373744307086,915.9373744307104,1.0
流量分配 Random,43,15000004,15,160,2048,LL,2092.679375938079,2551.229557652344,458.5501817142649,458.55018171426593,1.0
流量分配 Random,43,15000005,15,160,4096,LL,2551.229557652344,3467.1669320830524,915.9373744307086,915.9373744307104,1.0
流量分配 Random,43,15000006,15,160,4096,LL,3467.1669320830524,4383.104306513761,915.9373744307086,915.9373744307104,1.0
流量分配 Random,43,16000007,16,32,4096,SL,2752.281437447915,2981.024173414962,228.74273596704734,228.74273596704626,1.0
流量分配 Random,43,16000008,16,80,4096,SL,2981.024173414962,3467.4650001989776,486.44082678401537,486.44082678401566,1.0
流量分配 Random,43,16000009,16,64,4096,SL,3467.4650001989776,3868.006359884488,400.54135968551054,400.5413596855101,1.0
流量分配 Random,43,16000010,16,160,2048,LL,3868.006359884488,4346.037533283114,478.03117339862547,458.55018171426593,1.0424838817237643
流量分配 Random,43,17000007,17,160,2048,LL,2666.64186530436,3125.192047018625,458.5501817142649,458.55018171426593,1.0
流量分配 Random,43,17000008,17,64,2048,SL,3125.192047018625,3326.044190356033,200.85214333740805,200.85214333740902,1.0
流量分配 Random,43,17000009,17,64,4096,SL,3326.044190356033,3726.5855500415437,400.54135968551054,400.5413596855101,1.0
流量分配 Random,43,17000010,17,128,2048,LL,3726.5855500415437,4099.236419516141,372.65086947459713,372.6508694745985,1.0
流量分配 Random,43,18000003,18,128,2048,LL,2373.5761469008494,2746.2270163754465,372.65086947459713,372.6508694745985,1.0
流量分配 Random,43,18000004,18,80,4096,SL,2746.2270163754465,3232.667843159462,486.44082678401537,486.44082678401566,1.0
流量分配 Random,43,18000005,18,128,2048,LL,3232.667843159462,3605.318712634059,372.65086947459713,372.6508694745985,1.0
流量分配 Random,43,18000006,18,128,1024,LL,3605.318712634059,3792.225590524936,186.90687789087679,186.90687789087698,1.0
流量分配 Random,43,18000007,18,200,2048,LL,3792.225590524936,4358.694246827048,566.4686563021123,565.9243027292647,1.0009618840721672
流量分配 Random,43,19000005,19,80,256,SS,2061.864625032062,2093.950590006107,32.085964974045055,32.085964974046185,1.0
流量分配 Random,43,19000006,19,32,4096,SL,2093.950590006107,2322.6933259731545,228.74273596704734,228.74273596704626,1.0
流量分配 Random,43,19000007,19,128,256,LS,2322.6933259731545,2370.9760467199653,48.28272074681081,48.19209238871334,1.0018805649143945
流量分配 Random,43,19000008,19,64,4096,SL,2370.9760467199653,2771.707190509709,400.7311437897438,400.5413596855101,1.0004738189943299
流量分配 Random,43,19000009,19,80,1024,SL,2771.707190509709,2894.1895596702543,122.4823691605452,122.48236916054397,1.0
流量分配 Random,43,19000010,19,128,2048,LL,2894.1895596702543,3266.8404291448514,372.65086947459713,372.6508694745985,1.0
流量分配 Random,43,19000011,19,200,256,LS,3266.8404291448514,3339.1917134269042,72.3512842820528,72.35128428205302,1.0
流量分配 Random,43,19000012,19,128,4096,LL,3339.1917134269042,4083.3303150457377,744.1386016188335,744.1386016188327,1.0
流量分配 Random,43,20000006,20,128,2048,LL,2324.7906290137253,2697.4414984883224,372.65086947459713,372.6508694745985,1.0
流量分配 Random,43,20000007,20,32,2048,SL,2697.4414984883224,2812.394319465322,114.95282097699965,114.952820977,1.0
流量分配 Random,43,20000008,20,160,4096,LL,2812.394319465322,3749.9852241970266,937.5909047317045,915.9373744307104,1.0236408415088998
流量分配 Random,43,20000009,20,128,256,LS,3749.9852241970266,3798.1773165857385,48.1920923887119,48.19209238871334,1.0
流量分配 Random,43,20000010,20,160,2048,LL,3798.1773165857385,4290.648997385237,492.47168079949824,458.55018171426593,1.073975543872687
流量分配 Random,43,21000008,21,64,1024,SL,2343.0834445144837,2444.0909705978784,101.00752608339462,101.00752608339441,1.0
流量分配 Random,43,21000009,21,160,4096,LL,2444.0909705978784,3361.4299111875243,917.338940589646,915.9373744307104,1.0015301986774006
流量分配 Random,43,21000010,21,32,2048,SL,3361.4299111875243,3476.382732164524,114.95282097699965,114.952820977,1.0
流量分配 Random,43,21000011,21,64,2048,SL,3476.382732164524,3677.234875501932,200.85214333740805,200.85214333740902,1.0
流量分配 Random,43,21000012,21,128,1024,LL,3677.234875501932,3864.141753392809,186.90687789087679,186.90687789087698,1.0
流量分配 Random,43,21000013,21,32,2048,SL,3864.141753392809,3979.0945743698085,114.95282097699965,114.952820977,1.0
流量分配 Random,43,21000014,21,32,1024,SL,3979.0945743698085,4037.1524270024474,58.05785263263897,58.057852632638046,1.0
流量分配 Random,43,22000005,22,128,1024,LL,2064.2107402856245,2309.245394535199,245.0346542495745,186.90687789087698,1.3109985946725546
流量分配 Random,43,22000006,22,64,1024,SL,2309.245394535199,2410.2529206185936,101.00752608339462,101.00752608339441,1.0
流量分配 Random,43,22000007,22,64,2048,SL,2410.2529206185936,2611.1050639560017,200.85214333740805,200.85214333740902,1.0
流量分配 Random,43,22000008,22,160,2048,LL,2611.1050639560017,3069.6552456702666,458.5501817142649,458.55018171426593,1.0
流量分配 Random,43,22000009,22,160,2048,LL,3069.6552456702666,3528.2054273845315,458.5501817142649,458.55018171426593,1.0
流量分配 Random,43,22000010,22,80,256,SS,3528.2054273845315,3561.708963193541,33.50353580900946,32.085964974046185,1.0441804021200525
流量分配 Random,43,22000011,22,200,1024,LL,3561.708963193541,3858.703905182961,296.9949419894201,283.5436075005082,1.047440090811738
流量分配 Random,43,22000012,22,80,2048,SL,3858.703905182961,4102.505765533779,243.8018603508176,243.80186035081854,1.0
流量分配 Random,43,23000005,23,160,256,LS,2317.3814848987918,2377.268508751328,59.88702385253646,58.92951067026337,1.0162484495693642
流量分配 Random,43,23000006,23,160,4096,LL,2377.268508751328,3319.5353799375243,942.2668711861961,915.9373744307104,1.0287459574098616
流量分配 Random,43,23000007,23,128,4096,LL,3319.5353799375243,4063.673981556358,744.1386016188335,744.1386016188327,1.0
流量分配 Random,43,24000007,24,64,1024,SL,2143.6772928787414,2244.684818962136,101.00752608339462,101.00752608339441,1.0
流量分配 Random,43,24000008,24,128,2048,LL,2244.684818962136,2625.1205978786343,380.4357789164983,372.6508694745985,1.02089062465593
流量分配 Random,43,24000009,24,160,4096,LL,2625.1205978786343,3541.0579723093433,915.937374430709,915.9373744307104,1.0
流量分配 Random,43,24000010,24,200,1024,LL,3541.0579723093433,3825.537865015881,284.4798927065376,283.5436075005082,1.0033020853980203
流量分配 Random,43,24000011,24,32,1024,SL,3825.537865015881,3883.59571764852,58.05785263263897,58.057852632638046,1.0
流量分配 Random,43,24000012,24,80,1024,SL,3883.59571764852,4006.078086809065,122.4823691605452,122.48236916054397,1.0
流量分配 Random,43,25000007,25,200,2048,LL,2196.0486545205504,2769.2181768640103,573.1695223434599,565.9243027292647,1.0128024535777205
流量分配 Random,43,25000008,25,32,4096,SL,2769.2181768640103,2997.9609128310576,228.74273596704734,228.74273596704626,1.0
流量分配 Random,43,25000009,25,200,4096,LL,2997.9609128310576,4128.647219066591,1130.6863062355333,1130.6863062355314,1.0
流量分配 Random,43,26000005,26,200,4096,LL,2335.7693796191024,3466.4556858546357,1130.6863062355333,1130.6863062355314,1.0
流量分配 Random,43,26000006,26,32,4096,SL,3466.4556858546357,3695.198421821683,228.74273596704734,228.74273596704626,1.0
流量分配 Random,43,26000007,26,64,4096,SL,3695.198421821683,4095.7397815071936,400.54135968551054,400.5413596855101,1.0
流量分配 Random,43,27000007,27,128,1024,LL,2277.8275032900287,2505.737410126082,227.90990683605332,186.90687789087698,1.2193767795378585
流量分配 Random,43,27000008,27,80,2048,SL,2505.737410126082,2749.539270476899,243.80186035081715,243.80186035081854,1.0
流量分配 Random,43,27000009,27,200,256,LS,2749.539270476899,2821.890554758952,72.3512842820528,72.35128428205302,1.0
流量分配 Random,43,27000010,27,160,2048,LL,2821.890554758952,3307.5447783067543,485.6542235478023,458.55018171426593,1.0591081258156072
流量分配 Random,43,27000011,27,200,2048,LL,3307.5447783067543,3873.4690810360194,565.924302729265,565.9243027292647,1.0
流量分配 Random,43,27000012,27,32,1024,SL,3873.4690810360194,3931.5269336686583,58.05785263263897,58.057852632638046,1.0
流量分配 Random,43,27000013,27,128,256,LS,3931.5269336686583,3979.7190260573702,48.1920923887119,48.19209238871334,1.0
流量分配 Random,43,27000014,27,80,2048,SL,3979.7190260573702,4223.520886408188,243.8018603508176,243.80186035081854,1.0
流量分配 Random,43,28000011,28,200,2048,LL,2376.828873637657,2942.753176366922,565.924302729265,565.9243027292647,1.0
流量分配 Random,43,28000012,28,160,4096,LL,2942.753176366922,3858.6905507976307,915.9373744307086,915.9373744307104,1.0
流量分配 Random,43,28000013,28,200,4096,LL,3858.6905507976307,4989.376857033164,1130.6863062355333,1130.6863062355314,1.0
流量分配 Random,43,29000008,29,128,2048,LL,2875.5473428281493,3248.1982123027465,372.65086947459713,372.6508694745985,1.0
流量分配 Random,43,29000009,29,64,4096,SL,3248.1982123027465,3648.739571988257,400.54135968551054,400.5413596855101,1.0
流量分配 Random,43,29000010,29,200,2048,LL,3648.739571988257,4214.663874717521,565.9243027292641,565.9243027292647,1.0
流量分配 Random,43,30000010,30,64,256,SS,2575.0490416345183,2601.766297799777,26.717256165258732,26.717256165257165,1.0
流量分配 Random,43,30000011,30,80,2048,SL,2601.766297799777,2845.568158150594,243.80186035081715,243.80186035081854,1.0
流量分配 Random,43,30000012,30,200,4096,LL,2845.568158150594,3981.023476265522,1135.4553181149276,1130.6863062355314,1.004217802809759
流量分配 Random,43,30000013,30,32,4096,SL,3981.023476265522,4209.766212232569,228.74273596704734,228.74273596704626,1.0
流量分配 Random,43,31000011,31,160,4096,LL,2507.4557290375005,3423.393103468209,915.9373744307086,915.9373744307104,1.0
流量分配 Random,43,31000012,31,160,4096,LL,3423.393103468209,4339.330477898918,915.9373744307086,915.9373744307104,1.0
