case,num_ssu,bin,relative_start_ms,relative_end_ms,absolute_start_ms,absolute_end_ms,duration_ms,ssu_id,ssd_busy_ms,ssd_utilization,ssd_utilization_pct,ssd_served_gb,actual_ssd_bandwidth_gbps,request_ids,layers
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[594,922]","[10,15]"
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[943],[13]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[579],[6]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,"[594,615]","[2,15]"
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[594,615]","[2,15]"
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[943],[13]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,"[347,579]","[1,6]"
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,"[615,814]","[0,2]"
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[615,814]","[0,2]"
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,"[549,753,943]","[6,7,13]"
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[347],[1]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,[814],[0]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,[814],[0]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,0,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[549,753]","[6,7]"
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[347],[1]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,[814],[0]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[501,814]","[0,15]"
baseline,4,53,26.5,27.0,10163.118340562687,10163.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,"[452,753]",[7]
baseline,4,53,26.5,27.0,10163.118340562687,10163.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,"[347,922]","[1,10]"
baseline,4,53,26.5,27.0,10163.118340562687,10163.618340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,"[501,814]","[0,15]"
baseline,4,53,26.5,27.0,10163.118340562687,10163.618340562687,0.5,3,0.5,1.0,100.0,0.020000000000000004,40.00000000000001,[501],[15]
baseline,4,54,27.0,27.5,10163.618340562687,10164.118340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[452],[7]
baseline,4,54,27.0,27.5,10163.618340562687,10164.118340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[922],[10]
baseline,4,54,27.0,27.5,10163.618340562687,10164.118340562687,0.5,2,0.5,1.0,100.0,0.020000000000000004,40.00000000000001,[501],[15]
baseline,4,54,27.0,27.5,10163.618340562687,10164.118340562687,0.5,3,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,[501],[15]
baseline,4,55,27.5,28.0,10164.118340562687,10164.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[452],[7]
baseline,4,55,27.5,28.0,10164.118340562687,10164.618340562687,0.5,1,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,[922],[10]
baseline,4,55,27.5,28.0,10164.118340562687,10164.618340562687,0.5,2,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[501,560]","[12,15]"
baseline,4,55,27.5,28.0,10164.118340562687,10164.618340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[501,560]","[12,15]"
baseline,4,56,28.0,28.5,10164.618340562687,10165.118340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,"[452,646]","[7,14]"
baseline,4,56,28.0,28.5,10164.618340562687,10165.118340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[922],[10]
baseline,4,56,28.0,28.5,10164.618340562687,10165.118340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,[560],[12]
baseline,4,56,28.0,28.5,10164.618340562687,10165.118340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,[560],[12]
baseline,4,57,28.5,29.0,10165.118340562687,10165.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[646],[14]
baseline,4,57,28.5,29.0,10165.118340562687,10165.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,"[594,922]","[10,15]"
baseline,4,57,28.5,29.0,10165.118340562687,10165.618340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,[560],[12]
baseline,4,57,28.5,29.0,10165.118340562687,10165.618340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[560,943]","[12,14]"
baseline,4,58,29.0,29.5,10165.618340562687,10166.118340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,"[490,646]","[3,14]"
baseline,4,58,29.0,29.5,10165.618340562687,10166.118340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,"[594,615]","[2,15]"
baseline,4,58,29.0,29.5,10165.618340562687,10166.118340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,"[560,943]","[12,14]"
baseline,4,58,29.0,29.5,10165.618340562687,10166.118340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,[943],[14]
baseline,4,59,29.5,30.0,10166.118340562687,10166.618340562687,0.5,0,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,[490],[3]
baseline,4,59,29.5,30.0,10166.118340562687,10166.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,"[615,814]","[0,2]"
baseline,4,59,29.5,30.0,10166.118340562687,10166.618340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,[943],[14]
baseline,4,59,29.5,30.0,10166.118340562687,10166.618340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,[943],[14]
baseline,4,60,30.0,30.5,10166.618340562687,10167.118340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[490],[3]
baseline,4,60,30.0,30.5,10166.618340562687,10167.118340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[814],[0]
baseline,4,60,30.0,30.5,10166.618340562687,10167.118340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,"[549,606,943]","[0,7,14]"
baseline,4,60,30.0,30.5,10166.618340562687,10167.118340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[549,606,943]","[0,7,14]"
baseline,4,61,30.5,31.0,10167.118340562687,10167.618340562687,0.5,0,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[490,579]","[3,6]"
baseline,4,61,30.5,31.0,10167.118340562687,10167.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[814],[0]
baseline,4,61,30.5,31.0,10167.118340562687,10167.618340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,[606],[0]
baseline,4,61,30.5,31.0,10167.118340562687,10167.618340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,[606],[0]
baseline,4,62,31.0,31.5,10167.618340562687,10168.118340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[579],[6]
baseline,4,62,31.0,31.5,10167.618340562687,10168.118340562687,0.5,1,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[501,814]","[0,15]"
baseline,4,62,31.0,31.5,10167.618340562687,10168.118340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,"[606,864]","[0,1]"
baseline,4,62,31.0,31.5,10167.618340562687,10168.118340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[606,646,864]","[0,1,15]"
baseline,4,63,31.5,32.0,10168.118340562687,10168.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,"[347,579]","[1,6]"
baseline,4,63,31.5,32.0,10168.118340562687,10168.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[501],[15]
baseline,4,63,31.5,32.0,10168.118340562687,10168.618340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,"[646,864]","[1,15]"
baseline,4,63,31.5,32.0,10168.118340562687,10168.618340562687,0.5,3,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,[646],[15]
baseline,4,64,32.0,32.5,10168.618340562687,10169.118340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[347],[1]
baseline,4,64,32.0,32.5,10168.618340562687,10169.118340562687,0.5,1,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[501,560]","[12,15]"
baseline,4,64,32.0,32.5,10168.618340562687,10169.118340562687,0.5,2,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,[646],[15]
baseline,4,64,32.0,32.5,10168.618340562687,10169.118340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[646,753]","[8,15]"
baseline,4,65,32.5,33.0,10169.118340562687,10169.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[347],[1]
baseline,4,65,32.5,33.0,10169.118340562687,10169.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[560],[12]
baseline,4,65,32.5,33.0,10169.118340562687,10169.618340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,"[646,753]","[8,15]"
baseline,4,65,32.5,33.0,10169.118340562687,10169.618340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[490,753]","[4,8]"
baseline,4,66,33.0,33.5,10169.618340562687,10170.118340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,"[347,922]","[1,10]"
baseline,4,66,33.0,33.5,10169.618340562687,10170.118340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[560],[12]
baseline,4,66,33.0,33.5,10169.618340562687,10170.118340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,"[490,753]","[4,8]"
baseline,4,66,33.0,33.5,10169.618340562687,10170.118340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,[490],[4]
baseline,4,67,33.5,34.0,10170.118340562687,10170.618340562687,0.5,0,0.5,1.0,100.0,0.020000000000000004,40.00000000000001,[922],[10]
baseline,4,67,33.5,34.0,10170.118340562687,10170.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[560],[12]
baseline,4,67,33.5,34.0,10170.118340562687,10170.618340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,[490],[4]
baseline,4,67,33.5,34.0,10170.118340562687,10170.618340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,[490],[4]
baseline,4,68,34.0,34.5,10170.618340562687,10171.118340562687,0.5,0,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,[922],[10]
baseline,4,68,34.0,34.5,10170.618340562687,10171.118340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,"[560,943]","[12,14]"
baseline,4,68,34.0,34.5,10170.618340562687,10171.118340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,[490],[4]
baseline,4,68,34.0,34.5,10170.618340562687,10171.118340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[490,584]",[4]
baseline,4,69,34.5,35.0,10171.118340562687,10171.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[922],[10]
baseline,4,69,34.5,35.0,10171.118340562687,10171.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[943],[14]
baseline,4,69,34.5,35.0,10171.118340562687,10171.618340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,"[490,584]",[4]
baseline,4,69,34.5,35.0,10171.118340562687,10171.618340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,[584],[4]
baseline,4,70,35.0,35.5,10171.618340562687,10172.118340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,"[594,922]","[10,15]"
baseline,4,70,35.0,35.5,10171.618340562687,10172.118340562687,0.5,1,0.5,1.0,100.0,0.020000000000000004,40.00000000000001,"[549,606,943]","[0,7,14]"
baseline,4,70,35.0,35.5,10171.618340562687,10172.118340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,[584],[4]
baseline,4,70,35.0,35.5,10171.618340562687,10172.118340562687,0.5,3,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,[584],[4]
baseline,4,71,35.5,36.0,10172.118340562687,10172.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,"[594,615]","[2,15]"
baseline,4,71,35.5,36.0,10172.118340562687,10172.618340562687,0.5,1,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,[606],[0]
baseline,4,71,35.5,36.0,10172.118340562687,10172.618340562687,0.5,2,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,[584],[4]
baseline,4,71,35.5,36.0,10172.118340562687,10172.618340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[563,584]","[3,4]"
baseline,4,72,36.0,36.5,10172.618340562687,10173.118340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,"[615,814]","[0,2]"
baseline,4,72,36.0,36.5,10172.618340562687,10173.118340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,"[606,864]","[0,1]"
baseline,4,72,36.0,36.5,10172.618340562687,10173.118340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,"[563,584]","[3,4]"
baseline,4,72,36.0,36.5,10172.618340562687,10173.118340562687,0.5,3,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,[563],[3]
baseline,4,73,36.5,37.0,10173.118340562687,10173.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[814],[0]
baseline,4,73,36.5,37.0,10173.118340562687,10173.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,"[646,864]","[1,15]"
baseline,4,73,36.5,37.0,10173.118340562687,10173.618340562687,0.5,2,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,[563],[3]
baseline,4,73,36.5,37.0,10173.118340562687,10173.618340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,[563],[3]
baseline,4,74,37.0,37.5,10173.618340562687,10174.118340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[814],[0]
baseline,4,74,37.0,37.5,10173.618340562687,10174.118340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[646],[15]
baseline,4,74,37.0,37.5,10173.618340562687,10174.118340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,[563],[3]
baseline,4,74,37.0,37.5,10173.618340562687,10174.118340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[493,563]","[3,13]"
baseline,4,75,37.5,38.0,10174.118340562687,10174.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,"[501,814]","[0,15]"
baseline,4,75,37.5,38.0,10174.118340562687,10174.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,"[646,753]","[8,15]"
baseline,4,75,37.5,38.0,10174.118340562687,10174.618340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,"[493,563]","[3,13]"
baseline,4,75,37.5,38.0,10174.118340562687,10174.618340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,[493],[13]
baseline,4,76,38.0,38.5,10174.618340562687,10175.118340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[501],[15]
baseline,4,76,38.0,38.5,10174.618340562687,10175.118340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[753],[8]
baseline,4,76,38.0,38.5,10174.618340562687,10175.118340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,[493],[13]
baseline,4,76,38.0,38.5,10174.618340562687,10175.118340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,[493],[13]
baseline,4,77,38.5,39.0,10175.118340562687,10175.618340562687,0.5,0,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[501,560]","[12,15]"
baseline,4,77,38.5,39.0,10175.118340562687,10175.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,"[490,753]","[4,8]"
baseline,4,77,38.5,39.0,10175.118340562687,10175.618340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,"[493,626]","[0,13]"
baseline,4,77,38.5,39.0,10175.118340562687,10175.618340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[493,615,626]","[0,3,13]"
baseline,4,78,39.0,39.5,10175.618340562687,10176.118340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[560],[12]
baseline,4,78,39.0,39.5,10175.618340562687,10176.118340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[490],[4]
baseline,4,78,39.0,39.5,10175.618340562687,10176.118340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,"[615,626]","[0,3]"
baseline,4,78,39.0,39.5,10175.618340562687,10176.118340562687,0.5,3,0.5,1.0,100.0,0.020000000000000004,40.00000000000001,[615],[3]
baseline,4,79,39.5,40.0,10176.118340562687,10176.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[560],[12]
baseline,4,79,39.5,40.0,10176.118340562687,10176.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[490],[4]
baseline,4,79,39.5,40.0,10176.118340562687,10176.618340562687,0.5,2,0.5,1.0,100.0,0.020000000000000004,40.00000000000001,"[556,615]","[3,12]"
baseline,4,79,39.5,40.0,10176.118340562687,10176.618340562687,0.5,3,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[556,615]","[3,12]"
baseline,4,80,40.0,40.5,10176.618340562687,10177.118340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[560],[12]
baseline,4,80,40.0,40.5,10176.618340562687,10177.118340562687,0.5,1,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[490,584]",[4]
baseline,4,80,40.0,40.5,10176.618340562687,10177.118340562687,0.5,2,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,[556],[12]
baseline,4,80,40.0,40.5,10176.618340562687,10177.118340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[533,556]","[0,12]"
baseline,4,81,40.5,41.0,10177.118340562687,10177.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,"[560,943]","[12,14]"
baseline,4,81,40.5,41.0,10177.118340562687,10177.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[584],[4]
baseline,4,81,40.5,41.0,10177.118340562687,10177.618340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,"[533,556]","[0,12]"
baseline,4,81,40.5,41.0,10177.118340562687,10177.618340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,[533],[0]
baseline,4,82,41.0,41.5,10177.618340562687,10178.118340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[943],[14]
baseline,4,82,41.0,41.5,10177.618340562687,10178.118340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,"[563,584]","[3,4]"
baseline,4,82,41.0,41.5,10177.618340562687,10178.118340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,[533],[0]
baseline,4,82,41.0,41.5,10177.618340562687,10178.118340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,[533],[0]
baseline,4,83,41.5,42.0,10178.118340562687,10178.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,"[549,606,943]","[0,7,14]"
baseline,4,83,41.5,42.0,10178.118340562687,10178.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[563],[3]
baseline,4,83,41.5,42.0,10178.118340562687,10178.618340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,"[533,728]","[0,1]"
baseline,4,83,41.5,42.0,10178.118340562687,10178.618340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[533,728]","[0,1]"
baseline,4,84,42.0,42.5,10178.618340562687,10179.118340562687,0.5,0,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,[606],[0]
baseline,4,84,42.0,42.5,10178.618340562687,10179.118340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[563],[3]
baseline,4,84,42.0,42.5,10178.618340562687,10179.118340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,[728],[1]
baseline,4,84,42.0,42.5,10178.618340562687,10179.118340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,[728],[1]
baseline,4,85,42.5,43.0,10179.118340562687,10179.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,"[606,864]","[0,1]"
baseline,4,85,42.5,43.0,10179.118340562687,10179.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[563],[3]
baseline,4,85,42.5,43.0,10179.118340562687,10179.618340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,[728],[1]
baseline,4,85,42.5,43.0,10179.118340562687,10179.618340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,[728],[1]
baseline,4,86,43.0,43.5,10179.618340562687,10180.118340562687,0.5,0,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[646,864]","[1,15]"
baseline,4,86,43.0,43.5,10179.618340562687,10180.118340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,"[493,563]","[3,13]"
baseline,4,86,43.0,43.5,10179.618340562687,10180.118340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,"[452,728]","[1,8]"
baseline,4,86,43.0,43.5,10179.618340562687,10180.118340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[452,728]","[1,8]"
baseline,4,87,43.5,44.0,10180.118340562687,10180.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[646],[15]
baseline,4,87,43.5,44.0,10180.118340562687,10180.618340562687,0.5,1,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,[493],[13]
baseline,4,87,43.5,44.0,10180.118340562687,10180.618340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,[452],[8]
baseline,4,87,43.5,44.0,10180.118340562687,10180.618340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,[452],[8]
baseline,4,88,44.0,44.5,10180.618340562687,10181.118340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,"[646,753]","[8,15]"
baseline,4,88,44.0,44.5,10180.618340562687,10181.118340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,"[493,626]","[0,13]"
baseline,4,88,44.0,44.5,10180.618340562687,10181.118340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,[452],[8]
baseline,4,88,44.0,44.5,10180.618340562687,10181.118340562687,0.5,3,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,[452],[8]
baseline,4,89,44.5,45.0,10181.118340562687,10181.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[753],[8]
baseline,4,89,44.5,45.0,10181.118340562687,10181.618340562687,0.5,1,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[615,626]","[0,3]"
baseline,4,89,44.5,45.0,10181.118340562687,10181.618340562687,0.5,2,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[452,943]","[8,15]"
baseline,4,89,44.5,45.0,10181.118340562687,10181.618340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[452,943]","[8,15]"
baseline,4,90,45.0,45.5,10181.618340562687,10182.118340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,"[490,753]","[4,8]"
baseline,4,90,45.0,45.5,10181.618340562687,10182.118340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[615],[3]
baseline,4,90,45.0,45.5,10181.618340562687,10182.118340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,[943],[15]
baseline,4,90,45.0,45.5,10181.618340562687,10182.118340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,[943],[15]
baseline,4,91,45.5,46.0,10182.118340562687,10182.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[490],[4]
baseline,4,91,45.5,46.0,10182.118340562687,10182.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,"[556,615]","[3,12]"
baseline,4,91,45.5,46.0,10182.118340562687,10182.618340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,"[549,943]","[8,15]"
baseline,4,91,45.5,46.0,10182.118340562687,10182.618340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[549,678,943]","[0,8,15]"
baseline,4,92,46.0,46.5,10182.618340562687,10183.118340562687,0.5,0,0.5,1.0,100.0,0.020000000000000004,40.00000000000001,[490],[4]
baseline,4,92,46.0,46.5,10182.618340562687,10183.118340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[556],[12]
baseline,4,92,46.0,46.5,10182.618340562687,10183.118340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,"[549,678]","[0,8]"
baseline,4,92,46.0,46.5,10182.618340562687,10183.118340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,[678],[0]
baseline,4,93,46.5,47.0,10183.118340562687,10183.618340562687,0.5,0,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[490,584]",[4]
baseline,4,93,46.5,47.0,10183.118340562687,10183.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,"[533,556]","[0,12]"
baseline,4,93,46.5,47.0,10183.118340562687,10183.618340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,"[490,678]","[0,5]"
baseline,4,93,46.5,47.0,10183.118340562687,10183.618340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[490,678]","[0,5]"
baseline,4,94,47.0,47.5,10183.618340562687,10184.118340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[584],[4]
baseline,4,94,47.0,47.5,10183.618340562687,10184.118340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[533],[0]
baseline,4,94,47.0,47.5,10183.618340562687,10184.118340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,[490],[5]
baseline,4,94,47.0,47.5,10183.618340562687,10184.118340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,[490],[5]
baseline,4,95,47.5,48.0,10184.118340562687,10184.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[584],[4]
baseline,4,95,47.5,48.0,10184.118340562687,10184.618340562687,0.5,1,0.5,1.0,100.0,0.020000000000000004,40.00000000000001,"[533,728]","[0,1]"
baseline,4,95,47.5,48.0,10184.118340562687,10184.618340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,[490],[5]
baseline,4,95,47.5,48.0,10184.118340562687,10184.618340562687,0.5,3,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,[490],[5]
baseline,4,96,48.0,48.5,10184.618340562687,10185.118340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,"[563,584]","[3,4]"
baseline,4,96,48.0,48.5,10184.618340562687,10185.118340562687,0.5,1,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,[728],[1]
baseline,4,96,48.0,48.5,10184.618340562687,10185.118340562687,0.5,2,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[490,753]","[5,9]"
baseline,4,96,48.0,48.5,10184.618340562687,10185.118340562687,0.5,3,0.5,1.0,100.0,0.02,40.0,"[490,753]","[5,9]"
baseline,4,97,48.5,49.0,10185.118340562687,10185.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[563],[3]
baseline,4,97,48.5,49.0,10185.118340562687,10185.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[728],[1]
baseline,4,97,48.5,49.0,10185.118340562687,10185.618340562687,0.5,2,0.5,1.0,100.0,0.02,40.0,[753],[9]
baseline,4,97,48.5,49.0,10185.118340562687,10185.618340562687,0.5,3,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,[753],[9]
baseline,4,98,49.0,49.5,10185.618340562687,10186.118340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,[563],[3]
