time_ms,event,npu,request,layer,role
5053.6297134887,admission,16,73,0,0
5053.6297134887,compute_start,16,73,0,0
5068.3556262013,admission,16,74,0,0
5068.3556262013,compute_start,16,74,0,0
5083.0815389138,admission,16,75,0,1
5094.7804319862,compute_start,16,75,0,1
5094.8871115084,admission,8,75,0,1
5094.8871115084,compute_start,8,75,0,1
5094.9937910307,admission,24,41,0,1
5094.9937910307,compute_start,24,41,0,1
5095.1004705529,admission,0,41,0,0
5095.1004705529,compute_start,0,41,0,0
5122.0063138086,admission,0,42,0,0
5123.7463038862,compute_start,0,42,0,0
5150.5684658043,admission,0,43,0,0
5150.5684658043,compute_start,0,43,0,0
5165.2943785169,admission,0,44,0,0
5165.2943785169,compute_start,0,44,0,0
5180.0202912295,admission,0,45,0,0
5180.0202912295,compute_start,0,45,0,0
5201.7061642524,admission,0,46,0,0
5203.44615433,compute_start,0,46,0,0
5230.3519975857,admission,0,47,0,0
5232.0919876633,compute_start,0,47,0,0
5249.8940327456,admission,0,48,0,0
5249.8940327456,compute_start,0,48,0,0
5264.6199454582,admission,0,49,0,0
5264.6199454582,compute_start,0,49,0,0
5281.0858482483,admission,0,50,0,0
5282.8258383259,compute_start,0,50,0,0
5309.7316815817,admission,0,51,0,0
5311.4716716593,compute_start,0,51,0,0
5334.394350844,admission,0,52,0,0
5334.394350844,compute_start,0,52,0,0
5349.1202635566,admission,0,53,0,0
5349.1202635566,compute_start,0,53,0,0
5363.8461762691,admission,0,54,0,0
5363.8461762691,compute_start,0,54,0,0
5389.0120294473,admission,0,55,0,0
5390.7520195249,compute_start,0,55,0,0
5417.6578627806,admission,0,56,0,0
5418.8946689424,compute_start,0,56,0,0
5433.620581655,admission,0,57,0,0
5433.620581655,compute_start,0,57,0,0
5448.3464943675,admission,0,58,0,0
5448.3464943675,compute_start,0,58,0,0
5468.2923773129,admission,0,59,0,0
5470.0323673905,compute_start,0,59,0,0
5496.9382106462,admission,0,60,0,0
5498.6782007238,compute_start,0,60,0,0
5518.1208997533,admission,0,61,0,0
5518.1208997533,compute_start,0,61,0,0
5532.8468124659,admission,0,62,0,0
5532.8468124659,compute_start,0,62,0,0
5547.5727251785,admission,0,63,0,0
5549.3127152561,compute_start,0,63,0,0
5576.2185585118,admission,0,64,0,0
5577.9585485894,compute_start,0,64,0,0
5602.6212178517,admission,0,65,0,0
5602.6212178517,compute_start,0,65,0,0
5617.3471305643,admission,0,66,0,0
5617.3471305643,compute_start,0,66,0,0
5632.0730432769,admission,0,67,0,0
5632.0730432769,compute_start,0,67,0,0
5655.4989063774,admission,0,68,0,0
5657.238896455,compute_start,0,68,0,0
5684.1447397107,admission,0,69,0,0
5685.8847297883,compute_start,0,69,0,0
5701.8474486627,admission,0,70,0,0
5701.8474486627,compute_start,0,70,0,0
5716.5733613752,admission,0,71,0,0
5716.5733613752,compute_start,0,71,0,0
5733.6755658744,admission,0,72,0,0
5734.5203736604,compute_start,0,72,0,0
5755.1599408744,admission,0,73,0,0
5756.0047486604,compute_start,0,73,0,0
5773.7033168913,admission,0,74,0,0
5773.7033168913,compute_start,0,74,0,0
5788.4292296038,admission,0,75,0,0
5788.4292296038,compute_start,0,75,0,0
5803.1551423164,admission,0,76,0,1
5814.8540353888,compute_start,0,76,0,1
5814.960714911,admission,16,76,0,1
5814.960714911,compute_start,16,76,0,1
5815.0673944333,admission,8,76,0,1
5815.0673944333,compute_start,8,76,0,1
5815.1740739555,admission,24,42,0,0
5815.1740739555,compute_start,24,42,0,0
5842.0799172112,admission,24,43,0,0
5843.8199072888,compute_start,24,43,0,0
5870.6420692069,admission,24,44,0,0
5870.6420692069,compute_start,24,44,0,0
5885.3679819195,admission,24,45,0,0
5885.3679819195,compute_start,24,45,0,0
5900.093894632,admission,24,46,0,0
5900.093894632,compute_start,24,46,0,0
5921.779767655,admission,24,47,0,0
5923.5197577326,compute_start,24,47,0,0
5950.4256009883,admission,24,48,0,0
5952.1655910659,compute_start,24,48,0,0
5969.9676361482,admission,24,49,0,0
5969.9676361482,compute_start,24,49,0,0
5984.6935488607,admission,24,50,0,0
5984.6935488607,compute_start,24,50,0,0
6001.1594516509,admission,24,51,0,0
6002.8994417285,compute_start,24,51,0,0
6029.8052849842,admission,24,52,0,0
6031.5452750618,compute_start,24,52,0,0
6054.4679542466,admission,24,53,0,0
6054.4679542466,compute_start,24,53,0,0
6069.1938669591,admission,24,54,0,0
6069.1938669591,compute_start,24,54,0,0
