order,policy,seed,window,ssu_id,capacity_GiB_s,mean_demand_GiB_s,maximum_demand_GiB_s,minimum_demand_GiB_s,overload_percent,at_or_above_capacity_percent,actual_GiB_s,busy_percent
ordered,od_baseline,19,full_population,0,40,23.294885826614834,37.67260588330078,0.5776079775146485,0.0,0.0,23.17344400796926,57.93361001992315
ordered,od_baseline,19,full_population,1,40,25.54428134233441,41.318341936523446,0.6435784317993165,15.19176320378543,15.19176320378543,25.40382404935438,63.50956012338595
ordered,od_baseline,19,full_population,2,40,25.053473664279043,40.10309658544922,0.6083941895141602,10.373995786996169,10.373995786996169,24.922962297312633,62.307405743281585
ordered,od_baseline,43,warm_2_4s,0,40,26.75163198838843,37.13562527409667,16.882633799560548,0.0,0.0,27.121170970543883,67.80292742635972
ordered,od_baseline,43,warm_2_4s,1,40,29.178959634741023,40.77495979057616,18.066847321472167,18.762904380749458,18.762904380749458,29.50250397700344,73.75625994250859
ordered,od_baseline,43,warm_2_4s,2,40,28.668222544133837,39.7768452746704,17.995076804992678,0.0,0.0,29.02220246468449,72.55550616171124
ordered,od_baseline,43,long_2_6s,0,40,24.828151192856136,37.67260588330078,16.882633799560548,0.0,0.0,25.095879426584464,62.73969856646115
ordered,od_baseline,43,long_2_6s,1,40,27.218465026037894,40.77495979057616,18.066847321472167,19.07954540901261,19.07954540901261,27.43203361155499,68.58008402888747
ordered,od_baseline,43,long_2_6s,2,40,26.656567885794594,40.05917205468751,17.995076804992678,9.649207873178897,9.649207873178897,26.938606334943646,67.3465158373591
ordered,od_baseline,43,full_population,0,40,23.294885826614834,37.67260588330078,0.5776079775146485,0.0,0.0,23.17344400796926,57.93361001992315
ordered,od_baseline,43,full_population,1,40,25.54428134233441,41.318341936523446,0.6435784317993165,15.19176320378543,15.19176320378543,25.40382404935438,63.50956012338595
ordered,od_baseline,43,full_population,2,40,25.053473664279043,40.10309658544922,0.6083941895141602,10.373995786996169,10.373995786996169,24.922962297312633,62.307405743281585
ordered,od_baseline,7,warm_2_4s,0,40,26.75163198838843,37.13562527409667,16.882633799560548,0.0,0.0,27.121170970543883,67.80292742635972
ordered,od_baseline,7,warm_2_4s,1,40,29.178959634741023,40.77495979057616,18.066847321472167,18.762904380749458,18.762904380749458,29.50250397700344,73.75625994250859
ordered,od_baseline,7,warm_2_4s,2,40,28.668222544133837,39.7768452746704,17.995076804992678,0.0,0.0,29.02220246468449,72.55550616171124
ordered,od_baseline,7,long_2_6s,0,40,24.828151192856136,37.67260588330078,16.882633799560548,0.0,0.0,25.095879426584464,62.73969856646115
ordered,od_baseline,7,long_2_6s,1,40,27.218465026037894,40.77495979057616,18.066847321472167,19.07954540901261,19.07954540901261,27.43203361155499,68.58008402888747
ordered,od_baseline,7,long_2_6s,2,40,26.656567885794594,40.05917205468751,17.995076804992678,9.649207873178897,9.649207873178897,26.938606334943646,67.3465158373591
ordered,od_baseline,7,full_population,0,40,23.294885826614834,37.67260588330078,0.5776079775146485,0.0,0.0,23.17344400796926,57.93361001992315
ordered,od_baseline,7,full_population,1,40,25.54428134233441,41.318341936523446,0.6435784317993165,15.19176320378543,15.19176320378543,25.40382404935438,63.50956012338595
ordered,od_baseline,7,full_population,2,40,25.053473664279043,40.10309658544922,0.6083941895141602,10.373995786996169,10.373995786996169,24.922962297312633,62.307405743281585
random,asu_baseline,19,warm_2_4s,0,40,23.714043919936916,26.518868700787355,20.46299401150818,0.0,0.0,23.36427483961698,58.41068709904244
random,asu_baseline,19,warm_2_4s,1,40,26.278693060970824,29.45295859888916,23.424864516293336,0.0,0.0,25.92094229206497,64.80235573016242
random,asu_baseline,19,warm_2_4s,2,40,25.559768289754956,29.12488372128296,22.469107299938965,0.0,0.0,25.199510435320086,62.99877608830021
random,asu_baseline,19,long_2_6s,0,40,23.620056700779212,27.53802972522583,20.438470661425782,0.0,0.0,23.576642552275626,58.94160638068906
random,asu_baseline,19,long_2_6s,1,40,26.166400196155287,30.835595544799805,23.214963127120974,0.0,0.0,26.132038740901972,65.33009685225493
random,asu_baseline,19,long_2_6s,2,40,25.493102886073334,29.57664623505249,22.469107299938965,0.0,0.0,25.457828176543195,63.64457044135799
random,asu_baseline,19,full_population,0,40,23.328089329155787,28.67456288474121,0.4692687615966797,0.0,0.0,23.243562680135806,58.108906700339524
random,asu_baseline,19,full_population,1,40,25.572378287748183,30.835595544799805,0.6155701990356446,0.0,0.0,25.48069145023276,63.7017286255819
random,asu_baseline,19,full_population,2,40,25.090184571773666,30.524214285488892,0.5934869631958009,0.0,0.0,24.998374697046714,62.495936742616784
random,asu_baseline,43,warm_2_4s,0,40,23.047778350991802,25.813909860717775,18.814835355111697,0.0,0.0,23.11405315760992,57.7851328940248
random,asu_baseline,43,warm_2_4s,1,40,25.473541313008063,28.488244302951053,21.620840154959108,0.0,0.0,25.52928295497319,63.82320738743298
random,asu_baseline,43,warm_2_4s,2,40,25.15331563231065,27.701917092581176,21.179887553549197,0.0,0.0,25.226319698137253,63.065799245343136
random,asu_baseline,43,long_2_6s,0,40,22.927039659540803,25.813909860717775,18.814835355111697,0.0,0.0,22.918396400672755,57.29599100168189
random,asu_baseline,43,long_2_6s,1,40,25.23173516756047,28.488244302951053,21.612969903305054,0.0,0.0,25.21311228202041,63.03278070505103
random,asu_baseline,43,long_2_6s,2,40,24.78283439592159,27.701917092581176,21.179887553549197,0.0,0.0,24.771633552772364,61.929083881930914
random,asu_baseline,43,full_population,0,40,23.338870531201813,28.345296340759276,0.5834720178955078,0.0,0.0,23.228955111430878,58.072387778577195
random,asu_baseline,43,full_population,1,40,25.590580787683376,32.28709205340271,0.6567725226562501,0.0,0.0,25.464677943347848,63.66169485836963
random,asu_baseline,43,full_population,2,40,25.105361766307595,31.495807929226686,0.5893360582763673,0.0,0.0,24.982664305274003,62.45666076318501
random,asu_baseline,7,warm_2_4s,0,40,24.24963269061772,27.532070188879395,21.628150840997314,0.0,0.0,24.09619061423772,60.240476535594304
random,asu_baseline,7,warm_2_4s,1,40,26.488709121331727,29.786927320907594,23.564593433624268,0.0,0.0,26.346298695582185,65.86574673895545
random,asu_baseline,7,warm_2_4s,2,40,26.161495814274097,29.620013995349122,23.209402380889895,0.0,0.0,26.004439515604894,65.01109878901222
random,asu_baseline,7,long_2_6s,0,40,23.640162758247257,27.532070188879395,21.115250232998658,0.0,0.0,23.59580604979132,58.9895151244783
random,asu_baseline,7,long_2_6s,1,40,25.80150586654518,29.786927320907594,22.784447280862427,0.0,0.0,25.75112626365851,64.37781565914626
random,asu_baseline,7,long_2_6s,2,40,25.463650391506537,29.620013995349122,22.175646578237917,0.0,0.0,25.42823221360968,63.570580534024195
random,asu_baseline,7,full_population,0,40,23.32462881464929,27.532070188879395,0.5217164467163086,0.0,0.0,23.250447987674963,58.126119969187414
random,asu_baseline,7,full_population,1,40,25.568887720939465,29.786927320907594,0.5934869631958009,0.0,0.0,25.48823944962337,63.72059862405843
random,asu_baseline,7,full_population,2,40,25.084755161928623,29.620013995349122,0.5631225139160156,0.0,0.0,25.005779822506057,62.51444955626515
random,od_baseline,19,warm_2_4s,0,40,23.698809442581993,26.458049655670166,20.46299401150818,0.0,0.0,23.3621019848707,58.405254962176755
random,od_baseline,19,warm_2_4s,1,40,26.261377106861797,29.45295859888916,23.446356340127565,0.0,0.0,25.915639446296485,64.78909861574122
random,od_baseline,19,warm_2_4s,2,40,25.54297703209947,29.053443422735597,22.469107299938965,0.0,0.0,25.192641873542577,62.98160468385644
random,od_baseline,19,long_2_6s,0,40,23.620761061720422,27.649058991613767,20.438470661425782,0.0,0.0,23.57321400570139,58.933035014253484
random,od_baseline,19,long_2_6s,1,40,26.165558626498253,30.89145484822998,23.214963127120974,0.0,0.0,26.123602341883032,65.30900585470758
random,od_baseline,19,long_2_6s,2,40,25.49457899804489,29.605116787060545,22.469107299938965,0.0,0.0,25.453642319910376,63.634105799775945
random,od_baseline,19,full_population,0,40,23.314759622955858,28.67456288474121,0.5611891899627685,0.0,0.0,23.210071900057166,58.02517975014291
random,od_baseline,19,full_population,1,40,25.558434970655107,30.89145484822998,0.6532169992492675,0.0,0.0,25.4439772749854,63.60994318746349
random,od_baseline,19,full_population,2,40,25.076525459415354,30.524214285488892,0.5756249247528076,0.0,0.0,24.962355473968763,62.40588868492191
random,od_baseline,43,warm_2_4s,0,40,23.03237201499821,25.813909860717775,19.478030772866823,0.0,0.0,23.061050512815733,57.65262628203933
random,od_baseline,43,warm_2_4s,1,40,25.455699788951684,28.488244302951053,21.707030687924195,0.0,0.0,25.45404062512041,63.635101562801026
random,od_baseline,43,warm_2_4s,2,40,25.1385107472931,27.701917092581176,21.87248083650513,0.0,0.0,25.174240210081347,62.93560052520337
random,od_baseline,43,long_2_6s,0,40,22.92600305346709,25.813909860717775,19.478030772866823,0.0,0.0,22.89031149043246,57.225778726081145
random,od_baseline,43,long_2_6s,1,40,25.229394739756636,28.488244302951053,21.707030687924195,0.0,0.0,25.179614316360183,62.94903579090046
random,od_baseline,43,long_2_6s,2,40,24.7834420914189,27.701917092581176,21.42603085041504,0.0,0.0,24.742583524123855,61.85645881030964
random,od_baseline,43,full_population,0,40,23.321618923201846,28.345296340759276,0.5142730518951415,0.0,0.0,23.198035176504803,57.99508794126201
random,od_baseline,43,full_population,1,40,25.57010150087667,32.28709205340271,0.5882561926940917,0.0,0.0,25.43078205000504,63.576955125012596
random,od_baseline,43,full_population,2,40,25.08459296022022,31.495807929226686,0.6875018693756103,0.0,0.0,24.9494100176449,62.37352504411225
random,od_baseline,7,warm_2_4s,0,40,24.231281696942514,27.532070188879395,21.628150840997314,0.0,0.0,24.01605668834809,60.040141720870224
random,od_baseline,7,warm_2_4s,1,40,26.466388558004247,29.786927320907594,23.564593433624268,0.0,0.0,26.25798278893402,65.64495697233504
random,od_baseline,7,warm_2_4s,2,40,26.143847617492668,29.575417214465332,23.209402380889895,0.0,0.0,25.91733595250824,64.7933398812706
random,od_baseline,7,long_2_6s,0,40,23.638233073090884,27.532070188879395,21.215206666113282,0.0,0.0,23.606754302978516,59.01688575744629
random,od_baseline,7,long_2_6s,1,40,25.799035045920515,29.786927320907594,22.76859513124695,0.0,0.0,25.760629401642582,64.40157350410645
random,od_baseline,7,long_2_6s,2,40,25.464936149211685,29.575417214465332,22.159005332034305,0.0,0.0,25.439873396759765,63.59968349189942
random,od_baseline,7,full_population,0,40,23.303711213879073,27.532070188879395,0.52999766015625,0.0,0.0,23.210745489714572,58.026863724286436
random,od_baseline,7,full_population,1,40,25.546688984132953,29.786927320907594,0.5548413004760743,0.0,0.0,25.44471569578864,63.611789239471605
random,od_baseline,7,full_population,2,40,25.06164100961618,29.575417214465332,0.5934869631958009,0.0,0.0,24.96307991741487,62.40769979353717
