scenario,policy,seed,request_id,npu,total_K,miss,category,admission_ms,completion_ms,TTFT_ms,SLO_base_ms,SLO_multiple
semi,od_baseline,19,2000012,2,160,2048,LL,2586.606733493782,3045.156915208047,458.5501817142649,458.55018171426593,1.0
semi,od_baseline,19,2000013,2,200,4096,LL,3045.156915208047,4175.84322144358,1130.6863062355328,1130.6863062355314,1.0
semi,od_baseline,19,3000006,3,200,1024,LL,2031.7527736798659,2315.2963811803747,283.54360750050887,283.5436075005082,1.0
semi,od_baseline,19,3000007,3,128,1024,LL,2315.2963811803747,2502.2032590712515,186.90687789087679,186.90687789087698,1.0
semi,od_baseline,19,3000008,3,80,4096,SL,2502.2032590712515,2988.644085855267,486.44082678401537,486.44082678401566,1.0
semi,od_baseline,19,3000009,3,32,256,SS,2988.644085855267,3004.623923423056,15.979837567789218,15.979837567787547,1.0
semi,od_baseline,19,3000010,3,32,2048,SL,3004.623923423056,3119.5767444000558,114.95282097699965,114.952820977,1.0
semi,od_baseline,19,3000011,3,64,4096,SL,3119.5767444000558,3520.1181040855663,400.54135968551054,400.5413596855101,1.0
semi,od_baseline,19,3000012,3,200,2048,LL,3520.1181040855663,4086.0424068148313,565.924302729265,565.9243027292647,1.0
semi,od_baseline,19,4000008,4,128,4096,LL,2099.5662265522164,2851.3868392666527,751.8206127144363,744.1386016188327,1.010323360566018
semi,od_baseline,19,4000009,4,32,1024,SL,2851.3868392666527,2909.4446918992917,58.05785263263897,58.057852632638046,1.0
semi,od_baseline,19,4000010,4,64,4096,SL,2909.4446918992917,3309.986051584802,400.54135968551054,400.5413596855101,1.0
semi,od_baseline,19,4000011,4,32,256,SS,3309.986051584802,3325.9658891525914,15.979837567789218,15.979837567787547,1.0
semi,od_baseline,19,4000012,4,32,4096,SL,3325.9658891525914,3554.708625119639,228.74273596704734,228.74273596704626,1.0
semi,od_baseline,19,4000013,4,32,4096,SL,3554.708625119639,3783.451361086686,228.74273596704734,228.74273596704626,1.0
semi,od_baseline,19,4000014,4,200,4096,LL,3783.451361086686,4914.137667322219,1130.6863062355333,1130.6863062355314,1.0
semi,od_baseline,19,5000005,5,80,4096,SL,2141.4781875655863,2629.7046657257797,488.22647816019344,486.44082678401566,1.0036708501381004
semi,od_baseline,19,5000006,5,200,4096,LL,2629.7046657257797,3760.390971961313,1130.6863062355333,1130.6863062355314,1.0
semi,od_baseline,19,5000007,5,128,1024,LL,3760.390971961313,3947.2978498521898,186.90687789087679,186.90687789087698,1.0
semi,od_baseline,19,5000008,5,160,2048,LL,3947.2978498521898,4405.848031566455,458.5501817142649,458.55018171426593,1.0
semi,od_baseline,19,6000004,6,32,256,SS,2103.8219667017393,2129.2783269798806,25.456360278141346,15.979837567787547,1.593029977316963
semi,od_baseline,19,6000005,6,200,1024,LL,2129.2783269798806,2437.2181367498906,307.93980977001,283.5436075005082,1.0860403889354413
semi,od_baseline,19,6000006,6,160,256,LS,2437.2181367498906,2497.87044634206,60.65230959216933,58.92951067026337,1.0292349096795625
semi,od_baseline,19,6000007,6,64,4096,SL,2497.87044634206,2898.4118060275705,400.54135968551054,400.5413596855101,1.0
semi,od_baseline,19,6000008,6,160,1024,LL,2898.4118060275705,3128.268345435774,229.8565394082034,229.85653940820262,1.0
semi,od_baseline,19,6000009,6,80,4096,SL,3128.268345435774,3614.7091722197893,486.44082678401537,486.44082678401566,1.0
semi,od_baseline,19,6000010,6,80,4096,SL,3614.7091722197893,4101.149999003805,486.44082678401537,486.44082678401566,1.0
semi,od_baseline,19,7000007,7,64,4096,SL,2647.239178039823,3047.7805377253335,400.54135968551054,400.5413596855101,1.0
semi,od_baseline,19,7000008,7,128,4096,LL,3047.7805377253335,3791.919139344167,744.1386016188335,744.1386016188327,1.0
semi,od_baseline,19,7000009,7,160,1024,LL,3791.919139344167,4021.7756787523704,229.8565394082034,229.85653940820262,1.0
semi,od_baseline,19,8000008,8,128,4096,LL,2397.884601002709,3142.0232026215426,744.1386016188335,744.1386016188327,1.0
semi,od_baseline,19,8000009,8,32,4096,SL,3142.0232026215426,3370.76593858859,228.74273596704734,228.74273596704626,1.0
semi,od_baseline,19,8000010,8,128,1024,LL,3370.76593858859,3557.6728164794667,186.90687789087679,186.90687789087698,1.0
semi,od_baseline,19,8000011,8,64,256,SS,3557.6728164794667,3584.3900726447255,26.717256165258732,26.717256165257165,1.0
semi,od_baseline,19,8000012,8,80,4096,SL,3584.3900726447255,4070.830899428741,486.44082678401537,486.44082678401566,1.0
semi,od_baseline,19,9000006,9,160,256,LS,2512.768293144377,2592.125643645466,79.35735050108906,58.92951067026337,1.346648726562969
semi,od_baseline,19,9000007,9,200,4096,LL,2592.125643645466,3732.2598021849117,1140.1341585394457,1130.6863062355314,1.0083558563076347
semi,od_baseline,19,9000008,9,32,256,SS,3732.2598021849117,3748.239639752701,15.979837567789218,15.979837567787547,1.0
semi,od_baseline,19,9000009,9,80,2048,SL,3748.239639752701,3994.6953015323616,246.45566177966066,243.80186035081854,1.0108850745643345
semi,od_baseline,19,9000010,9,200,2048,LL,3994.6953015323616,4560.619604261624,565.9243027292623,565.9243027292647,1.0
semi,od_baseline,19,10000005,10,80,4096,SL,2126.3587527973336,2613.1541438751938,486.79539107786013,486.44082678401566,1.0007288950152244
semi,od_baseline,19,10000006,10,32,4096,SL,2613.1541438751938,2841.896879842241,228.74273596704734,228.74273596704626,1.0
semi,od_baseline,19,10000007,10,160,4096,LL,2841.896879842241,3757.8342542729497,915.9373744307086,915.9373744307104,1.0
semi,od_baseline,19,10000008,10,128,256,LS,3757.8342542729497,3827.014622334626,69.18036806167629,48.19209238871334,1.4355128535128396
semi,od_baseline,19,10000009,10,128,4096,LL,3827.014622334626,4579.136017824792,752.1213954901664,744.1386016188327,1.0107275631904695
semi,od_baseline,19,11000006,11,64,256,SS,2870.251279077257,2905.37710381516,35.1258247379028,26.717256165257165,1.3147242561375014
semi,od_baseline,19,11000007,11,80,2048,SL,2905.37710381516,3151.6485807293043,246.2714769141444,243.80186035081854,1.0101296050808315
semi,od_baseline,19,11000008,11,64,1024,SL,3151.6485807293043,3252.656106812699,101.00752608339462,101.00752608339441,1.0
semi,od_baseline,19,11000009,11,200,1024,LL,3252.656106812699,3536.199714313208,283.5436075005091,283.5436075005082,1.0
semi,od_baseline,19,11000010,11,32,1024,SL,3536.199714313208,3594.257566945847,58.05785263263897,58.057852632638046,1.0
semi,od_baseline,19,11000011,11,80,256,SS,3594.257566945847,3626.343531919892,32.085964974045055,32.085964974046185,1.0
semi,od_baseline,19,11000012,11,32,4096,SL,3626.343531919892,3855.0862678869394,228.74273596704734,228.74273596704626,1.0
semi,od_baseline,19,11000013,11,128,4096,LL,3855.0862678869394,4599.224869505772,744.138601618833,744.1386016188327,1.0
semi,od_baseline,19,12000005,12,80,4096,SL,2059.4512721212127,2555.9654231720688,496.51415105085607,486.44082678401566,1.0207082212515708
semi,od_baseline,19,12000006,12,64,1024,SL,2555.9654231720688,2656.9729492554634,101.00752608339462,101.00752608339441,1.0
semi,od_baseline,19,12000007,12,160,4096,LL,2656.9729492554634,3572.910323686172,915.9373744307086,915.9373744307104,1.0
semi,od_baseline,19,12000008,12,200,1024,LL,3572.910323686172,3856.453931186681,283.5436075005091,283.5436075005082,1.0
semi,od_baseline,19,12000009,12,160,1024,LL,3856.453931186681,4086.3104705948845,229.8565394082034,229.85653940820262,1.0
semi,od_baseline,19,13000006,13,200,1024,LL,2212.655593914388,2496.1992014148973,283.5436075005091,283.5436075005082,1.0
semi,od_baseline,19,13000007,13,80,2048,SL,2496.1992014148973,2740.0010617657144,243.80186035081715,243.80186035081854,1.0
semi,od_baseline,19,13000008,13,200,2048,LL,2740.0010617657144,3305.9253644949795,565.924302729265,565.9243027292647,1.0
semi,od_baseline,19,13000009,13,160,2048,LL,3305.9253644949795,3764.4755462092444,458.5501817142649,458.55018171426593,1.0
semi,od_baseline,19,13000010,13,64,2048,SL,3764.4755462092444,3965.3276895466524,200.85214333740805,200.85214333740902,1.0
semi,od_baseline,19,13000011,13,160,256,LS,3965.3276895466524,4029.5659719495525,64.23828240290004,58.92951067026337,1.0900868117222557
semi,od_baseline,19,14000006,14,160,2048,LL,2356.2568402196193,2814.8070219338842,458.5501817142649,458.55018171426593,1.0
semi,od_baseline,19,14000007,14,64,4096,SL,2814.8070219338842,3215.348381619395,400.54135968551054,400.5413596855101,1.0
semi,od_baseline,19,14000008,14,128,4096,LL,3215.348381619395,3959.4869832382283,744.1386016188335,744.1386016188327,1.0
semi,od_baseline,19,14000009,14,200,1024,LL,3959.4869832382283,4243.030590738736,283.5436075005073,283.5436075005082,1.0
semi,od_baseline,19,15000007,15,64,4096,SL,2498.6193980311054,2899.160757716616,400.54135968551054,400.5413596855101,1.0
semi,od_baseline,19,15000008,15,32,1024,SL,2899.160757716616,2957.218610349255,58.05785263263897,58.057852632638046,1.0
semi,od_baseline,19,15000009,15,160,1024,LL,2957.218610349255,3187.0751497574583,229.8565394082034,229.85653940820262,1.0
semi,od_baseline,19,15000010,15,128,4096,LL,3187.0751497574583,3931.213751376292,744.1386016188335,744.1386016188327,1.0
semi,od_baseline,19,15000011,15,80,4096,SL,3931.213751376292,4417.65457816031,486.4408267840181,486.44082678401566,1.0
semi,od_baseline,19,16000007,16,32,2048,SL,2560.752269671352,2675.705090648352,114.95282097699965,114.952820977,1.0
semi,od_baseline,19,16000008,16,160,1024,LL,2675.705090648352,2905.5616300565553,229.8565394082034,229.85653940820262,1.0
semi,od_baseline,19,16000009,16,32,4096,SL,2905.5616300565553,3134.3043660236026,228.74273596704734,228.74273596704626,1.0
semi,od_baseline,19,16000010,16,80,1024,SL,3134.3043660236026,3256.786735184148,122.4823691605452,122.48236916054397,1.0
semi,od_baseline,19,16000011,16,160,2048,LL,3256.786735184148,3715.3369168984127,458.5501817142649,458.55018171426593,1.0
semi,od_baseline,19,16000012,16,128,4096,LL,3715.3369168984127,4459.475518517246,744.1386016188335,744.1386016188327,1.0
semi,od_baseline,19,17000007,17,200,2048,LL,2258.833832727733,2824.758135456998,565.924302729265,565.9243027292647,1.0
semi,od_baseline,19,17000008,17,160,4096,LL,2824.758135456998,3740.695509887707,915.937374430709,915.9373744307104,1.0
semi,od_baseline,19,17000009,17,32,256,SS,3740.695509887707,3757.960090604081,17.264580716373985,15.979837567787547,1.0803977601860137
semi,od_baseline,19,17000010,17,200,256,LS,3757.960090604081,3871.1215336759865,113.16144307190552,72.35128428205302,1.5640557620340072
semi,od_baseline,19,17000011,17,128,2048,LL,3871.1215336759865,4243.772403150585,372.6508694745985,372.6508694745985,1.0
semi,od_baseline,19,18000004,18,80,4096,SL,2188.2534712338547,2674.69429801787,486.44082678401537,486.44082678401566,1.0
semi,od_baseline,19,18000005,18,160,256,LS,2674.69429801787,2738.4733639063097,63.77906588843962,58.92951067026337,1.0822941708325333
semi,od_baseline,19,18000006,18,80,2048,SL,2738.4733639063097,2982.275224257127,243.80186035081715,243.80186035081854,1.0
semi,od_baseline,19,18000007,18,64,256,SS,2982.275224257127,3009.8111846686993,27.535960411572432,26.717256165257165,1.0306432756886128
semi,od_baseline,19,18000008,18,160,1024,LL,3009.8111846686993,3240.6022827544875,230.79109808578824,229.85653940820262,1.0040658346288156
semi,od_baseline,19,18000009,18,200,4096,LL,3240.6022827544875,4371.288588990021,1130.6863062355333,1130.6863062355314,1.0
semi,od_baseline,19,19000005,19,160,2048,LL,2421.9167985774875,2880.4669802917524,458.5501817142649,458.55018171426593,1.0
semi,od_baseline,19,19000006,19,128,256,LS,2880.4669802917524,2940.5725978235805,60.1056175318281,48.19209238871334,1.2472091281495161
semi,od_baseline,19,19000007,19,200,4096,LL,2940.5725978235805,4071.258904059114,1130.6863062355333,1130.6863062355314,1.0
semi,od_baseline,19,20000005,20,160,2048,LL,2252.3184664759883,2710.868648190253,458.5501817142649,458.55018171426593,1.0
semi,od_baseline,19,20000006,20,64,2048,SL,2710.868648190253,2911.7207915276613,200.85214333740805,200.85214333740902,1.0
semi,od_baseline,19,20000007,20,32,256,SS,2911.7207915276613,2927.7006290954505,15.979837567789218,15.979837567787547,1.0
semi,od_baseline,19,20000008,20,32,4096,SL,2927.7006290954505,3156.443365062498,228.74273596704734,228.74273596704626,1.0
semi,od_baseline,19,20000009,20,64,4096,SL,3156.443365062498,3556.9847247480084,400.54135968551054,400.5413596855101,1.0
semi,od_baseline,19,20000010,20,80,4096,SL,3556.9847247480084,4043.4255515320237,486.44082678401537,486.44082678401566,1.0
semi,od_baseline,19,21000003,21,200,256,LS,2081.8324168141553,2234.046056984934,152.2136401707785,72.35128428205302,2.1038139361478563
semi,od_baseline,19,21000004,21,128,4096,LL,2234.046056984934,2978.1846586037673,744.1386016188335,744.1386016188327,1.0
semi,od_baseline,19,21000005,21,80,1024,SL,2978.1846586037673,3100.6670277643125,122.4823691605452,122.48236916054397,1.0
semi,od_baseline,19,21000006,21,200,4096,LL,3100.6670277643125,4231.353333999846,1130.6863062355333,1130.6863062355314,1.0
semi,od_baseline,19,22000008,22,64,256,SS,2063.013415883271,2110.936176528828,47.92276064555699,26.717256165257165,1.7937006835258493
semi,od_baseline,19,22000009,22,64,4096,SL,2110.936176528828,2515.972022968095,405.03584643926706,400.5413596855101,1.011221030350738
semi,od_baseline,19,22000010,22,160,1024,LL,2515.972022968095,2745.8285623762986,229.8565394082034,229.85653940820262,1.0
semi,od_baseline,19,22000011,22,80,4096,SL,2745.8285623762986,3232.269389160314,486.44082678401537,486.44082678401566,1.0
semi,od_baseline,19,22000012,22,64,2048,SL,3232.269389160314,3433.121532497722,200.85214333740805,200.85214333740902,1.0
semi,od_baseline,19,22000013,22,128,4096,LL,3433.121532497722,4177.2601341165555,744.1386016188335,744.1386016188327,1.0
semi,od_baseline,19,23000003,23,160,4096,LL,2831.716032895425,3747.6534073261337,915.9373744307086,915.9373744307104,1.0
semi,od_baseline,19,23000004,23,64,1024,SL,3747.6534073261337,3848.6609334095283,101.00752608339462,101.00752608339441,1.0
semi,od_baseline,19,23000005,23,32,1024,SL,3848.6609334095283,3906.7187860421673,58.05785263263897,58.057852632638046,1.0
semi,od_baseline,19,23000006,23,200,4096,LL,3906.7187860421673,5037.4050922777005,1130.6863062355333,1130.6863062355314,1.0
semi,od_baseline,19,24000007,24,32,2048,SL,2431.8551077693487,2546.8079287463484,114.95282097699965,114.952820977,1.0
semi,od_baseline,19,24000008,24,80,256,SS,2546.8079287463484,2586.4781540223057,39.670225275957364,32.085964974046185,1.2363731403448817
semi,od_baseline,19,24000009,24,160,1024,LL,2586.4781540223057,2828.010159258949,241.53200523664327,229.85653940820262,1.0507945776026244
semi,od_baseline,19,24000010,24,200,2048,LL,2828.010159258949,3393.934461988214,565.924302729265,565.9243027292647,1.0
semi,od_baseline,19,24000011,24,128,4096,LL,3393.934461988214,4138.0730636070475,744.1386016188335,744.1386016188327,1.0
semi,od_baseline,19,25000009,25,128,4096,LL,2650.95814799894,3395.0967496177736,744.1386016188335,744.1386016188327,1.0
semi,od_baseline,19,25000010,25,128,2048,LL,3395.0967496177736,3767.7476190923708,372.65086947459713,372.6508694745985,1.0
semi,od_baseline,19,25000011,25,64,4096,SL,3767.7476190923708,4168.28897877788,400.54135968550963,400.5413596855101,1.0
semi,od_baseline,19,26000008,26,128,256,LS,2037.7858312794788,2167.041933034299,129.25610175482007,48.19209238871334,2.6821018832768515
semi,od_baseline,19,26000009,26,80,2048,SL,2167.041933034299,2415.5745578375036,248.53262480320473,243.80186035081854,1.0194041359880472
semi,od_baseline,19,26000010,26,128,4096,LL,2415.5745578375036,3159.713159456337,744.1386016188335,744.1386016188327,1.0
semi,od_baseline,19,26000011,26,80,256,SS,3159.713159456337,3201.7857066080514,42.07254715171439,32.085964974046185,1.3112445639626606
semi,od_baseline,19,26000012,26,64,4096,SL,3201.7857066080514,3605.9451522636036,404.1594456555522,400.5413596855101,1.009032989683969
semi,od_baseline,19,26000013,26,160,4096,LL,3605.9451522636036,4521.882526694312,915.9373744307086,915.9373744307104,1.0
semi,od_baseline,19,27000006,27,32,2048,SL,2404.6423265202848,2519.5951474972844,114.95282097699965,114.952820977,1.0
semi,od_baseline,19,27000007,27,200,4096,LL,2519.5951474972844,3650.2814537328177,1130.6863062355333,1130.6863062355314,1.0
semi,od_baseline,19,27000008,27,160,2048,LL,3650.2814537328177,4108.831635447083,458.5501817142649,458.55018171426593,1.0
semi,od_baseline,19,28000005,28,128,256,LS,2111.927875874626,2193.8956175321064,81.96774165748047,48.19209238871334,1.7008545924160254
semi,od_baseline,19,28000006,28,80,2048,SL,2193.8956175321064,2439.6352793707065,245.7396618386001,243.80186035081854,1.007948263745786
semi,od_baseline,19,28000007,28,64,256,SS,2439.6352793707065,2466.365497301597,26.730217930890376,26.717256165257165,1.0004851458380695
semi,od_baseline,19,28000008,28,32,1024,SL,2466.365497301597,2524.423349934236,58.05785263263897,58.057852632638046,1.0
semi,od_baseline,19,28000009,28,200,256,LS,2524.423349934236,2651.158154262955,126.73480432871929,72.35128428205302,1.7516593601111279
semi,od_baseline,19,28000010,28,64,2048,SL,2651.158154262955,2852.010297600363,200.85214333740805,200.85214333740902,1.0
semi,od_baseline,19,28000011,28,80,4096,SL,2852.010297600363,3338.4511243843785,486.44082678401537,486.44082678401566,1.0
semi,od_baseline,19,28000012,28,128,2048,LL,3338.4511243843785,3711.1019938589757,372.65086947459713,372.6508694745985,1.0
semi,od_baseline,19,28000013,28,80,256,SS,3711.1019938589757,3743.1879588330207,32.085964974045055,32.085964974046185,1.0
semi,od_baseline,19,28000014,28,200,4096,LL,3743.1879588330207,4876.177770595596,1132.9898117625748,1130.6863062355314,1.00203726313332
semi,od_baseline,19,29000007,29,160,4096,LL,2048.4423420335293,2964.3797164642383,915.937374430709,915.9373744307104,1.0
semi,od_baseline,19,29000008,29,160,2048,LL,2964.3797164642383,3422.929898178503,458.5501817142649,458.55018171426593,1.0
semi,od_baseline,19,29000009,29,80,256,SS,3422.929898178503,3455.0158631525483,32.085964974045055,32.085964974046185,1.0
semi,od_baseline,19,29000010,29,64,4096,SL,3455.0158631525483,3855.557222838059,400.54135968551054,400.5413596855101,1.0
semi,od_baseline,19,29000011,29,128,2048,LL,3855.557222838059,4228.208092312657,372.65086947459804,372.6508694745985,1.0
semi,od_baseline,19,30000005,30,32,2048,SL,3123.736237041323,3238.6890580183226,114.95282097699965,114.952820977,1.0
semi,od_baseline,19,30000006,30,128,2048,LL,3238.6890580183226,3611.3399274929197,372.65086947459713,372.6508694745985,1.0
semi,od_baseline,19,30000007,30,128,4096,LL,3611.3399274929197,4355.478529111753,744.1386016188335,744.1386016188327,1.0
semi,od_baseline,19,31000006,31,32,256,SS,2439.942552535931,2455.9223901037203,15.979837567789218,15.979837567787547,1.0
semi,od_baseline,19,31000007,31,200,2048,LL,2455.9223901037203,3028.828454167431,572.9060640637108,565.9243027292647,1.012336917324058
semi,od_baseline,19,31000008,31,32,1024,SL,3028.828454167431,3086.88630680007,58.05785263263897,58.057852632638046,1.0
semi,od_baseline,19,31000009,31,200,256,LS,3086.88630680007,3168.9521902432907,82.06588344322063,72.35128428205302,1.1342698924776011
semi,od_baseline,19,31000010,31,32,2048,SL,3168.9521902432907,3283.9050112202904,114.95282097699965,114.952820977,1.0
semi,od_baseline,19,31000011,31,128,4096,LL,3283.9050112202904,4028.043612839124,744.1386016188335,744.1386016188327,1.0
semi,od_baseline,43,2,0,200,256,LS,2111.4997792990544,2242.1981240384125,130.69834473935816,72.35128428205302,1.806441254447481
semi,od_baseline,43,3,0,200,2048,LL,2242.1981240384125,2833.7556402558585,591.5575162174459,565.9243027292647,1.0452944207636266
semi,od_baseline,43,4,0,128,4096,LL,2833.7556402558585,3577.894241874692,744.1386016188335,744.1386016188327,1.0
semi,od_baseline,43,5,0,64,2048,SL,3577.894241874692,3778.7463852121,200.85214333740805,200.85214333740902,1.0
semi,od_baseline,43,6,0,80,2048,SL,3778.7463852121,4022.548245562917,243.80186035081715,243.80186035081854,1.0
semi,od_baseline,43,1000003,1,80,2048,SL,2017.9756763107441,2261.7775366615615,243.80186035081738,243.80186035081854,1.0
semi,od_baseline,43,1000004,1,32,1024,SL,2261.7775366615615,2319.8353892942005,58.05785263263897,58.057852632638046,1.0
semi,od_baseline,43,1000005,1,80,256,SS,2319.8353892942005,2383.7624491639745,63.927059869773984,32.085964974046185,1.992368311861075
semi,od_baseline,43,1000006,1,32,4096,SL,2383.7624491639745,2612.505185131022,228.74273596704734,228.74273596704626,1.0
semi,od_baseline,43,1000007,1,200,4096,LL,2612.505185131022,3743.191491366555,1130.6863062355333,1130.6863062355314,1.0
semi,od_baseline,43,1000008,1,160,256,LS,3743.191491366555,3807.614525750553,64.42303438399813,58.92951067026337,1.093221946886229
semi,od_baseline,43,1000009,1,160,4096,LL,3807.614525750553,4723.551900181262,915.9373744307086,915.9373744307104,1.0
semi,od_baseline,43,2000009,2,80,4096,SL,2143.4082883249657,2629.849115108981,486.44082678401537,486.44082678401566,1.0
semi,od_baseline,43,2000010,2,160,4096,LL,2629.849115108981,3545.7864895396897,915.9373744307086,915.9373744307104,1.0
semi,od_baseline,43,2000011,2,160,1024,LL,3545.7864895396897,3775.643028947893,229.8565394082034,229.85653940820262,1.0
semi,od_baseline,43,2000012,2,128,4096,LL,3775.643028947893,4519.781630566727,744.1386016188335,744.1386016188327,1.0
semi,od_baseline,43,3000004,3,80,4096,SL,2937.2831873661735,3423.724014150189,486.44082678401537,486.44082678401566,1.0
semi,od_baseline,43,3000005,3,160,4096,LL,3423.724014150189,4339.661388580897,915.9373744307086,915.9373744307104,1.0
semi,od_baseline,43,4000003,4,32,2048,SL,2135.7656898651762,2250.718510842176,114.95282097699965,114.952820977,1.0
semi,od_baseline,43,4000004,4,128,1024,LL,2250.718510842176,2437.6253887330527,186.90687789087679,186.90687789087698,1.0
semi,od_baseline,43,4000005,4,128,4096,LL,2437.6253887330527,3181.763990351886,744.1386016188335,744.1386016188327,1.0
semi,od_baseline,43,4000006,4,128,4096,LL,3181.763990351886,3925.9025919707196,744.1386016188335,744.1386016188327,1.0
semi,od_baseline,43,4000007,4,32,256,SS,3925.9025919707196,3941.882429538509,15.979837567789218,15.979837567787547,1.0
semi,od_baseline,43,4000008,4,32,1024,SL,3941.882429538509,3999.940282171148,58.05785263263897,58.057852632638046,1.0
semi,od_baseline,43,4000009,4,80,1024,SL,3999.940282171148,4122.422651331693,122.48236916054475,122.48236916054397,1.0
semi,od_baseline,43,5000006,5,80,256,SS,2181.4907563578404,2248.8722650331147,67.38150867527429,32.085964974046185,2.100030612443107
semi,od_baseline,43,5000007,5,64,4096,SL,2248.8722650331147,2651.411790229682,402.5395251965674,400.5413596855101,1.0049886621262438
semi,od_baseline,43,5000008,5,32,1024,SL,2651.411790229682,2709.469642862321,58.05785263263897,58.057852632638046,1.0
semi,od_baseline,43,5000009,5,32,4096,SL,2709.469642862321,2938.2123788293684,228.74273596704734,228.74273596704626,1.0
semi,od_baseline,43,5000010,5,64,4096,SL,2938.2123788293684,3338.753738514879,400.54135968551054,400.5413596855101,1.0
semi,od_baseline,43,5000011,5,160,4096,LL,3338.753738514879,4254.6911129455875,915.9373744307086,915.9373744307104,1.0
semi,od_baseline,43,6000006,6,80,1024,SL,2082.1080597155074,2204.5904288760526,122.4823691605452,122.48236916054397,1.0
semi,od_baseline,43,6000007,6,160,4096,LL,2204.5904288760526,3127.4729355901145,922.882506714062,915.9373744307104,1.0075825405505132
semi,od_baseline,43,6000008,6,64,4096,SL,3127.4729355901145,3528.014295275625,400.54135968551054,400.5413596855101,1.0
semi,od_baseline,43,6000009,6,200,256,LS,3528.014295275625,3600.5300936306235,72.51579835499842,72.35128428205302,1.0022738238108404
semi,od_baseline,43,6000010,6,200,2048,LL,3600.5300936306235,4166.454396359888,565.9243027292646,565.9243027292647,1.0
semi,od_baseline,43,7000005,7,200,2048,LL,2578.541757863507,3144.466060592772,565.924302729265,565.9243027292647,1.0
semi,od_baseline,43,7000006,7,80,2048,SL,3144.466060592772,3388.267920943589,243.80186035081715,243.80186035081854,1.0
semi,od_baseline,43,7000007,7,64,2048,SL,3388.267920943589,3589.120064280997,200.85214333740805,200.85214333740902,1.0
semi,od_baseline,43,7000008,7,128,2048,LL,3589.120064280997,3961.7709337555943,372.65086947459713,372.6508694745985,1.0
semi,od_baseline,43,7000009,7,128,256,LS,3961.7709337555943,4018.2326955645785,56.46176180898419,48.19209238871334,1.1715980570747664
semi,od_baseline,43,8000007,8,64,1024,SL,2464.7992609516423,2565.806787035037,101.00752608339462,101.00752608339441,1.0
semi,od_baseline,43,8000008,8,32,2048,SL,2565.806787035037,2680.7596080120366,114.95282097699965,114.952820977,1.0
semi,od_baseline,43,8000009,8,32,4096,SL,2680.7596080120366,2909.502343979084,228.74273596704734,228.74273596704626,1.0
semi,od_baseline,43,8000010,8,128,4096,LL,2909.502343979084,3653.6409455979174,744.1386016188335,744.1386016188327,1.0
semi,od_baseline,43,8000011,8,80,4096,SL,3653.6409455979174,4140.081772381933,486.44082678401537,486.44082678401566,1.0
semi,od_baseline,43,9000010,9,128,4096,LL,2042.3637935188642,2786.5023951376975,744.1386016188333,744.1386016188327,1.0
semi,od_baseline,43,9000011,9,32,4096,SL,2786.5023951376975,3015.245131104745,228.74273596704734,228.74273596704626,1.0
semi,od_baseline,43,9000012,9,64,1024,SL,3015.245131104745,3116.2526571881394,101.00752608339462,101.00752608339441,1.0
semi,od_baseline,43,9000013,9,32,4096,SL,3116.2526571881394,3344.995393155187,228.74273596704734,228.74273596704626,1.0
semi,od_baseline,43,9000014,9,160,256,LS,3344.995393155187,3405.1103772765155,60.11498412132869,58.92951067026337,1.0201168045955542
semi,od_baseline,43,9000015,9,160,4096,LL,3405.1103772765155,4321.41080247305,916.3004251965349,915.9373744307104,1.0003963707300951
semi,od_baseline,43,10000005,10,160,4096,LL,2562.5811513444983,3478.5185257752073,915.937374430709,915.9373744307104,1.0
semi,od_baseline,43,10000006,10,128,2048,LL,3478.5185257752073,3851.1693952498044,372.65086947459713,372.6508694745985,1.0
semi,od_baseline,43,10000007,10,160,4096,LL,3851.1693952498044,4767.106769680513,915.9373744307086,915.9373744307104,1.0
semi,od_baseline,43,11000006,11,200,256,LS,2107.7843473785397,2281.4280892483735,173.64374186983378,72.35128428205302,2.4000091165334947
semi,od_baseline,43,11000007,11,32,4096,SL,2281.4280892483735,2510.170825215421,228.74273596704734,228.74273596704626,1.0
semi,od_baseline,43,11000008,11,160,4096,LL,2510.170825215421,3426.10819964613,915.937374430709,915.9373744307104,1.0
semi,od_baseline,43,11000009,11,64,1024,SL,3426.10819964613,3527.1157257295245,101.00752608339462,101.00752608339441,1.0
semi,od_baseline,43,11000010,11,80,2048,SL,3527.1157257295245,3770.9175860803416,243.80186035081715,243.80186035081854,1.0
semi,od_baseline,43,11000011,11,160,2048,LL,3770.9175860803416,4229.4677677946065,458.5501817142649,458.55018171426593,1.0
semi,od_baseline,43,12000008,12,128,2048,LL,2354.6819909419573,2727.3328604165545,372.65086947459713,372.6508694745985,1.0
semi,od_baseline,43,12000009,12,64,256,SS,2727.3328604165545,2754.050116581813,26.717256165258732,26.717256165257165,1.0
semi,od_baseline,43,12000010,12,200,1024,LL,2754.050116581813,3043.690407393696,289.640290811883,283.5436075005082,1.021501748408713
semi,od_baseline,43,12000011,12,160,2048,LL,3043.690407393696,3502.240589107961,458.5501817142649,458.55018171426593,1.0
semi,od_baseline,43,12000012,12,128,4096,LL,3502.240589107961,4246.379190726794,744.138601618833,744.1386016188327,1.0
semi,od_baseline,43,13000005,13,200,2048,LL,2681.8621554810015,3247.7864582102666,565.924302729265,565.9243027292647,1.0
