regime,policy,seed,request_id,npu_id,admission_ms,completion_ms,ideal_ms,ratio,passed,completed_after_window,raw_ratio,category,seq_len_k,miss_tokens
full,once,43,15000004,15,2227.5780249261193,2286.5075355963822,58.92951067026337,0.9999999999999932,True,False,0.9999999999999932,LS,160,256
full,once,43,15000005,15,2286.5075355963822,3337.3490985860653,915.9373744307104,1.1472853847052815,True,False,1.1472853847052815,LL,160,4096
full,once,43,15000006,15,3337.3490985860653,3971.913728158619,458.55018171426593,1.3838499140928633,True,False,1.3838499140928633,LL,160,2048
full,once,43,15000007,15,3971.913728158619,4406.267336176789,186.90687789087698,2.323903822692719,False,True,2.323903822692719,LL,128,1024
full,once,43,16000004,16,2151.5745956006176,2638.015422384633,486.44082678401566,0.9999999999999994,True,False,0.9999999999999994,SL,80,4096
full,once,43,16000005,16,2638.015422384633,2670.101387358678,32.085964974046185,0.9999999999999648,True,False,0.9999999999999648,SS,80,256
full,once,43,16000006,16,2670.101387358678,3661.3980480397936,372.6508694745985,2.660121689984911,False,False,2.660121689984911,LL,128,2048
full,once,43,16000007,16,3661.3980480397936,3776.3508690167932,114.952820977,0.9999999999999969,True,False,0.9999999999999969,SL,32,2048
full,once,43,16000008,16,3776.3508690167932,4020.1527293676104,243.80186035081854,0.9999999999999943,True,True,0.9999999999999943,SL,80,2048
full,once,43,17000007,17,2714.318022502684,2777.548073599408,58.92951067026337,1.0729777046770999,True,False,1.0729777046770999,LS,160,256
full,once,43,17000008,17,2777.548073599408,2880.7883868698223,101.00752608339441,1.022105156651164,True,False,1.022105156651164,SL,64,1024
full,once,43,17000009,17,2880.7883868698223,3281.329746555333,400.5413596855101,1.000000000000001,True,False,1.000000000000001,SL,64,4096
full,once,43,17000010,17,3281.329746555333,3769.6895010937815,186.90687789087698,2.6128506347613962,False,False,2.6128506347613962,LL,128,1024
full,once,43,17000011,17,3769.6895010937815,3796.40675725904,26.717256165257165,1.0000000000000586,True,False,1.0000000000000586,SS,64,256
full,once,43,17000012,17,3796.40675725904,3854.780775352474,58.057852632638046,1.005445696774151,True,False,1.005445696774151,SL,32,1024
full,once,43,17000013,17,3854.780775352474,4083.5235113195213,228.74273596704626,1.0000000000000047,True,True,1.0000000000000047,SL,32,4096
full,once,43,18000003,18,2039.901933114674,2719.4126014844064,186.90687789087698,3.6355573215794417,False,False,3.6355573215794417,LL,128,1024
full,once,43,18000004,18,2719.4126014844064,2963.2144618352236,243.80186035081854,0.9999999999999943,True,False,0.9999999999999943,SL,80,2048
full,once,43,18000005,18,2963.2144618352236,3053.699358740972,48.19209238871334,1.877588052743278,False,False,1.877588052743278,LS,128,256
full,once,43,18000006,18,3053.699358740972,3134.249807985611,48.19209238871334,1.6714453606812878,False,False,1.6714453606812878,LS,128,256
full,once,43,18000007,18,3134.249807985611,3220.5526233038113,72.35128428205302,1.192830454560543,True,False,1.192830454560543,LS,200,256
full,once,43,18000008,18,3220.5526233038113,3247.26987946907,26.717256165257165,1.0000000000000586,True,False,1.0000000000000586,SS,64,256
full,once,43,18000009,18,3247.26987946907,3273.9871356343288,26.717256165257165,1.0000000000000586,True,False,1.0000000000000586,SS,64,256
full,once,43,18000010,18,3273.9871356343288,3374.9946617177234,101.00752608339441,1.0000000000000022,True,False,1.0000000000000022,SL,64,1024
full,once,43,18000011,18,3374.9946617177234,3886.8826705517895,186.90687789087698,2.7387328631797323,False,False,2.7387328631797323,LL,128,1024
full,once,43,18000012,18,3886.8826705517895,5135.347890000182,1130.6863062355314,1.10416586153324,True,True,1.10416586153324,LL,200,4096
full,once,43,19000005,19,2299.1320002873535,2331.2179652613986,32.085964974046185,0.9999999999999648,True,False,0.9999999999999648,SS,80,256
full,once,43,19000006,19,2331.2179652613986,2559.960701228446,228.74273596704626,1.0000000000000047,True,False,1.0000000000000047,SL,32,4096
full,once,43,19000007,19,2559.960701228446,2654.832705298589,48.19209238871334,1.9686218084268616,False,False,1.9686218084268616,LS,128,256
full,once,43,19000008,19,2654.832705298589,3055.3740649840997,400.5413596855101,1.000000000000001,True,False,1.000000000000001,SL,64,4096
full,once,43,19000009,19,3055.3740649840997,3088.259884318045,32.085964974046185,1.024928480740597,True,False,1.024928480740597,SS,80,256
full,once,43,19000010,19,3088.259884318045,3156.7404354011283,48.19209238871334,1.4209914467030198,True,False,1.4209914467030198,LS,128,256
full,once,43,19000011,19,3156.7404354011283,3248.261184620318,72.35128428205302,1.2649498917311115,True,False,1.2649498917311115,LS,200,256
full,once,43,19000012,19,3248.261184620318,3834.8415412070253,372.6508694745985,1.5740748368941915,False,False,1.5740748368941915,LL,128,2048
full,once,43,19000013,19,3834.8415412070253,4772.046254337935,915.9373744307104,1.0232192061312249,True,True,1.0232192061312249,LL,160,4096
full,once,43,20000005,20,2070.9245621492128,2749.178936557681,283.5436075005082,2.39206371248293,False,False,2.39206371248293,LL,200,1024
full,once,43,20000006,20,2749.178936557681,3632.641008662141,186.90687789087698,4.726749930627256,False,False,4.726749930627256,LL,128,1024
full,once,43,20000007,20,3632.641008662141,3652.511165861674,15.979837567787547,1.2434517632136388,True,False,1.2434517632136388,SS,32,256
full,once,43,20000008,20,3652.511165861674,4196.650403128201,458.55018171426593,1.1866514483372161,True,True,1.1866514483372161,LL,160,2048
full,once,43,21000010,21,2780.332483554127,2796.3123211219163,15.979837567787547,1.0000000000001046,True,False,1.0000000000001046,SS,32,256
full,once,43,21000011,21,2796.3123211219163,2899.3570772483877,101.00752608339441,1.0201690915723942,True,False,1.0201690915723942,SL,64,1024
full,once,43,21000012,21,2899.3570772483877,2970.2609900161233,48.19209238871334,1.4712769098264225,True,False,1.4712769098264225,LS,128,256
full,once,43,21000013,21,2970.2609900161233,3035.867097872917,58.057852632638046,1.1300126491401137,True,False,1.1300126491401137,SL,32,1024
full,once,43,21000014,21,3035.867097872917,3051.846935440706,15.979837567787547,1.0000000000001046,True,False,1.0000000000001046,SS,32,256
full,once,43,21000015,21,3051.846935440706,3179.2558173145503,122.48236916054397,1.0402222193044188,True,False,1.0402222193044188,SL,80,1024
full,once,43,21000016,21,3179.2558173145503,3806.689723164094,186.90687789087698,3.3569332114993786,False,False,3.3569332114993786,LL,128,1024
full,once,43,21000017,21,3806.689723164094,3833.406979329353,26.717256165257165,1.0000000000000586,True,False,1.0000000000000586,SS,64,256
full,once,43,21000018,21,3833.406979329353,4823.196081916221,744.1386016188327,1.3301139067824685,True,True,1.3301139067824685,LL,128,4096
full,once,43,22000006,22,2068.888238843511,2095.6054950087696,26.717256165257165,1.0000000000000586,True,False,1.0000000000000586,SS,64,256
full,once,43,22000007,22,2095.6054950087696,2198.007571859762,101.00752608339441,1.0138064045489683,True,False,1.0138064045489683,SL,64,1024
full,once,43,22000008,22,2198.007571859762,2862.004162152588,229.85653940820262,2.888743526733575,False,False,2.888743526733575,LL,160,1024
full,once,43,22000009,22,2862.004162152588,2932.2113358308534,58.92951067026337,1.1913754735060604,True,False,1.1913754735060604,LS,160,256
full,once,43,22000010,22,2932.2113358308534,2964.2973008048984,32.085964974046185,0.9999999999999648,True,False,0.9999999999999648,SS,80,256
full,once,43,22000011,22,2964.2973008048984,3053.2489276251004,72.35128428205302,1.2294408828105166,True,False,1.2294408828105166,LS,200,256
full,once,43,22000012,22,3053.2489276251004,3086.080393603548,32.085964974046185,1.0232344891295815,True,False,1.0232344891295815,SS,80,256
full,once,43,22000013,22,3086.080393603548,3492.893296843714,400.5413596855101,1.0156576678113336,True,False,1.0156576678113336,SL,64,4096
full,once,43,22000014,22,3492.893296843714,3524.979261817759,32.085964974046185,0.9999999999999648,True,False,0.9999999999999648,SS,80,256
full,once,43,22000015,22,3524.979261817759,3540.959099385548,15.979837567787547,1.0000000000001046,True,False,1.0000000000001046,SS,32,256
full,once,43,22000016,22,3540.959099385548,4133.133556919009,283.5436075005082,2.088477545847685,False,True,2.088477545847685,LL,200,1024
full,once,43,23000005,23,2490.53989166022,2590.286668472455,58.92951067026337,1.692645597727128,False,False,1.692645597727128,LS,160,256
full,once,43,23000006,23,2590.286668472455,3625.092133920338,458.55018171426593,2.2566896856944134,False,False,2.2566896856944134,LL,160,2048
full,once,43,23000007,23,3625.092133920338,4369.353392780943,744.1386016188327,1.000164831177291,True,True,1.000164831177291,LL,128,4096
full,once,43,24000009,24,2371.302683979524,3292.49144961858,458.55018171426593,2.0089159319384415,False,False,2.0089159319384415,LL,160,2048
full,once,43,24000010,24,3292.49144961858,3369.415843518655,72.35128428205302,1.0632070275379508,True,False,1.0632070275379508,LS,200,256
full,once,43,24000011,24,3369.415843518655,3385.3956810864443,15.979837567787547,1.0000000000001046,True,False,1.0000000000001046,SS,32,256
full,once,43,24000012,24,3385.3956810864443,3417.6307037435763,32.085964974046185,1.0046455727046524,True,False,1.0046455727046524,SS,80,256
full,once,43,24000013,24,3417.6307037435763,3818.172063429087,400.5413596855101,1.000000000000001,True,False,1.000000000000001,SL,64,4096
full,once,43,24000014,24,3818.172063429087,3869.1389060805764,48.19209238871334,1.0575768788040012,True,False,1.0575768788040012,LS,128,256
full,once,43,24000015,24,3869.1389060805764,3927.1967587132153,58.057852632638046,1.000000000000016,True,False,1.000000000000016,SL,32,1024
full,once,43,24000016,24,3927.1967587132153,3953.914014878474,26.717256165257165,1.0000000000000586,True,False,1.0000000000000586,SS,64,256
full,once,43,24000017,24,3953.914014878474,4013.905859547216,58.92951067026337,1.0180271987056349,True,True,1.0180271987056349,LS,160,256
full,once,43,25000008,25,2661.6846586035795,2890.427394570627,228.74273596704626,1.0000000000000047,True,False,1.0000000000000047,SL,32,4096
full,once,43,25000009,25,2890.427394570627,4229.445890390806,1130.6863062355314,1.184252863447389,True,True,1.184252863447389,LL,200,4096
full,once,43,26000006,26,2413.9245180889043,2528.877339065904,114.952820977,0.9999999999999969,True,False,0.9999999999999969,SL,32,2048
full,once,43,26000007,26,2528.877339065904,2729.729482403312,200.85214333740902,0.9999999999999952,True,False,0.9999999999999952,SL,64,2048
full,once,43,26000008,26,2729.729482403312,2745.709319971101,15.979837567787547,1.0000000000001046,True,False,1.0000000000001046,SS,32,256
full,once,43,26000009,26,2745.709319971101,2811.7946278083546,48.19209238871334,1.37128944940209,True,False,1.37128944940209,LS,128,256
full,once,43,26000010,26,2811.7946278083546,2936.78778908242,122.48236916054397,1.020499212504868,True,False,1.020499212504868,SL,80,1024
full,once,43,26000011,26,2936.78778908242,3037.795315165815,101.00752608339441,1.0000000000000022,True,False,1.0000000000000022,SL,64,1024
full,once,43,26000012,26,3037.795315165815,3266.538051132862,228.74273596704626,1.0000000000000047,True,False,1.0000000000000047,SL,32,4096
full,once,43,26000013,26,3266.538051132862,4259.681920668862,915.9373744307104,1.0842923296511147,True,True,1.0842923296511147,LL,160,4096
full,once,43,27000008,27,2027.174342774175,2059.2603077482213,32.085964974046185,1.0000000000000002,True,False,1.0000000000000002,SS,80,256
full,once,43,27000009,27,2059.2603077482213,2150.853068788387,72.35128428205302,1.265945199854397,True,False,1.265945199854397,LS,200,256
full,once,43,27000010,27,2150.853068788387,3045.8885920842285,229.85653940820262,3.8938875770088326,False,False,3.8938875770088326,LL,160,1024
full,once,43,27000011,27,3045.8885920842285,3828.0596280860013,283.5436075005082,2.7585564100589743,False,False,2.7585564100589743,LL,200,1024
full,once,43,27000012,27,3828.0596280860013,3844.968581789123,15.979837567787547,1.058143027511569,True,False,1.058143027511569,SS,32,256
full,once,43,27000013,27,3844.968581789123,3894.6656336484775,48.19209238871334,1.0312283488025824,True,False,1.0312283488025824,LS,128,256
full,once,43,27000014,27,3894.6656336484775,4017.1480028090227,122.48236916054397,1.00000000000001,True,True,1.00000000000001,SL,80,1024
full,once,43,28000011,28,2333.1151782902834,3292.733624057681,283.5436075005082,3.3843769366787,False,False,3.3843769366787,LL,200,1024
full,once,43,28000012,28,3292.733624057681,4316.1158259687945,915.9373744307104,1.1173058666234512,True,True,1.1173058666234512,LL,160,4096
full,once,43,29000008,29,2770.446837941534,3560.869868427766,186.90687789087698,4.228967063200905,False,False,4.228967063200905,LL,128,1024
full,once,43,29000009,29,3560.869868427766,3961.4112281132766,400.5413596855101,1.000000000000001,True,False,1.000000000000001,SL,64,4096
full,once,43,29000010,29,3961.4112281132766,4454.698422031313,283.5436075005082,1.7397225007696662,False,True,1.7397225007696662,LL,200,1024
full,once,43,30000013,30,3300.985851658348,3415.9386726353478,114.952820977,0.9999999999999969,True,False,0.9999999999999969,SL,32,2048
full,once,43,30000014,30,3415.9386726353478,4148.278508445988,565.9243027292647,1.294059704237491,True,True,1.294059704237491,LL,200,2048
full,once,43,31000012,31,2530.9626715424083,3554.9702219788987,915.9373744307104,1.1179886081981858,True,False,1.1179886081981858,LL,160,4096
full,once,43,31000013,31,3554.9702219788987,4025.2459073828763,283.5436075005082,1.6585656419820176,False,True,1.6585656419820176,LL,200,1024
full,once,7,5,0,2572.0036078118615,2604.0895727859065,32.085964974046185,0.9999999999999648,True,False,0.9999999999999648,SS,80,256
full,once,7,6,0,2604.0895727859065,2713.368213339254,101.00752608339441,1.0818861206750499,True,False,1.0818861206750499,SL,64,1024
full,once,7,7,0,2713.368213339254,2747.1820526692927,32.085964974046185,1.0538514069123426,True,False,1.0538514069123426,SS,80,256
full,once,7,8,0,2747.1820526692927,2851.6656850677696,101.00752608339441,1.0344143298016475,True,False,1.0344143298016475,SL,64,1024
full,once,7,9,0,2851.6656850677696,2943.633727955279,72.35128428205302,1.2711321409165703,True,False,1.2711321409165703,LS,200,256
full,once,7,10,0,2943.633727955279,3015.985012237332,72.35128428205302,0.999999999999997,True,False,0.999999999999997,LS,200,256
full,once,7,11,0,3015.985012237332,3634.118259443391,186.90687789087698,3.30717228911687,False,False,3.30717228911687,LL,128,1024
full,once,7,12,0,3634.118259443391,3660.8355156086495,26.717256165257165,1.0000000000000586,True,False,1.0000000000000586,SS,64,256
full,once,7,13,0,3660.8355156086495,3676.8153531764387,15.979837567787547,1.0000000000001046,True,False,1.0000000000001046,SS,32,256
full,once,7,14,0,3676.8153531764387,3929.8149150627314,243.80186035081854,1.0377261335177637,True,False,1.0377261335177637,SL,80,2048
full,once,7,15,0,3929.8149150627314,4005.7831310186552,72.35128428205302,1.049991257373824,True,True,1.049991257373824,LS,200,256
full,once,7,1000008,1,2459.638146160414,3596.647023300963,1130.6863062355314,1.0055917993082164,True,False,1.0055917993082164,LL,200,4096
full,once,7,1000009,1,3596.647023300963,3840.4488836517803,243.80186035081854,0.9999999999999943,True,False,0.9999999999999943,SL,80,2048
full,once,7,1000010,1,3840.4488836517803,3856.4287212195695,15.979837567787547,1.0000000000001046,True,False,1.0000000000001046,SS,32,256
full,once,7,1000011,1,3856.4287212195695,4260.435082219688,400.5413596855101,1.008650795306955,True,True,1.008650795306955,SL,64,4096
full,once,7,2000007,2,2396.9890427858436,2512.980463765031,114.952820977,1.0090350110015578,True,False,1.0090350110015578,SL,32,2048
full,once,7,2000008,2,2512.980463765031,2529.746855721364,15.979837567787547,1.0492216760783188,True,False,1.0492216760783188,SS,32,256
full,once,7,2000009,2,2529.746855721364,2643.2187478782707,101.00752608339441,1.1234003698221575,True,False,1.1234003698221575,SL,64,1024
full,once,7,2000010,2,2643.2187478782707,2702.1482585485337,58.92951067026337,0.9999999999999932,True,False,0.9999999999999932,LS,160,256
full,once,7,2000011,2,2702.1482585485337,2945.950118899351,243.80186035081854,0.9999999999999943,True,False,0.9999999999999943,SL,80,2048
full,once,7,2000012,2,2945.950118899351,3603.974605878174,229.85653940820262,2.8627616541735024,False,False,2.8627616541735024,LL,160,1024
full,once,7,2000013,2,3603.974605878174,3750.1569340215847,72.35128428205302,2.020452430029246,False,False,2.020452430029246,LS,200,256
full,once,7,2000014,2,3750.1569340215847,3776.8741901868434,26.717256165257165,1.0000000000000586,True,False,1.0000000000000586,SS,64,256
full,once,7,2000015,2,3776.8741901868434,3882.5388515388236,48.19209238871334,2.1925726009092514,False,False,2.1925726009092514,LS,128,256
full,once,7,2000016,2,3882.5388515388236,3949.8676997772136,58.057852632638046,1.1596854720827234,True,False,1.1596854720827234,SL,32,1024
full,once,7,2000017,2,3949.8676997772136,3965.847537345003,15.979837567787547,1.0000000000001046,True,False,1.0000000000001046,SS,32,256
full,once,7,2000018,2,3965.847537345003,5017.657623614641,915.9373744307104,1.1483427968242674,True,True,1.1483427968242674,LL,160,4096
full,once,7,3000006,3,2191.7444318939706,2249.8022845266096,58.057852632638046,1.000000000000016,True,False,1.000000000000016,SL,32,1024
full,once,7,3000007,3,2249.8022845266096,2307.8601371592486,58.057852632638046,1.000000000000016,True,False,1.000000000000016,SL,32,1024
full,once,7,3000008,3,2307.8601371592486,2445.9100139673337,122.48236916054397,1.1270999879757067,True,False,1.1270999879757067,SL,80,1024
full,once,7,3000009,3,2445.9100139673337,2512.053827222417,48.19209238871334,1.3725034539188086,True,False,1.3725034539188086,LS,128,256
full,once,7,3000010,3,2512.053827222417,2628.2472497692133,101.00752608339441,1.150344207528298,True,False,1.150344207528298,SL,64,1024
full,once,7,3000011,3,2628.2472497692133,3359.015165375244,229.85653940820262,3.1792348283302863,False,False,3.1792348283302863,LL,160,1024
full,once,7,3000012,3,3359.015165375244,4310.089673598068,744.1386016188327,1.278087853732911,True,True,1.278087853732911,LL,128,4096
full,once,7,4000006,4,2009.6099035980724,2475.2194859717433,283.5436075005082,1.6421092560615618,False,False,1.6421092560615618,LL,200,1024
full,once,7,4000007,4,2475.2194859717433,2509.440509415701,32.085964974046185,1.0665418188805744,True,False,1.0665418188805744,SS,80,256
full,once,7,4000008,4,2509.440509415701,2760.2257816642937,243.80186035081854,1.0286438006983434,True,False,1.0286438006983434,SL,80,2048
full,once,7,4000009,4,2760.2257816642937,2861.2333077476883,101.00752608339441,1.0000000000000022,True,False,1.0000000000000022,SL,64,1024
full,once,7,4000010,4,2861.2333077476883,2983.7156769082335,122.48236916054397,1.00000000000001,True,False,1.00000000000001,SL,80,1024
full,once,7,4000011,4,2983.7156769082335,3045.7211198525083,58.92951067026337,1.0521968066428151,True,False,1.0521968066428151,LS,160,256
full,once,7,4000012,4,3045.7211198525083,3709.895465586001,283.5436075005082,2.3424063465521874,False,False,2.3424063465521874,LL,200,1024
full,once,7,4000013,4,3709.895465586001,3846.1156258943297,58.92951067026337,2.311577998170399,False,False,2.311577998170399,LS,160,256
full,once,7,4000014,4,3846.1156258943297,3961.0684468713293,114.952820977,0.9999999999999969,True,False,0.9999999999999969,SL,32,2048
full,once,7,4000015,4,3961.0684468713293,4030.037685948177,58.057852632638046,1.1879398901170475,True,True,1.1879398901170475,SL,32,1024
full,once,7,5000009,5,2012.769487666047,2060.9615800547604,48.19209238871334,0.9999999999999983,True,False,0.9999999999999983,LS,128,256
full,once,7,5000010,5,2060.9615800547604,2123.903588125775,58.92951067026337,1.0680897797234907,True,False,1.0680897797234907,LS,160,256
full,once,7,5000011,5,2123.903588125775,2981.108366058838,229.85653940820262,3.7293034174274737,False,False,3.7293034174274737,LL,160,1024
full,once,7,5000012,5,2981.108366058838,3604.152257382876,283.5436075005082,2.197347691299729,False,False,2.197347691299729,LL,200,1024
full,once,7,5000013,5,3604.152257382876,4471.975144784596,458.55018171426593,1.8925363504544015,False,True,1.8925363504544015,LL,160,2048
full,once,7,6000005,6,2270.3893756483085,2471.2415189857165,200.85214333740902,0.9999999999999952,True,False,0.9999999999999952,SL,64,2048
full,once,7,6000006,6,2471.2415189857165,2553.159126012674,58.057852632638046,1.4109651547964097,True,False,1.4109651547964097,SL,32,1024
full,once,7,6000007,6,2553.159126012674,3363.225918211613,565.9243027292647,1.4314048509531339,True,False,1.4314048509531339,LL,200,2048
full,once,7,6000008,6,3363.225918211613,3431.6602120759703,58.92951067026337,1.1612907198106104,True,False,1.1612907198106104,LS,160,256
full,once,7,6000009,6,3431.6602120759703,4375.653911908447,229.85653940820262,4.106882067671075,False,True,4.106882067671075,LL,160,1024
full,once,7,7000007,7,2215.410784052766,2923.9606677922366,229.85653940820262,3.0825743986389518,False,False,3.0825743986389518,LL,160,1024
full,once,7,7000008,7,2923.9606677922366,3038.913488769236,114.952820977,0.9999999999999969,True,False,0.9999999999999969,SL,32,2048
full,once,7,7000009,7,3038.913488769236,3782.6079504730724,458.55018171426593,1.6218387678390471,False,False,1.6218387678390471,LL,160,2048
full,once,7,7000010,7,3782.6079504730724,3814.6939154471174,32.085964974046185,0.9999999999999648,True,False,0.9999999999999648,SS,80,256
full,once,7,7000011,7,3814.6939154471174,4301.595856080892,486.44082678401566,1.0009479341049714,True,True,1.0009479341049714,SL,80,4096
full,once,7,8000007,8,2400.907149089598,2432.907017762845,26.717256165257165,1.1977228677718506,True,False,1.1977228677718506,SS,64,256
full,once,7,8000008,8,2432.907017762845,2465.7442424805013,32.085964974046185,1.0234139675779652,True,False,1.0234139675779652,SS,80,256
full,once,7,8000009,8,2465.7442424805013,3346.1592222022123,283.5436075005082,3.105042598148269,False,False,3.105042598148269,LL,200,1024
full,once,7,8000010,8,3346.1592222022123,4229.257571909243,283.5436075005082,3.1145062923185383,False,True,3.1145062923185383,LL,200,1024
full,once,7,9000009,9,2362.6293465700437,3595.0052620953647,915.9373744307104,1.3454805425876295,True,False,1.3454805425876295,LL,160,4096
full,once,7,9000010,9,3595.0052620953647,3717.48763125591,122.48236916054397,1.00000000000001,True,False,1.00000000000001,SL,80,1024
full,once,7,9000011,9,3717.48763125591,3733.879144214874,15.979837567787547,1.025762176206747,True,False,1.025762176206747,SS,32,256
full,once,7,9000012,9,3733.879144214874,3962.6218801819214,228.74273596704626,1.0000000000000047,True,False,1.0000000000000047,SL,32,4096
full,once,7,9000013,9,3962.6218801819214,4815.165281493501,565.9243027292647,1.5064619017067242,False,True,1.5064619017067242,LL,200,2048
full,once,7,10000005,10,2552.191585776548,2625.7962297991294,72.35128428205302,1.0173232549078508,True,False,1.0173232549078508,LS,200,256
full,once,7,10000006,10,2625.7962297991294,3539.38002369147,283.5436075005082,3.2220221853906654,False,False,3.2220221853906654,LL,200,1024
full,once,7,10000007,10,3539.38002369147,3607.4347750266265,48.19209238871334,1.4121559775042092,True,False,1.4121559775042092,LS,128,256
full,once,7,10000008,10,3607.4347750266265,4690.794424811729,744.1386016188327,1.4558573462367268,True,True,1.4558573462367268,LL,128,4096
full,once,7,11000012,11,2844.3872073548755,2902.4450599875145,58.057852632638046,1.000000000000016,True,False,1.000000000000016,SL,32,1024
full,once,7,11000013,11,2902.4450599875145,3570.5846019948717,372.6508694745985,1.7929370269533225,False,False,1.7929370269533225,LL,128,2048
full,once,7,11000014,11,3570.5846019948717,4489.941928598696,283.5436075005082,3.242384248081405,False,True,3.242384248081405,LL,200,1024
full,once,7,12000010,12,2287.334137251104,3153.79322628833,229.85653940820262,3.7695646652822865,False,False,3.7695646652822865,LL,160,1024
full,once,7,12000011,12,3153.79322628833,3268.7460472653297,114.952820977,0.9999999999999969,True,False,0.9999999999999969,SL,32,2048
full,once,7,12000012,12,3268.7460472653297,4091.063860224641,186.90687789087698,4.399612375096277,False,True,4.399612375096277,LL,128,1024
full,once,7,13000005,13,2507.1805569162216,2539.2665218902666,32.085964974046185,0.9999999999999648,True,False,0.9999999999999648,SS,80,256
full,once,7,13000006,13,2539.2665218902666,3367.0823843945627,186.90687789087698,4.4290283581089245,False,False,4.4290283581089245,LL,128,1024
full,once,7,13000007,13,3367.0823843945627,3439.913127454202,72.35128428205302,1.006626817786911,True,False,1.006626817786911,LS,200,256
full,once,7,13000008,13,3439.913127454202,3554.8659484312016,114.952820977,0.9999999999999969,True,False,0.9999999999999969,SL,32,2048
full,once,7,13000009,13,3554.8659484312016,4041.306775215217,486.44082678401566,0.9999999999999994,True,True,0.9999999999999994,SL,80,4096
full,once,7,14000009,14,2518.815373520688,3232.3076068791506,229.85653940820262,3.1040762868676564,False,False,3.1040762868676564,LL,160,1024
full,once,7,14000010,14,3232.3076068791506,3280.4996992678625,48.19209238871334,0.99999999999997,True,False,0.99999999999997,LS,128,256
full,once,7,14000011,14,3280.4996992678625,3509.24243523491,228.74273596704626,1.0000000000000047,True,False,1.0000000000000047,SL,32,4096
full,once,7,14000012,14,3509.24243523491,4516.489413902395,744.1386016188327,1.353574423469331,True,True,1.353574423469331,LL,128,4096
full,once,7,15000006,15,2010.3878543771589,2026.3676919449463,15.979837567787547,0.9999999999999908,True,False,0.9999999999999908,SS,32,256
full,once,7,15000007,15,2026.3676919449463,2711.1545745209237,458.55018171426593,1.4933739204200889,True,False,1.4933739204200889,LL,160,2048
full,once,7,15000008,15,2711.1545745209237,2752.513359451471,26.717256165257165,1.548017680959685,False,False,1.548017680959685,SS,64,256
full,once,7,15000009,15,2752.513359451471,3605.1837446282675,565.9243027292647,1.5066862848346516,False,False,1.5066862848346516,LL,200,2048
full,once,7,15000010,15,3605.1837446282675,3712.875131543706,48.19209238871334,2.2346277486108934,False,False,2.2346277486108934,LS,128,256
full,once,7,15000011,15,3712.875131543706,3861.041286023538,72.35128428205302,2.04787179592035,False,False,2.04787179592035,LS,200,256
full,once,7,15000012,15,3861.041286023538,3962.995561665744,101.00752608339441,1.0093730595681556,True,False,1.0093730595681556,SL,64,1024
full,once,7,15000013,15,3962.995561665744,3989.7128178310027,26.717256165257165,1.0000000000000586,True,False,1.0000000000000586,SS,64,256
full,once,7,15000014,15,3989.7128178310027,4021.7987828050477,32.085964974046185,0.9999999999999648,True,True,0.9999999999999648,SS,80,256
full,once,7,16000011,16,2183.522935568734,2884.056332187564,283.5436075005082,2.4706372426949335,False,False,2.4706372426949335,LL,200,1024
full,once,7,16000012,16,2884.056332187564,2985.0638582709585,101.00752608339441,1.0000000000000022,True,False,1.0000000000000022,SL,64,1024
full,once,7,16000013,16,2985.0638582709585,3047.9729104068238,58.92951067026337,1.0675305364042342,True,False,1.0675305364042342,LS,160,256
full,once,7,16000014,16,3047.9729104068238,3162.9257313838234,114.952820977,0.9999999999999969,True,False,0.9999999999999969,SL,32,2048
full,once,7,16000015,16,3162.9257313838234,3178.9055689516126,15.979837567787547,1.0000000000001046,True,False,1.0000000000001046,SS,32,256
full,once,7,16000016,16,3178.9055689516126,3281.2187077240196,101.00752608339441,1.0129258951252271,True,False,1.0129258951252271,SL,64,1024
full,once,7,16000017,16,3281.2187077240196,3340.1482183942826,58.92951067026337,0.9999999999999932,True,False,0.9999999999999932,LS,160,256
full,once,7,16000018,16,3340.1482183942826,4220.910151630891,186.90687789087698,4.712303491318437,False,True,4.712303491318437,LL,128,1024
full,once,7,17000007,17,2068.106943352672,2100.192908326717,32.085964974046185,0.9999999999999648,True,False,0.9999999999999648,SS,80,256
full,once,7,17000008,17,2100.192908326717,2181.16305364005,72.35128428205302,1.1191251975249028,True,False,1.1191251975249028,LS,200,256
full,once,7,17000009,17,2181.16305364005,3016.546108798892,283.5436075005082,2.9462242599045187,False,False,2.9462242599045187,LL,200,1024
full,once,7,17000010,17,3016.546108798892,3074.603961431531,58.057852632638046,1.000000000000016,True,False,1.000000000000016,SL,32,1024
full,once,7,17000011,17,3074.603961431531,3275.456104768939,200.85214333740902,0.9999999999999952,True,False,0.9999999999999952,SL,64,2048
full,once,7,17000012,17,3275.456104768939,3376.4636308523336,101.00752608339441,1.0000000000000022,True,False,1.0000000000000022,SL,64,1024
full,once,7,17000013,17,3376.4636308523336,3453.7334466936604,72.35128428205302,1.0679812612599866,True,False,1.0679812612599866,LS,200,256
full,once,7,17000014,17,3453.7334466936604,3526.962711707132,72.35128428205302,1.0121349709287213,True,False,1.0121349709287213,LS,200,256
full,once,7,17000015,17,3526.962711707132,3554.0467151643616,26.717256165257165,1.013726981906529,True,False,1.013726981906529,SS,64,256
full,once,7,17000016,17,3554.0467151643616,4477.53684647876,229.85653940820262,4.017680478841503,False,True,4.017680478841503,LL,160,1024
