group,strategy,seed,window,demand_kind,ssu,peak_GB_s,mean_GB_s,over40_percent,strictly_under40
R32_A200_B10,od_baseline,7,warm,ordinary_pending_demand,2,19.511730951450918,2.697761481324219,0.0,True
R32_A200_B10,od_baseline,7,full,ordinary_demand,0,74.65881932750446,27.94320241555538,8.358573776137117,False
R32_A200_B10,od_baseline,7,full,ordinary_demand,1,78.93611781321717,30.655279207380143,12.068632264151189,False
R32_A200_B10,od_baseline,7,full,ordinary_demand,2,78.13022913325231,30.041239013692124,10.49542120684869,False
R32_A200_B10,od_baseline,7,full,ordinary_pending_demand,0,73.38494681303538,6.4288323108485725,3.113022146620554,False
R32_A200_B10,od_baseline,7,full,ordinary_pending_demand,1,76.10290780611082,7.131551150762007,4.325603368475887,False
R32_A200_B10,od_baseline,7,full,ordinary_pending_demand,2,75.32634752237496,7.062445642018171,4.420891302315446,False
R32_A200_B10,once,7,warm,ordinary_demand,0,37.27833083041042,25.43679555580403,0.0,True
R32_A200_B10,once,7,warm,ordinary_demand,1,39.793071548273964,27.87372054655462,0.0,True
R32_A200_B10,once,7,warm,ordinary_demand,2,38.95546298990085,27.289375068781972,0.0,True
R32_A200_B10,once,7,warm,ordinary_pending_demand,0,23.790617568613676,3.39641397832845,0.0,True
R32_A200_B10,once,7,warm,ordinary_pending_demand,1,23.11973572768974,3.733752789448676,0.0,True
R32_A200_B10,once,7,warm,ordinary_pending_demand,2,22.20769216547799,3.616730216694758,0.0,True
R32_A200_B10,once,7,full,ordinary_demand,0,75.72658971764122,28.253690433767545,7.3425539610125306,False
R32_A200_B10,once,7,full,ordinary_demand,1,77.67420735214645,30.964940076724897,10.313935756879037,False
R32_A200_B10,once,7,full,ordinary_demand,2,80.3628399489928,30.31021884914683,9.84194164203534,False
R32_A200_B10,once,7,full,ordinary_pending_demand,0,71.92889628103069,5.903125852710632,2.1909374036689995,False
R32_A200_B10,once,7,full,ordinary_pending_demand,1,77.48006728121248,6.521733695826579,2.8258584938179987,False
R32_A200_B10,once,7,full,ordinary_pending_demand,2,76.48003853031369,6.416726076591924,2.7144959254368652,False
X16,asu_baseline,19,warm,ordinary_demand,0,26.248410768795846,24.46576838666227,0.0,True
X16,asu_baseline,19,warm,ordinary_demand,1,23.114078174288448,21.470149807288582,0.0,True
X16,asu_baseline,19,warm,ordinary_demand,2,23.173229866595598,21.683048666459683,0.0,True
X16,asu_baseline,19,warm,ordinary_demand,3,23.15124238595132,21.699066542508763,0.0,True
X16,asu_baseline,19,warm,ordinary_demand,4,25.30722698395159,23.34058071341578,0.0,True
X16,asu_baseline,19,warm,ordinary_demand,5,22.09800690528469,20.416457696806155,0.0,True
X16,asu_baseline,19,warm,ordinary_pending_demand,0,15.46280533788434,2.5927081585626626,0.0,True
X16,asu_baseline,19,warm,ordinary_pending_demand,1,13.468515724734079,2.2655021300543168,0.0,True
X16,asu_baseline,19,warm,ordinary_pending_demand,2,14.082232323394022,2.2964570943752043,0.0,True
X16,asu_baseline,19,warm,ordinary_pending_demand,3,14.31851215414868,2.2906450346579517,0.0,True
X16,asu_baseline,19,warm,ordinary_pending_demand,4,15.140320450026712,2.4555731101769602,0.0,True
X16,asu_baseline,19,warm,ordinary_pending_demand,5,11.95053311900142,2.1634962605563315,0.0,True
X16,asu_baseline,19,full,ordinary_demand,0,27.586920859121484,24.375486613675218,0.0,True
X16,asu_baseline,19,full,ordinary_demand,1,23.114078174288412,21.283715334005283,0.0,True
X16,asu_baseline,19,full,ordinary_demand,2,23.844345838042663,21.703295386320704,0.0,True
X16,asu_baseline,19,full,ordinary_demand,3,23.842428185774345,21.648106885294833,0.0,True
X16,asu_baseline,19,full,ordinary_demand,4,25.307226983951605,23.34435766884763,0.0,True
X16,asu_baseline,19,full,ordinary_demand,5,22.858916606119788,20.54554727341648,0.0,True
X16,asu_baseline,19,full,ordinary_pending_demand,0,26.163171569802437,2.68952382915747,0.0,True
X16,asu_baseline,19,full,ordinary_pending_demand,1,21.974854204266943,2.34481560313685,0.0,True
X16,asu_baseline,19,full,ordinary_pending_demand,2,20.84864700358765,2.3934127575660074,0.0,True
X16,asu_baseline,19,full,ordinary_pending_demand,3,23.666358038507877,2.3861810957054317,0.0,True
X16,asu_baseline,19,full,ordinary_pending_demand,4,23.75260543512371,2.5646870180011807,0.0,True
X16,asu_baseline,19,full,ordinary_pending_demand,5,19.890865678582177,2.2640135405574537,0.0,True
X16,od_baseline,19,warm,ordinary_demand,0,26.392687959808086,24.465403934298333,0.0,True
X16,od_baseline,19,warm,ordinary_demand,1,23.044488497540506,21.46866694290146,0.0,True
X16,od_baseline,19,warm,ordinary_demand,2,23.332014357066814,21.67278440385363,0.0,True
X16,od_baseline,19,warm,ordinary_demand,3,22.979782177782603,21.69412380827426,0.0,True
X16,od_baseline,19,warm,ordinary_demand,4,25.42897567277965,23.347661075503073,0.0,True
X16,od_baseline,19,warm,ordinary_demand,5,22.061937607531643,20.413021696994736,0.0,True
