scenario,policy,seed,request_id,npu_id,profile,category,admission_ms,completion_ms,latency_ms,pure_compute_ms,latency_ratio,slo_1p5_pass,completed_after_window,equal_seed_weight
full,static,43,8000004,8,L160_M256,LS,3215.820955537306,3276.605000501147,60.7840449638411,58.92951067026337,1.0314703833865966,True,False,0.0017452006980802793
full,static,43,8000005,8,L200_M1024,LL,3276.605000501147,3898.1187321875636,621.5137316864166,283.5436075005082,2.191951132896913,False,False,0.0017452006980802793
full,static,43,8000006,8,L128_M2048,LL,3898.1187321875636,4592.699155356931,694.5804231693678,372.6508694745985,1.863890520767223,False,True,0.0017452006980802793
full,static,43,9000010,9,L160_M1024,LL,2631.353530549034,3177.4344311223144,546.0809005732804,229.85653940820262,2.375746637355809,False,False,0.0017452006980802793
full,static,43,9000011,9,L200_M1024,LL,3177.4344311223144,3963.4679652784475,786.0335341561331,283.5436075005082,2.7721786468232206,False,False,0.0017452006980802793
full,static,43,9000012,9,L128_M1024,LL,3963.4679652784475,4633.430334389712,669.9623691112643,186.90687789087698,3.584471458040258,False,True,0.0017452006980802793
full,static,43,10000005,10,L32_M256,SS,2376.9512317311996,2392.931069298989,15.979837567789218,15.979837567787547,1.0000000000001046,True,False,0.0017452006980802793
full,static,43,10000006,10,L200_M256,LS,2392.931069298989,2474.9250004278347,81.99393112884582,72.35128428205302,1.1332754068221107,True,False,0.0017452006980802793
full,static,43,10000007,10,L160_M256,LS,2474.9250004278347,2548.736322915814,73.8113224879794,58.92951067026337,1.2525358118275636,True,False,0.0017452006980802793
full,static,43,10000008,10,L80_M2048,SL,2548.736322915814,2792.538183266631,243.80186035081715,243.80186035081854,0.9999999999999943,True,False,0.0017452006980802793
full,static,43,10000009,10,L160_M256,LS,2792.538183266631,2851.467693936894,58.92951067026297,58.92951067026337,0.9999999999999932,True,False,0.0017452006980802793
full,static,43,10000010,10,L80_M1024,SL,2851.467693936894,2982.9811680031244,131.51347406623017,122.48236916054397,1.073733917522845,True,False,0.0017452006980802793
full,static,43,10000011,10,L160_M1024,LL,2982.9811680031244,3641.530300458252,658.5491324551276,229.85653940820262,2.8650441451465913,False,False,0.0017452006980802793
full,static,43,10000012,10,L200_M1024,LL,3641.530300458252,4375.437023715884,733.9067232576317,283.5436075005082,2.588338103359697,False,True,0.0017452006980802793
full,static,43,11000008,11,L80_M4096,SL,3203.5887196026833,3690.0295463866987,486.44082678401537,486.44082678401566,0.9999999999999994,True,False,0.0017452006980802793
full,static,43,11000009,11,L80_M256,SS,3690.0295463866987,3722.1155113607438,32.085964974045055,32.085964974046185,0.9999999999999648,True,False,0.0017452006980802793
full,static,43,11000010,11,L128_M1024,LL,3722.1155113607438,4421.025355488313,698.9098441275692,186.90687789087698,3.7393479149312956,False,True,0.0017452006980802793
full,static,43,12000003,12,L80_M4096,SL,2015.0639351713564,2501.504761955372,486.4408267840156,486.44082678401566,0.9999999999999999,True,False,0.0017452006980802793
full,static,43,12000004,12,L64_M256,SS,2501.504761955372,2528.2220181206308,26.717256165258732,26.717256165257165,1.0000000000000586,True,False,0.0017452006980802793
full,static,43,12000005,12,L80_M1024,SL,2528.2220181206308,2675.2029349564436,146.98091683581288,122.48236916054397,1.2000169317688278,True,False,0.0017452006980802793
full,static,43,12000006,12,L160_M256,LS,2675.2029349564436,2734.1324456267066,58.92951067026297,58.92951067026337,0.9999999999999932,True,False,0.0017452006980802793
full,static,43,12000007,12,L128_M256,LS,2734.1324456267066,2782.3245380154185,48.1920923887119,48.19209238871334,0.99999999999997,True,False,0.0017452006980802793
full,static,43,12000008,12,L200_M256,LS,2782.3245380154185,2854.6758222974713,72.3512842820528,72.35128428205302,0.999999999999997,True,False,0.0017452006980802793
full,static,43,12000009,12,L200_M256,LS,2854.6758222974713,2927.027106579524,72.3512842820528,72.35128428205302,0.999999999999997,True,False,0.0017452006980802793
full,static,43,12000010,12,L160_M256,LS,2927.027106579524,2985.956617249787,58.92951067026297,58.92951067026337,0.9999999999999932,True,False,0.0017452006980802793
full,static,43,12000011,12,L200_M256,LS,2985.956617249787,3058.30790153184,72.3512842820528,72.35128428205302,0.999999999999997,True,False,0.0017452006980802793
full,static,43,12000012,12,L80_M2048,SL,3058.30790153184,3313.1903814696334,254.8824799377935,243.80186035081854,1.0454492823435821,True,False,0.0017452006980802793
full,static,43,12000013,12,L32_M256,SS,3313.1903814696334,3330.3302034349163,17.139821965282863,15.979837567787547,1.0725904999080613,True,False,0.0017452006980802793
full,static,43,12000014,12,L200_M1024,LL,3330.3302034349163,4167.773015439517,837.4428120046005,283.5436075005082,2.953488598762007,False,True,0.0017452006980802793
full,static,43,13000004,13,L80_M256,SS,2245.1976301263144,2277.2835951003594,32.085964974045055,32.085964974046185,0.9999999999999648,True,False,0.0017452006980802793
full,static,43,13000005,13,L128_M256,LS,2277.2835951003594,2326.875258892618,49.591663792258714,48.19209238871334,1.02904151561332,True,False,0.0017452006980802793
full,static,43,13000006,13,L80_M256,SS,2326.875258892618,2358.961223866663,32.085964974045055,32.085964974046185,0.9999999999999648,True,False,0.0017452006980802793
full,static,43,13000007,13,L128_M1024,LL,2358.961223866663,2866.7400245801095,507.77880071344634,186.90687789087698,2.716747539969642,False,False,0.0017452006980802793
full,static,43,13000008,13,L64_M256,SS,2866.7400245801095,2893.4572807453683,26.717256165258732,26.717256165257165,1.0000000000000586,True,False,0.0017452006980802793
full,static,43,13000009,13,L32_M2048,SL,2893.4572807453683,3044.2303784474298,150.77309770206148,114.952820977,1.3116085053034798,True,False,0.0017452006980802793
full,static,43,13000010,13,L128_M2048,LL,3044.2303784474298,3731.952499846434,687.7221213990042,372.6508694745985,1.8454864263932231,False,False,0.0017452006980802793
full,static,43,13000011,13,L64_M256,SS,3731.952499846434,3758.6697560116927,26.717256165258732,26.717256165257165,1.0000000000000586,True,False,0.0017452006980802793
full,static,43,13000012,13,L80_M4096,SL,3758.6697560116927,4245.110582795709,486.4408267840163,486.44082678401566,1.0000000000000013,True,True,0.0017452006980802793
full,static,43,14000005,14,L200_M256,LS,2160.6695995793457,2240.2961230596707,79.62652348032498,72.35128428205302,1.1005543891924612,True,False,0.0017452006980802793
full,static,43,14000006,14,L64_M2048,SL,2240.2961230596707,2441.1482663970787,200.85214333740805,200.85214333740902,0.9999999999999952,True,False,0.0017452006980802793
full,static,43,14000007,14,L128_M256,LS,2441.1482663970787,2504.077013770269,62.92874737319016,48.19209238871334,1.3057898973468969,True,False,0.0017452006980802793
full,static,43,14000008,14,L128_M256,LS,2504.077013770269,2561.072593435567,56.99557966529801,48.19209238871334,1.1826749335882012,True,False,0.0017452006980802793
full,static,43,14000009,14,L64_M1024,SL,2561.072593435567,2662.0801195189615,101.00752608339462,101.00752608339441,1.0000000000000022,True,False,0.0017452006980802793
full,static,43,14000010,14,L128_M1024,LL,2662.0801195189615,3380.2122909131176,718.1321713941561,186.90687789087698,3.842192323245738,False,False,0.0017452006980802793
full,static,43,14000011,14,L32_M2048,SL,3380.2122909131176,3495.1651118901173,114.95282097699965,114.952820977,0.9999999999999969,True,False,0.0017452006980802793
full,static,43,14000012,14,L64_M256,SS,3495.1651118901173,3521.978231294693,26.8131194045759,26.717256165257165,1.0035880645349875,True,False,0.0017452006980802793
