panel,strategy,input_fingerprint,npu_id,request_id,home_ssu,admission_time_ms,completion_time_ms,clipped_start_ms,clipped_end_ms
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,26,26000001,6,287.74376849644517,560.5500217341013,287.74376849644517,560.5500217341013
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,30,30000001,7,287.74376849644517,560.5500217341013,287.74376849644517,560.5500217341013
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,3,3000001,0,287.74796466343736,560.5542179010935,287.74796466343736,560.5542179010935
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,6,6000001,1,287.74796466343736,560.5542179010935,287.74796466343736,560.5542179010935
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,10,10000001,2,287.74796466343736,560.5542179010935,287.74796466343736,560.5542179010935
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,15,15000001,3,287.74796466343736,560.5542179010935,287.74796466343736,560.5542179010935
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,18,18000001,4,287.74796466343736,560.5542179010935,287.74796466343736,560.5542179010935
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,22,22000001,5,287.74796466343736,560.5542179010935,287.74796466343736,560.5542179010935
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,27,27000001,6,287.74796466343736,560.5542179010935,287.74796466343736,560.5542179010935
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,31,31000001,7,287.74796466343736,560.5542179010935,287.74796466343736,560.5542179010935
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,1,1000007,0,293.78148780741327,340.5883094897793,293.78148780741327,340.5883094897793
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,4,4000007,1,293.78148780741327,340.5883094897793,293.78148780741327,340.5883094897793
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,9,9000007,2,293.78148780741327,340.5883094897793,293.78148780741327,340.5883094897793
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,13,13000007,3,293.78148780741327,340.5883094897793,293.78148780741327,340.5883094897793
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,17,17000007,4,293.78148780741327,340.5883094897793,293.78148780741327,340.5883094897793
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,21,21000007,5,293.78148780741327,340.5883094897793,293.78148780741327,340.5883094897793
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,25,25000007,6,293.78148780741327,340.5883094897793,293.78148780741327,340.5883094897793
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,29,29000007,7,293.78148780741327,340.5883094897793,293.78148780741327,340.5883094897793
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,0,7,0,294.8389218894445,341.64574357181056,294.8389218894445,341.64574357181056
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,5,5000007,1,294.8389218894445,341.64574357181056,294.8389218894445,341.64574357181056
