case,id,mode,ssu,seed,strategy,npu_id,A_count,B_count,warm_roles,warm_util_pct,warm_A_compute_ms,warm_B_compute_ms
Y2_fixed_s1_seed7,Y2,fixed,1,7,baseline,3,0,84,B,99.1145759561851,0.0,1982.291519123702
Y2_fixed_s1_seed7,Y2,fixed,1,7,baseline,4,0,84,B,99.16142082300678,0.0,1983.2284164601356
Y2_fixed_s1_seed7,Y2,fixed,1,7,baseline,5,0,84,B,99.1312529280809,0.0,1982.625058561618
Y2_fixed_s1_seed7,Y2,fixed,1,7,baseline,6,0,84,B,99.11489304056825,0.0,1982.297860811365
Y2_fixed_s1_seed7,Y2,fixed,1,7,baseline,7,0,84,B,99.15533826300693,0.0,1983.1067652601387
Y2_fixed_s1_seed7,Y2,fixed,1,7,once,0,33,0,A,100.0,2000.0,0.0
Y2_fixed_s1_seed7,Y2,fixed,1,7,once,1,0,84,B,100.0,0.0,2000.0
Y2_fixed_s1_seed7,Y2,fixed,1,7,once,2,0,84,B,100.0,0.0,2000.0
Y2_fixed_s1_seed7,Y2,fixed,1,7,once,3,0,84,B,99.98497429712438,0.0,1999.6994859424876
Y2_fixed_s1_seed7,Y2,fixed,1,7,once,4,0,84,B,100.0,0.0,2000.0
Y2_fixed_s1_seed7,Y2,fixed,1,7,once,5,0,84,B,99.97567363329284,0.0,1999.513472665857
Y2_fixed_s1_seed7,Y2,fixed,1,7,once,6,0,84,B,100.0,0.0,2000.0
Y2_fixed_s1_seed7,Y2,fixed,1,7,once,7,0,84,B,100.0,0.0,2000.0
Y3072_random_s1_seed19,Y3072,random,1,19,baseline,0,5,60,A+B,97.29484145818607,1089.1598856159294,856.7369435477922
Y3072_random_s1_seed19,Y3072,random,1,19,baseline,1,5,60,A+B,96.07358905668005,1143.2853159975948,778.1864651360063
Y3072_random_s1_seed19,Y3072,random,1,19,baseline,2,5,60,A+B,97.60626871728108,1599.3513387671194,352.77403557850243
Y3072_random_s1_seed19,Y3072,random,1,19,baseline,3,5,60,A+B,97.75611668124965,1280.5652004530302,674.5571331719627
Y3072_random_s1_seed19,Y3072,random,1,19,baseline,4,5,60,A+B,96.50247800380608,972.5200349344714,957.5295251416501
Y3072_random_s1_seed19,Y3072,random,1,19,baseline,5,5,60,A+B,95.16012512069989,1100.4952806795122,802.7072217344855
Y3072_random_s1_seed19,Y3072,random,1,19,baseline,6,5,60,A+B,97.851952743325,1705.0576008818553,251.98145398464476
Y3072_random_s1_seed19,Y3072,random,1,19,baseline,7,5,60,A+B,94.41592707999466,1020.9331535637107,867.3853880361826
Y3072_random_s1_seed19,Y3072,random,1,19,once,0,5,60,A+B,99.63837914786356,1136.0306394094791,856.7369435477922
Y3072_random_s1_seed19,Y3072,random,1,19,once,1,5,60,A+B,99.52691271527362,1191.9534132839008,798.5848410215717
Y3072_random_s1_seed19,Y3072,random,1,19,once,2,5,60,A+B,98.1582795207277,1610.3915548360515,352.77403557850266
Y3072_random_s1_seed19,Y3072,random,1,19,once,3,5,60,A+B,99.63684565279434,1387.9814234927394,604.7554895631474
Y3072_random_s1_seed19,Y3072,random,1,19,once,4,5,60,A+B,98.98249402192732,1022.1203552968964,957.5295251416501
Y3072_random_s1_seed19,Y3072,random,1,19,once,5,5,60,A+B,99.34791103804253,1249.161108300188,737.7971124606624
Y3072_random_s1_seed19,Y3072,random,1,19,once,6,5,60,A+B,99.58566256601019,1739.731797335559,251.98145398464476
Y3072_random_s1_seed19,Y3072,random,1,19,once,7,5,60,A+B,98.31344532952805,1026.8750229770217,939.3938836135394
Y3072_random_s1_seed43,Y3072,random,1,43,baseline,0,5,60,A+B,97.89690174090599,1101.2010912703277,856.7369435477922
Y3072_random_s1_seed43,Y3072,random,1,43,baseline,1,5,60,A+B,97.21459532178578,1289.1401260756393,655.1517803600764
Y3072_random_s1_seed43,Y3072,random,1,43,baseline,2,5,60,A+B,98.49839477153196,1566.7975690552075,403.1703263754316
Y3072_random_s1_seed43,Y3072,random,1,43,baseline,3,5,60,A+B,96.19959663577504,927.3439883227197,996.647944392781
Y3072_random_s1_seed43,Y3072,random,1,43,baseline,4,5,60,A+B,98.45333930729089,1313.9150057857414,655.1517803600764
Y3072_random_s1_seed43,Y3072,random,1,43,baseline,5,5,60,A+B,97.54094841897964,832.4458502432535,1118.3731181363394
Y3072_random_s1_seed43,Y3072,random,1,43,baseline,6,5,60,A+B,98.92355743646499,1524.9045315569406,453.5666171723592
Y3072_random_s1_seed43,Y3072,random,1,43,baseline,7,5,60,A+B,99.48934709906416,1435.4277432150648,554.3591987662185
Y3072_random_s1_seed43,Y3072,random,1,43,once,0,5,60,A+B,98.65508174093065,1116.364691270821,856.7369435477922
Y3072_random_s1_seed43,Y3072,random,1,43,once,1,5,60,A+B,99.21410350357405,1329.1302897114047,655.1517803600764
Y3072_random_s1_seed43,Y3072,random,1,43,once,2,5,60,A+B,98.71316877433934,1571.093049111355,403.1703263754316
Y3072_random_s1_seed43,Y3072,random,1,43,once,3,5,60,A+B,99.76314008615721,931.8279296471528,1063.4348720759913
Y3072_random_s1_seed43,Y3072,random,1,43,once,4,5,60,A+B,98.0047724896503,1304.9436694329297,655.1517803600764
Y3072_random_s1_seed43,Y3072,random,1,43,once,5,5,60,A+B,99.89201643349,848.3053044823973,1149.5350241874025
Y3072_random_s1_seed43,Y3072,random,1,43,once,6,5,60,A+B,99.38207016447639,1592.1190675279304,395.52233576159733
Y3072_random_s1_seed43,Y3072,random,1,43,once,7,5,60,A+B,99.8717832960386,1443.0764671545535,554.3591987662185
Y3072_random_s1_seed7,Y3072,random,1,7,baseline,0,5,60,A+B,96.00809630483715,330.5777967788881,1589.584129317855
Y3072_random_s1_seed7,Y3072,random,1,7,baseline,1,5,60,A+B,99.20873041223794,1480.2117002754694,503.9629079692895
Y3072_random_s1_seed7,Y3072,random,1,7,baseline,2,5,60,A+B,98.79372803564091,1270.3264895558127,705.5480711570053
Y3072_random_s1_seed7,Y3072,random,1,7,baseline,3,5,60,A+B,98.50675510764717,1516.5684849805825,453.56661717236057
Y3072_random_s1_seed7,Y3072,random,1,7,baseline,4,5,60,A+B,97.32462136383259,1360.8488224686707,585.6436048079811
Y3072_random_s1_seed7,Y3072,random,1,7,baseline,5,5,60,A+B,96.19521140952125,848.3053044823973,1075.5989237080278
Y3072_random_s1_seed7,Y3072,random,1,7,baseline,6,5,60,A+B,99.13175082494472,1660.2171607748191,322.41785572407525
Y3072_random_s1_seed7,Y3072,random,1,7,baseline,7,5,60,A+B,98.4945989767166,1365.1364899711848,604.7554895631474
Y3072_random_s1_seed7,Y3072,random,1,7,once,0,5,60,A+B,99.74837300193522,289.8590913867015,1705.1083686520028
Y3072_random_s1_seed7,Y3072,random,1,7,once,1,5,60,A+B,99.63841750698316,1488.8054421703737,503.9629079692895
Y3072_random_s1_seed7,Y3072,random,1,7,once,2,5,60,A+B,99.54665463952588,1285.3850216335122,705.5480711570053
Y3072_random_s1_seed7,Y3072,random,1,7,once,3,5,60,A+B,99.3574827995293,1533.5830388182253,453.56661717236057
Y3072_random_s1_seed7,Y3072,random,1,7,once,4,5,60,A+B,99.63633105985443,1403.2599686431963,589.4666525538923
Y3072_random_s1_seed7,Y3072,random,1,7,once,5,5,60,A+B,99.72745926798397,941.2897139024144,1053.2594714572651
Y3072_random_s1_seed7,Y3072,random,1,7,once,6,5,60,A+B,99.49551272017086,1603.0981451545808,386.81210924883635
Y3072_random_s1_seed7,Y3072,random,1,7,once,7,5,60,A+B,98.63404148621761,1367.925340161205,604.7554895631474
Y4096_random_s1_seed19,Y4096,random,1,19,baseline,0,4,48,A+B,98.42411708334076,1472.4675428006612,496.0147988661538
Y4096_random_s1_seed19,Y4096,random,1,19,baseline,1,4,48,A+B,98.22972319051495,1208.6501018563645,755.9443619539343
Y4096_random_s1_seed19,Y4096,random,1,19,baseline,2,4,48,A,100.0,2000.0,0.0
Y4096_random_s1_seed19,Y4096,random,1,19,baseline,3,4,48,A+B,97.8626994011166,1654.8762432407584,302.3777447815737
Y4096_random_s1_seed19,Y4096,random,1,19,baseline,4,4,48,A+B,99.7800533384183,1936.786377348085,58.814689420280956
Y4096_random_s1_seed19,Y4096,random,1,19,baseline,5,4,48,A+B,97.91762852819296,1130.6863062355333,827.6662643283262
Y4096_random_s1_seed19,Y4096,random,1,19,baseline,6,4,48,A+B,98.63693511331982,1670.3609574848228,302.3777447815737
Y4096_random_s1_seed19,Y4096,random,1,19,baseline,7,4,48,A+B,98.95109610584163,1487.9518820003245,491.07004011650815
Y4096_random_s1_seed19,Y4096,random,1,19,once,0,4,48,A+B,99.07814949545826,1508.6519397532265,472.9110501559385
Y4096_random_s1_seed19,Y4096,random,1,19,once,1,4,48,A+B,99.9029340496376,1242.1143190388175,755.9443619539343
Y4096_random_s1_seed19,Y4096,random,1,19,once,2,4,48,A,100.0,2000.0,0.0
Y4096_random_s1_seed19,Y4096,random,1,19,once,3,4,48,A+B,99.39014130829896,1685.4250813844055,302.3777447815737
Y4096_random_s1_seed19,Y4096,random,1,19,once,4,4,48,A+B,99.85132410812257,1915.27907059881,81.74741156364144
Y4096_random_s1_seed19,Y4096,random,1,19,once,5,4,48,A+B,99.8599492334907,1130.6863062355333,866.5126784342806
Y4096_random_s1_seed19,Y4096,random,1,19,once,6,4,48,A+B,99.92768811348922,1696.1760174882106,302.3777447815737
Y4096_random_s1_seed19,Y4096,random,1,19,once,7,4,48,A+B,99.70129712914833,1533.82692343268,460.19901915028686
Y4096_random_s1_seed43,Y4096,random,1,43,baseline,0,4,48,A+B,97.42219327575091,1130.6863062355333,817.7575592794849
Y4096_random_s1_seed43,Y4096,random,1,43,baseline,1,4,48,A+B,97.55995134633281,1245.6509557696509,705.5480711570053
Y4096_random_s1_seed43,Y4096,random,1,43,baseline,2,4,48,A+B,98.81852772894612,1724.3891005942778,251.98145398464476
Y4096_random_s1_seed43,Y4096,random,1,43,baseline,3,4,48,A+B,97.35188654682682,1090.300787388744,856.7369435477922
Y4096_random_s1_seed43,Y4096,random,1,43,baseline,4,4,48,A+B,98.93816598177595,1447.794123879134,530.9691957563848
Y4096_random_s1_seed43,Y4096,random,1,43,baseline,5,4,48,A+B,98.93595858085027,1625.9451360385028,352.77403557850266
Y4096_random_s1_seed43,Y4096,random,1,43,baseline,6,4,48,A+B,98.6187963817829,1440.729343079288,531.64658455637
Y4096_random_s1_seed43,Y4096,random,1,43,baseline,7,4,48,A+B,97.98766890223305,1472.0812712630882,487.6721067815729
Y4096_random_s1_seed43,Y4096,random,1,43,once,0,4,48,A+B,99.84841268638552,1130.6863062355328,866.2819474921776
Y4096_random_s1_seed43,Y4096,random,1,43,once,1,4,48,A+B,99.73996447987112,1289.2512184404172,705.5480711570053
Y4096_random_s1_seed43,Y4096,random,1,43,once,2,4,48,A+B,99.3387548798253,1734.7936436118612,251.98145398464476
Y4096_random_s1_seed43,Y4096,random,1,43,once,3,4,48,A+B,99.83767526651525,1140.0165617825128,856.7369435477922
Y4096_random_s1_seed43,Y4096,random,1,43,once,4,4,48,A+B,99.22938416253612,1475.0327465054665,509.5549367452559
Y4096_random_s1_seed43,Y4096,random,1,43,once,5,4,48,A+B,99.96155755348848,1563.7039849006746,435.5271661690949
Y4096_random_s1_seed43,Y4096,random,1,43,once,6,4,48,A+B,98.81606927662912,1464.636637705693,511.68474782688963
Y4096_random_s1_seed43,Y4096,random,1,43,once,7,4,48,A+B,99.83742123349118,1397.5283925377112,599.2200321321125
Y4096_random_s1_seed7,Y4096,random,1,7,baseline,0,4,48,A+B,98.33492472651943,1130.6863062355333,836.0121882948554
Y4096_random_s1_seed7,Y4096,random,1,7,baseline,1,4,48,A+B,98.45952114720671,1414.8312241779158,554.3591987662185
Y4096_random_s1_seed7,Y4096,random,1,7,baseline,2,4,48,A+B,98.40609137663549,1111.3848839849175,856.7369435477922
Y4096_random_s1_seed7,Y4096,random,1,7,baseline,3,4,48,A+B,99.1848246918898,1130.6863062355333,853.0101876022629
Y4096_random_s1_seed7,Y4096,random,1,7,baseline,4,4,48,A+B,99.53795762716592,1537.192535370958,453.56661717236057
Y4096_random_s1_seed7,Y4096,random,1,7,baseline,5,4,48,A+B,98.62260993692672,1130.6863062355333,841.7658925030012
Y4096_random_s1_seed7,Y4096,random,1,7,baseline,6,4,48,A+B,99.03523924781152,1566.3696220776264,414.335162878604
Y4096_random_s1_seed7,Y4096,random,1,7,baseline,7,4,48,A+B,98.32453512231692,1512.9240852739777,453.56661717236057
Y4096_random_s1_seed7,Y4096,random,1,7,once,0,4,48,A+B,99.92253960174338,1130.6863062355333,867.7644857993346
Y4096_random_s1_seed7,Y4096,random,1,7,once,1,4,48,A+B,99.89134059349001,1443.4676131035817,554.3591987662185
Y4096_random_s1_seed7,Y4096,random,1,7,once,2,4,48,A+B,99.8599492334907,1140.4620411220217,856.7369435477922
Y4096_random_s1_seed7,Y4096,random,1,7,once,3,4,48,A+B,99.79814507349204,1130.6863062355333,865.2765952343075
Y4096_random_s1_seed7,Y4096,random,1,7,once,4,4,48,A+B,99.7327364334525,1541.0881114966896,453.56661717236057
Y4096_random_s1_seed7,Y4096,random,1,7,once,5,4,48,A+B,99.89381867348996,1130.6863062355328,867.1900672342663
Y4096_random_s1_seed7,Y4096,random,1,7,once,6,4,48,A+B,99.92768811348922,1494.0626503232802,504.49111194650413
Y4096_random_s1_seed7,Y4096,random,1,7,once,7,4,48,A+B,99.68795386132273,1540.192460054095,453.56661717235943
