name,window,npu,A_compute_ms,B_compute_ms,U_percent,active_ms,both_AB
A200m1024_B32m1024_s4_r14_random_seed7,warm,7,1485.3400584441006,514.0184278670199,99.96792431555602,2000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,warm,8,850.6308225015273,1147.785938250643,99.92083803760852,2000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,warm,9,473.9453415820949,1525.183729797,99.95645356895476,2000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,warm,10,1243.2071022942146,754.7520842243066,99.89795932592605,2000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,warm,11,953.3360591630476,1045.0413473875014,99.91887032752746,2000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,warm,12,1335.8595242624338,664.0783182418199,99.99689212521268,2000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,warm,13,894.8520458879657,1103.0992000201395,99.89756229540527,2000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,warm,14,1008.8030419766346,986.9834947548625,99.78932683657486,2000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,warm,15,1492.6611691911444,504.1300424889273,99.83956058400358,2000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,long,0,3750.2470900410394,4238.2232421825565,99.85587915279496,8000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,long,1,4975.281435618361,3019.0083368972046,99.92862215644458,8000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,long,2,4436.905355514457,3552.7156732710864,99.87026285981929,8000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,long,3,4253.1541125076155,3731.6431587459742,99.80996589066989,8000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,long,4,4206.805343849983,3788.925576056769,99.9466364988344,8000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,long,5,4278.492094279216,3715.7025684888586,99.92743328460094,8000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,long,6,4225.305842650912,3773.7604211214216,99.98832829715418,8000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,long,7,4456.741574349215,3541.529010590886,99.97838231175126,8000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,long,8,4771.910094851051,3222.984500393578,99.93618244055786,8000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,long,9,3984.465394392585,4005.991831652009,99.88071532555742,8000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,long,10,4392.994039071171,3599.5868632235497,99.90726127868402,8000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,long,11,4275.497686379529,3715.7025684888386,99.8900031858546,8000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,long,12,4820.241327508635,3171.3865611002734,99.89534860761134,8000.0,True
A200m1024_B32m1024_s4_r14_random_seed7,long,13,4276.044781070371,3721.1694996963843,99.96517850958443,8000.0,True
