regime,policy,ratio,macro_cdf
full,baseline,1.4986720024788374,0.4029543087150067
full,baseline,1.5,0.4029543087150067
full,baseline,1.5059883970338042,0.40464635609233324
full,baseline,1.508246924939131,0.4063384034696598
full,baseline,1.5254518983450984,0.40813051816500034
full,baseline,1.5694493261882105,0.4097486411423466
full,baseline,1.587214999990131,0.41144068851967314
full,baseline,1.5955018632523272,0.41323280321501366
full,baseline,1.615969402975308,0.4150249179103542
full,baseline,1.6221737324915637,0.41664304088770043
full,baseline,1.6283695909703493,0.418335088265027
full,baseline,1.6401377620824016,0.41995321124237334
full,baseline,1.6660181650684291,0.4215713342197196
full,baseline,1.7178775891512374,0.42326338159704613
full,baseline,1.7486701023563531,0.4249554289743727
full,baseline,1.7588603424075098,0.42674754366971324
full,baseline,1.765751193167102,0.4283656666470595
full,baseline,1.7786961500284666,0.4299837896244058
full,baseline,1.7829258296829997,0.43167583700173234
full,baseline,1.796012468630547,0.4333678843790589
full,baseline,1.8052065313074908,0.43498600735640514
full,baseline,1.8093263452585473,0.43677812205174565
full,baseline,1.8491948715885331,0.4383962450290919
full,baseline,1.8565252866592237,0.4400143680064382
full,baseline,1.8743430273500061,0.4417064153837648
full,baseline,1.9178752962143308,0.44339846276109135
full,baseline,1.9486218361078378,0.4451905774564318
full,baseline,1.9931147238071163,0.44698269215177233
full,baseline,2.004541738769262,0.4486008151291186
full,baseline,2.005151476607268,0.4503929298244591
full,baseline,2.006181557087577,0.45201105280180537
full,baseline,2.038370066585437,0.453703100179132
full,baseline,2.0420014909184285,0.45532122315647827
full,baseline,2.042585232732173,0.4570132705338048
full,baseline,2.045631432370471,0.4588053852291453
full,baseline,2.046548226273987,0.4604974326064719
full,baseline,2.0534890864641944,0.46211555558381817
full,baseline,2.068600072603556,0.4638076029611447
full,baseline,2.0795268829285067,0.46549965033847135
full,baseline,2.0991898535146163,0.4672917650338118
full,baseline,2.1083845558656846,0.46898381241113835
full,baseline,2.110819972095742,0.47060193538848466
full,baseline,2.1225549766222067,0.4723940500838251
full,baseline,2.140995898966471,0.47401217306117144
full,baseline,2.141502466940854,0.4756302960385177
full,baseline,2.1525130820848686,0.47732234341584423
full,baseline,2.1898793167007162,0.4789404663931906
full,baseline,2.2044810389539746,0.4805585893705368
full,baseline,2.2069261219542273,0.48235070406587727
full,baseline,2.2235826082695915,0.4840427514432039
full,baseline,2.2558758829740535,0.48566087442055017
full,baseline,2.2560283007528947,0.4873529217978767
full,baseline,2.2660860451828695,0.4889710447752231
full,baseline,2.2664179161487983,0.4905891677525693
full,baseline,2.2699944821046727,0.49228121512989587
full,baseline,2.2744923280110405,0.4940733298252364
full,baseline,2.286620580104108,0.49569145280258264
full,baseline,2.298615279476234,0.4973835001799092
full,baseline,2.30732566723969,0.49900162315725555
full,baseline,2.3080356120461656,0.500693670534582
full,baseline,2.3095685497493466,0.5023857179119086
full,baseline,2.309728918907422,0.5040777652892352
full,baseline,2.3146753406445595,0.5056958882665814
full,baseline,2.3378310309377746,0.507387935643908
full,baseline,2.3391798277550206,0.5090799830212346
full,baseline,2.3431378183146863,0.5107720303985611
full,baseline,2.364775522740914,0.5124640777758876
full,baseline,2.394215395949586,0.5141561251532143
full,baseline,2.3985694244322144,0.5159482398485548
full,baseline,2.403758305906189,0.5177403545438953
